drugbank_id	dailymed_id	inchi_key
DB00738	pentamidine isethionate	XDRYMKDFEDOLFX-UHFFFAOYSA-N
DB00740	riluzole	FTALBRSUTCGOEG-UHFFFAOYSA-N
DB00741	hydrocortisone	JYGXADMDTFJGBT-VWUMJDOOSA-N
DB00742	mannitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00742	sorbitol	FBPFZTCFMRRESA-KVTDHHQDSA-N
DB00744	zileuton	MWLSOWXNZPKENC-UHFFFAOYSA-N
DB00745	armodafinil	YFGHCGITMMYXAQ-UHFFFAOYSA-N
DB00745	modafinil	YFGHCGITMMYXAQ-UHFFFAOYSA-N
DB00746	deferoxamine	UBQYURCVBFRUQT-UHFFFAOYSA-N
DB00746	deferoxamine mesylate	UBQYURCVBFRUQT-UHFFFAOYSA-N
DB00747	scopolamine	STECJAGHUSJQJN-FWXGHANASA-N
DB00747	scopolamine hydrobromide	STECJAGHUSJQJN-FWXGHANASA-N
DB00748	carbinoxamine	OJFSXZCBGQGRNV-UHFFFAOYSA-N
DB00748	carbinoxamine maleate	OJFSXZCBGQGRNV-UHFFFAOYSA-N
DB00749	etodolac	NNYBQONXHNTVIJ-UHFFFAOYSA-N
DB00750	prilocaine	MVFGUOIZUNYYSO-UHFFFAOYSA-N
DB00750	prilocaine hydrochloride	MVFGUOIZUNYYSO-UHFFFAOYSA-N
DB00751	epinastine	WHWZLSFABNNENI-UHFFFAOYSA-N
DB00751	epinastine hydrochloride	WHWZLSFABNNENI-UHFFFAOYSA-N
DB00752	tranylcypromine sulfate	AELCINSCMGFISI-UHFFFAOYSA-N
DB00753	isoflurane	PIWKPBJCKXDKJR-UHFFFAOYSA-N
DB00754	ethotoin	SZQIFWWUIBRPBZ-UHFFFAOYSA-N
DB00755	alitretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00755	isotretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00755	tretinoin	SHGAZHPCJJPHSC-YCNIQYBTSA-N
DB00757	dolasetron	UKTAZPQNNNJVKR-KJGYPYNMSA-N
DB00757	dolasetron mesylate	UKTAZPQNNNJVKR-KJGYPYNMSA-N
DB00758	clopidogrel	GKTWGGQPFAXNFI-HNNXBMFYSA-N
DB00758	clopidogrel bisulfate	GKTWGGQPFAXNFI-HNNXBMFYSA-N
DB00759	tetracycline	OFVLGDICTFRJMM-WESIUVDSSA-N
DB00759	tetracycline hydrochloride	OFVLGDICTFRJMM-WESIUVDSSA-N
DB00760	meropenem	DMJNNHOOLUXYBV-PQTSNVLCSA-N
DB00761	hydrochloric acid	WCUXLLCKKVVCTQ-UHFFFAOYSA-M
DB00761	potassium chloride	WCUXLLCKKVVCTQ-UHFFFAOYSA-M
DB00762	irinotecan	UWKQSNNFCGGAFS-XIFFEERXSA-N
DB00762	irinotecan hydrochloride	UWKQSNNFCGGAFS-XIFFEERXSA-N
DB00763	methimazole	PMRYVIKBURPHAH-UHFFFAOYSA-N
DB00765	metyrosine	NHTGHBARYWONDQ-JTQLQIEISA-N
DB00766	clavulanate potassium	HZZVJAQRINQKSD-PBFISZAISA-N
DB00766	clavulanic acid	HZZVJAQRINQKSD-PBFISZAISA-N
DB00768	olopatadine	JBIMVDZLSHOPLA-LSCVHKIXSA-N
DB00768	olopatadine hydrochloride	JBIMVDZLSHOPLA-LSCVHKIXSA-N
DB00770	alprostadil	GMVPRGQOIOIIMI-DWKJAMRDSA-N
DB00771	clidinium bromide	HOOSGZJRQIVJSZ-NNBUQUNQSA-N
DB00772	malathion	JXSJBGJIGXNWCI-UHFFFAOYSA-N
DB00773	etoposide	VJJPUSNTGOMMGY-MRVIYFEKSA-N
DB00774	hydroflumethiazide	DMDGGSIALPNSEE-UHFFFAOYSA-N
DB00775	tirofiban	COKMIXFXJJXBQG-NRFANRHFSA-N
DB00775	tirofiban hydrochloride	COKMIXFXJJXBQG-NRFANRHFSA-N
DB00776	oxcarbazepine	CTRLABGOLIVAIY-UHFFFAOYSA-N
DB00780	phenelzine	RMUCZJUITONUFY-UHFFFAOYSA-N
DB00780	phenelzine sulfate	RMUCZJUITONUFY-UHFFFAOYSA-N
DB00781	polymyxin b	WQVJHHACXVLGBL-BPJDFBQWSA-N
DB00781	polymyxin b sulfate	WQVJHHACXVLGBL-BPJDFBQWSA-N
DB00782	propantheline	VVWYOYDLCMFIEM-UHFFFAOYSA-N
DB00782	propantheline bromide	VVWYOYDLCMFIEM-UHFFFAOYSA-N
DB00783	alfatradiol	VOXZDWNPVJITMN-ZBRFXRBCSA-N
DB00783	estradiol	VOXZDWNPVJITMN-ZBRFXRBCSA-N
DB00784	mefenamic acid	HYYBABOKPJLUIN-UHFFFAOYSA-N
DB00787	acyclovir	MKUXAQIIEYXACX-UHFFFAOYSA-N
DB00788	naproxen	CMWTZPSULFXXJA-VIFPVBQESA-N
DB00789	pentetic acid	IZOOGPBRAOKZFK-UHFFFAOYSA-K
DB00790	perindopril	IPVQLZZIHOAWMC-QXKUPLGCSA-N
DB00790	perindopril arginine	IPVQLZZIHOAWMC-QXKUPLGCSA-N
DB00790	perindopril erbumine	IPVQLZZIHOAWMC-QXKUPLGCSA-N
DB00794	primidone	DQMZLTXERSFNPB-UHFFFAOYSA-N
DB00795	sulfasalazine	NCEXYHBECQHGNR-QZQOTICOSA-N
DB00796	candesartan cilexetil	GHOSNRCGJFBJIB-UHFFFAOYSA-N
DB00798	gentamicin	CEAZRRDELHUEMR-UHFFFAOYSA-N
DB00798	gentamicin sulfate	CEAZRRDELHUEMR-UHFFFAOYSA-N
DB00799	tazarotene	OGQICQVSFDPSEI-UHFFFAOYSA-N
DB00800	fenoldopam	TVURRHSHRRELCG-UHFFFAOYSA-N
DB00800	fenoldopam mesylate	TVURRHSHRRELCG-UHFFFAOYSA-N
DB00802	alfentanil	IDBPHNDTYPBSNI-UHFFFAOYSA-N
DB00802	alfentanil hydrochloride	IDBPHNDTYPBSNI-UHFFFAOYSA-N
DB00804	dicyclomine	CURUTKGFNZGFSE-UHFFFAOYSA-N
DB00804	dicyclomine hydrochloride	CURUTKGFNZGFSE-UHFFFAOYSA-N
DB00806	pentoxifylline	BYPFEZZEUUWMEJ-UHFFFAOYSA-N
DB00807	proparacaine	KCLANYCVBBTKTO-UHFFFAOYSA-N
DB00807	proparacaine hydrochloride	KCLANYCVBBTKTO-UHFFFAOYSA-N
DB00808	indapamide	NDDAHWYSQHTHNT-UHFFFAOYSA-N
DB00809	tropicamide	BGDKAVGWHJFAGW-UHFFFAOYSA-N
DB00811	ribavirin	IWUCXVSUMQZMFG-AFCXAGJDSA-N
DB00812	phenylbutazone	VYMDGNCVAMGZFE-UHFFFAOYSA-N
DB00813	fentanyl	PJMPHNIQZUBGLI-UHFFFAOYSA-N
DB00813	fentanyl citrate	PJMPHNIQZUBGLI-UHFFFAOYSA-N
DB00813	fentanyl hydrochloride	PJMPHNIQZUBGLI-UHFFFAOYSA-N
DB00814	meloxicam	ZRVUJXDFFKFLMG-UHFFFAOYSA-N
DB00815	sodium lauryl sulfate	DBMJMQXJHONAFJ-UHFFFAOYSA-M
DB00816	metaproterenol	LMOINURANNBYCM-UHFFFAOYSA-N
DB00816	metaproterenol sulfate	LMOINURANNBYCM-UHFFFAOYSA-N
DB00818	propofol	OLBCVFGFOZPWHH-UHFFFAOYSA-N
DB00819	acetazolamide	BZKPWHYZMXOIDC-UHFFFAOYSA-N
DB00820	tadalafil	WOXKDUGGOYFFRN-IIBYNOLFSA-N
DB00822	disulfiram	AUZONCFQVSMFAP-UHFFFAOYSA-N
DB00823	ethynodiol diacetate	ONKUMRGIYFNPJW-KIEAKMPYSA-N
DB00825	levomenthol	NOOLISFMXDJSKH-KXUCPTDWSA-N
DB00826	natamycin	NCXMLFZGDNKEPB-FFPOYIOWSA-N
DB00828	fosfomycin	YMDXZJFXQJVXBF-STHAYSLISA-N
DB00828	fosfomycin tromethamine	YMDXZJFXQJVXBF-STHAYSLISA-N
DB00829	diazepam	AAOVKJBEBIDNHE-UHFFFAOYSA-N
DB00831	trifluoperazine	ZEWQUBUPAILYHI-UHFFFAOYSA-N
DB00831	trifluoperazine hydrochloride	ZEWQUBUPAILYHI-UHFFFAOYSA-N
DB00833	cefaclor	QYIYFLOTGYLRGG-GPCCPHFNSA-N
DB00834	mifepristone	VKHAHZOOUSRJNA-GCNJZUOMSA-N
DB00835	brompheniramine	ZDIGNSYAACHWNL-UHFFFAOYSA-N
DB00835	brompheniramine maleate	ZDIGNSYAACHWNL-UHFFFAOYSA-N
DB00835	dexbrompheniramine	ZDIGNSYAACHWNL-UHFFFAOYSA-N
DB00835	dexbrompheniramine maleate	ZDIGNSYAACHWNL-UHFFFAOYSA-N
DB00836	loperamide	RDOIQAHITMMDAJ-UHFFFAOYSA-N
DB00836	loperamide hydrochloride	RDOIQAHITMMDAJ-UHFFFAOYSA-N
DB00839	tolazamide	OUDSBRTVNLOZBN-UHFFFAOYSA-N
DB00841	dobutamine	JRWZLRBJNMZMFE-UHFFFAOYSA-N
DB00841	dobutamine hydrochloride	JRWZLRBJNMZMFE-UHFFFAOYSA-N
DB00842	oxazepam	ADIMAYPTOBDMTL-UHFFFAOYSA-N
DB00843	donepezil	ADEBPBSSDYVVLD-UHFFFAOYSA-N
DB00843	donepezil hydrochloride	ADEBPBSSDYVVLD-UHFFFAOYSA-N
DB00844	nalbuphine	NETZHAKZCGBWSS-CEDHKZHLSA-N
DB00844	nalbuphine hydrochloride	NETZHAKZCGBWSS-CEDHKZHLSA-N
DB00846	flurandrenolide	POPFMWWJOGLOIF-XWCQMRHXSA-N
DB00847	cysteamine	UFULAYFCSOUIOV-UHFFFAOYSA-N
DB00850	perphenazine	RGCVKNLCSQQDEP-UHFFFAOYSA-N
DB00851	dacarbazine	FDKXTQMXEQVLRF-ZHACJKMWSA-N
DB00852	ephedrine	KWGRBVOPPLSCSI-WCBMZHEXSA-N
DB00852	pseudoephedrine	KWGRBVOPPLSCSI-WCBMZHEXSA-N
DB00853	temozolomide	BPEGJWRSRHCHSN-UHFFFAOYSA-N
DB00854	levorphanol tartrate	JAQUASYNZVUNQP-USXIJHARSA-N
DB00855	aminolevulinic acid	ZGXJTSGNIOSYLO-UHFFFAOYSA-N
DB00855	aminolevulinic acid hydrochloride	ZGXJTSGNIOSYLO-UHFFFAOYSA-N
DB00857	terbinafine	DOMXUEMWDBAQBQ-WEVVVXLNSA-N
DB00857	terbinafine hydrochloride	DOMXUEMWDBAQBQ-WEVVVXLNSA-N
DB00859	penicillamine	VVNCNSJFMMFHPL-VKHMYHEASA-N
DB00860	prednisolone	OIGNJSKKLXVSLS-VWUMJDOOSA-N
DB00861	diflunisal	HUPFGZXOMWLGNK-UHFFFAOYSA-N
DB00862	vardenafil	SECKRCOLJRRGGV-UHFFFAOYSA-N
DB00862	vardenafil hydrochloride	SECKRCOLJRRGGV-UHFFFAOYSA-N
DB00863	ranitidine	VMXUWOKSQNHOCA-UHFFFAOYSA-N
DB00863	ranitidine hydrochloride	VMXUWOKSQNHOCA-UHFFFAOYSA-N
DB00864	tacrolimus	QJJXYPPXXYFBGM-LFZNUXCKSA-N
DB00865	benzphetamine hydrochloride	YXKTVDFXDRQTKV-HNNXBMFYSA-N
DB00868	benzonatate	MAFMQEKGGFWBAB-UHFFFAOYSA-N
DB00869	dorzolamide	IAVUPMFITXYVAF-XPUUQOCRSA-N
DB00869	dorzolamide hydrochloride	IAVUPMFITXYVAF-XPUUQOCRSA-N
DB00870	suprofen	MDKGKXOCJGEUJW-UHFFFAOYSA-N
DB00871	terbutaline	XWTYSIMOBUGWOL-UHFFFAOYSA-N
DB00871	terbutaline sulfate	XWTYSIMOBUGWOL-UHFFFAOYSA-N
DB00872	conivaptan	IKENVDNFQMCRTR-UHFFFAOYSA-N
DB00872	conivaptan hydrochloride	IKENVDNFQMCRTR-UHFFFAOYSA-N
DB00874	guaifenesin	HSRJKNPTNIJEKV-UHFFFAOYSA-N
DB00876	eprosartan	OROAFUQRIXKEMV-LDADJPATSA-N
DB00876	eprosartan mesylate	OROAFUQRIXKEMV-LDADJPATSA-N
DB00877	sirolimus	QFJCIRLUMZQUOT-HPLJOQBZSA-N
DB00878	chlorhexidine	GHXZTYHSJHQHIJ-UHFFFAOYSA-N
DB00879	emtricitabine	XQSPYNMVSIKCOC-NTSWFWBYSA-N
DB00880	chlorothiazide	JBMKAUGHUNFTOL-UHFFFAOYSA-N
DB00881	quinapril	JSDRRTOADPPCHY-HSQYWUDLSA-N
DB00881	quinapril hydrochloride	JSDRRTOADPPCHY-HSQYWUDLSA-N
DB00882	clomiphene	GKIRPKYJQBWNGO-UHFFFAOYSA-N
DB00882	clomiphene citrate	GKIRPKYJQBWNGO-UHFFFAOYSA-N
DB00883	isosorbide dinitrate	MOYKHGMNXAOIAT-JGWLITMVSA-N
DB00884	risedronate sodium	IIDJRNMFWXDHID-UHFFFAOYSA-N
DB00887	bumetanide	MAEIEVLCKWDQJH-UHFFFAOYSA-N
DB00888	mechlorethamine	HAWPXGHAZFHHAD-UHFFFAOYSA-N
DB00888	mechlorethamine hydrochloride	HAWPXGHAZFHHAD-UHFFFAOYSA-N
DB00889	granisetron	MFWNKCLOYSRHCJ-BTTYYORXSA-N
DB00889	granisetron hydrochloride	MFWNKCLOYSRHCJ-BTTYYORXSA-N
DB00892	benoxinate	CMHHMUWAYWTMGS-UHFFFAOYSA-N
DB00892	benoxinate hydrochloride	CMHHMUWAYWTMGS-UHFFFAOYSA-N
DB00895	lysine	IMPVZRLKKKXMKQ-SGDOCVTFSA-N
DB00896	rimexolone	QTTRZHGPGKRAFB-OOKHYKNYSA-N
DB00897	triazolam	JOFWLTCLBGQGBO-UHFFFAOYSA-N
DB00898	alcohol	LFQSCWFLJHTTHZ-UHFFFAOYSA-N
DB00899	remifentanil	ZTVQQQVZCWLTDF-UHFFFAOYSA-N
DB00899	remifentanil hydrochloride	ZTVQQQVZCWLTDF-UHFFFAOYSA-N
DB00900	didanosine	BXZVVICBKDXVGW-NKWVEPMBSA-N
DB00903	ethacrynate sodium	AVOLMBLBETYQHX-UHFFFAOYSA-N
DB00903	ethacrynic acid	AVOLMBLBETYQHX-UHFFFAOYSA-N
DB00904	ondansetron	FELGMEQIXOGIFQ-UHFFFAOYSA-N
DB00904	ondansetron hydrochloride	FELGMEQIXOGIFQ-UHFFFAOYSA-N
DB00905	bimatoprost	AQOKCDNYWBIDND-FTOWTWDKSA-N
DB00906	tiagabine	PBJUNZJWGZTSKL-MRXNPFEDSA-N
DB00906	tiagabine hydrochloride	PBJUNZJWGZTSKL-MRXNPFEDSA-N
DB00907	cocaine	ZPUCINDJVBIVPJ-LJISPDSOSA-N
DB00907	cocaine hydrochloride	ZPUCINDJVBIVPJ-LJISPDSOSA-N
DB00908	quinidine	LOUPRKONTZGTKE-LHHVKLHASA-N
DB00908	quinine	LOUPRKONTZGTKE-LHHVKLHASA-N
DB00909	zonisamide	UBQNRHZMVUUOMG-UHFFFAOYSA-N
DB00910	paricalcitol	BPKAHTKRCLCHEA-UBFJEZKGSA-N
DB00911	tinidazole	HJLSLZFTEKNLFI-UHFFFAOYSA-N
DB00912	repaglinide	FAEKWTJYAYMJKF-QHCPKHFHSA-N
DB00915	amantadine	DKNWSYNQZKUICI-UHFFFAOYSA-N
DB00916	metronidazole	VAOCPAMSLUNLGC-UHFFFAOYSA-N
DB00917	dinoprostone	XEYBRNLFEZDVAW-ARSRFYASSA-N
DB00918	almotriptan	WKEMJKQOLOHJLZ-UHFFFAOYSA-N
DB00918	almotriptan malate	WKEMJKQOLOHJLZ-UHFFFAOYSA-N
DB00920	ketotifen	ZCVMWBYGMWKGHF-UHFFFAOYSA-N
DB00920	ketotifen fumarate	ZCVMWBYGMWKGHF-UHFFFAOYSA-N
DB00921	buprenorphine	RMRJXGBAOAMLHD-IHFGGWKQSA-N
DB00921	buprenorphine hydrochloride	RMRJXGBAOAMLHD-IHFGGWKQSA-N
DB00924	cyclobenzaprine	JURKNVYFZMSNLP-UHFFFAOYSA-N
DB00924	cyclobenzaprine hydrochloride	JURKNVYFZMSNLP-UHFFFAOYSA-N
DB00925	phenoxybenzamine	QZVCTJOXCFMACW-UHFFFAOYSA-N
DB00925	phenoxybenzamine hydrochloride	QZVCTJOXCFMACW-UHFFFAOYSA-N
DB00927	famotidine	XUFQPHANEAPEMJ-UHFFFAOYSA-N
DB00928	azacitidine	NMUSYJAQQFHJEW-KVTDHHQDSA-N
DB00929	misoprostol	OJLOPKGSLYJEMD-URPKTTJQSA-N
DB00932	tipranavir	SUJUHGSWHZTSEU-FYBSXPHGSA-N
DB00934	maprotiline	QSLMDECMDJKHMQ-UHFFFAOYSA-N
DB00934	maprotiline hydrochloride	QSLMDECMDJKHMQ-UHFFFAOYSA-N
DB00935	oxymetazoline	WYWIFABBXFUGLM-UHFFFAOYSA-N
DB00935	oxymetazoline hydrochloride	WYWIFABBXFUGLM-UHFFFAOYSA-N
DB00936	salicylic acid	YGSDEFSMJLZEOE-UHFFFAOYSA-N
DB00937	diethylpropion	XXEPPPIWZFICOJ-UHFFFAOYSA-N
DB00937	diethylpropion hydrochloride	XXEPPPIWZFICOJ-UHFFFAOYSA-N
DB00938	salmeterol	GIIZNNXWQWCKIB-UHFFFAOYSA-N
DB00938	salmeterol xinafoate	GIIZNNXWQWCKIB-UHFFFAOYSA-N
DB00939	meclofenamate sodium	SBDNJUWAMKYJOX-UHFFFAOYSA-N
DB00945	aspirin	BSYNRYMUTXBXSQ-UHFFFAOYSA-N
DB00947	fulvestrant	VWUXBMIQPBEWFH-WCCTWKNTSA-N
DB00949	felbamate	WKGXYQFOCVYPAC-UHFFFAOYSA-N
DB00950	fexofenadine	RWTNPBWLLIMQHL-UHFFFAOYSA-N
DB00950	fexofenadine hydrochloride	RWTNPBWLLIMQHL-UHFFFAOYSA-N
DB00951	isoniazid	QRXWMOHMRWLFEY-UHFFFAOYSA-N
DB00952	naratriptan	AMKVXSZCKVJAGH-UHFFFAOYSA-N
DB00952	naratriptan hydrochloride	AMKVXSZCKVJAGH-UHFFFAOYSA-N
DB00953	rizatriptan	ULFRLSNUDGIQQP-UHFFFAOYSA-N
DB00953	rizatriptan benzoate	ULFRLSNUDGIQQP-UHFFFAOYSA-N
DB00956	hydrocodone	LLPOLZWFYMWNKH-CMKMFDCUSA-N
DB00956	hydrocodone bitartrate	LLPOLZWFYMWNKH-CMKMFDCUSA-N
DB00957	norgestimate	KIQQMECNKUGGKA-NMYWJIRASA-N
DB00958	ammonia n-13	OLESAACUTLOWQZ-UHFFFAOYSA-L
DB00959	methylprednisolone	VHRSUDSXCMQTMA-PJHHCJLFSA-N
DB00960	pindolol	JZQKKSLKJUAGIC-UHFFFAOYSA-N
DB00961	mepivacaine	INWLQCZOYSRPNW-UHFFFAOYSA-N
DB00961	mepivacaine hydrochloride	INWLQCZOYSRPNW-UHFFFAOYSA-N
DB00962	zaleplon	HUNXMJYCHXQEGX-UHFFFAOYSA-N
DB00963	bromfenac	ZBPLOVFIXSTCRZ-UHFFFAOYSA-N
DB00963	bromfenac sodium	ZBPLOVFIXSTCRZ-UHFFFAOYSA-N
DB00964	apraclonidine	IEJXVRYNEISIKR-UHFFFAOYSA-N
DB00964	apraclonidine hydrochloride	IEJXVRYNEISIKR-UHFFFAOYSA-N
DB00966	telmisartan	RMMXLENWKUUMAY-UHFFFAOYSA-N
DB00967	desloratadine	JAUOIFJMECXRGI-UHFFFAOYSA-N
DB00968	methyldopa	CJCSPKMFHVPWAR-JTQLQIEISA-N
DB00969	alosetron	JSWZEAMFRNKZNL-UHFFFAOYSA-N
DB00969	alosetron hydrochloride	JSWZEAMFRNKZNL-UHFFFAOYSA-N
DB00970	dactinomycin	RJURFGZVJUQBHK-IIXSONLDSA-N
DB00971	selenium sulfide	JNMWHTHYDQTDQZ-UHFFFAOYSA-N
DB00972	azelastine	MBUVEWMHONZEQD-UHFFFAOYSA-N
DB00972	azelastine hydrochloride	MBUVEWMHONZEQD-UHFFFAOYSA-N
DB00973	ezetimibe	OLNTVTPDXPETLC-XPWALMASSA-N
DB00975	dipyridamole	IZEKFCXSFNUWAM-UHFFFAOYSA-N
DB00976	telithromycin	LJVAJPDWBABPEJ-PNUFFHFMSA-N
DB00977	ethinyl estradiol	BFPYWIDHMRZLRN-SLHNCBLASA-N
DB00978	lomefloxacin	ZEKZLJVOYLTDKK-UHFFFAOYSA-N
DB00978	lomefloxacin hydrochloride	ZEKZLJVOYLTDKK-UHFFFAOYSA-N
DB00979	cyclopentolate	SKYSRIRYMSLOIN-UHFFFAOYSA-N
DB00979	cyclopentolate hydrochloride	SKYSRIRYMSLOIN-UHFFFAOYSA-N
DB00980	ramelteon	YLXDSYKOBKBWJQ-LBPRGKRZSA-N
DB00981	physostigmine	PIJVFDBKTWXHHD-HIFRSBDPSA-N
DB00981	physostigmine salicylate	PIJVFDBKTWXHHD-HIFRSBDPSA-N
DB00982	alitretinoin	SHGAZHPCJJPHSC-XFYACQKRSA-N
DB00982	isotretinoin	SHGAZHPCJJPHSC-XFYACQKRSA-N
DB00982	tretinoin	SHGAZHPCJJPHSC-XFYACQKRSA-N
DB00983	arformoterol tartrate	BPZSYCZIITTYBL-UHFFFAOYSA-N
DB00983	formoterol	BPZSYCZIITTYBL-UHFFFAOYSA-N
DB00983	formoterol fumarate	BPZSYCZIITTYBL-UHFFFAOYSA-N
DB00985	dimenhydrinate	NFLLKCVHYJRNRH-UHFFFAOYSA-N
DB00985	diphenhydramine	NFLLKCVHYJRNRH-UHFFFAOYSA-N
DB00986	glycopyrrolate	ANGKOCUUWGHLCE-UHFFFAOYSA-N
DB00986	glycopyrronium tosylate	ANGKOCUUWGHLCE-UHFFFAOYSA-N
DB00987	cytarabine	UHDGCWIWMRVCDJ-CCXZUQQUSA-N
DB00988	dopamine	VYFYYTLLBUKUHU-UHFFFAOYSA-N
DB00989	rivastigmine	XSVMFMHYUFZWBK-NSHDSACASA-N
DB00989	rivastigmine tartrate	XSVMFMHYUFZWBK-NSHDSACASA-N
DB00990	exemestane	BFYIZQONLCFLEV-DAELLWKTSA-N
DB00991	oxaprozin	OFPXSFXSNFPTHF-UHFFFAOYSA-N
DB00992	methyl aminolevulinate	YUUAYBAIHCDHHD-UHFFFAOYSA-N
DB00992	methyl aminolevulinate hydrochloride	YUUAYBAIHCDHHD-UHFFFAOYSA-N
DB00993	azathioprine	LMEKQMALGUDUQG-UHFFFAOYSA-N
DB00996	gabapentin	UGJMXCAKCUNAIE-UHFFFAOYSA-N
DB00997	doxorubicin	AOJJSUZBOXZQNB-TZSSRYMLSA-N
DB00997	epirubicin	AOJJSUZBOXZQNB-TZSSRYMLSA-N
DB00998	frovatriptan	XPSQPHWEGNHMSK-SECBINFHSA-N
DB00998	frovatriptan succinate	XPSQPHWEGNHMSK-SECBINFHSA-N
DB00999	hydrochlorothiazide	JZUFKLXOESDKRF-UHFFFAOYSA-N
DB01001	albuterol	NDAUXUAQIAJITI-UHFFFAOYSA-N
DB01002	bupivacaine	LEBVLXFERQHONN-INIZCTEOSA-N
DB01002	bupivacaine hydrochloride	LEBVLXFERQHONN-INIZCTEOSA-N
DB01003	cromolyn	IMZMKUWMOSJXDT-UHFFFAOYSA-N
DB01003	cromolyn sodium	IMZMKUWMOSJXDT-UHFFFAOYSA-N
DB01004	ganciclovir	IRSCQMHQWWYFCW-UHFFFAOYSA-N
DB01004	ganciclovir sodium	IRSCQMHQWWYFCW-UHFFFAOYSA-N
DB01005	hydroxyurea	VSNHCAURESNICA-UHFFFAOYSA-N
DB01006	letrozole	HPJKCIUCZWXJDR-UHFFFAOYSA-N
DB01007	tioconazole	QXHHHPZILQDDPS-UHFFFAOYSA-N
DB01008	busulfan	COVZYZSDYWQREU-UHFFFAOYSA-N
DB01009	ketoprofen	DKYWVDODHFEZIM-UHFFFAOYSA-N
DB01010	edrophonium chloride	VWLHWLSRQJQWRG-UHFFFAOYSA-O
DB01011	metyrapone	FJLBFSROUSIWMA-UHFFFAOYSA-N
DB01012	cinacalcet	VDHAWDNDOKGFTD-MRXNPFEDSA-N
DB01012	cinacalcet hydrochloride	VDHAWDNDOKGFTD-MRXNPFEDSA-N
DB01013	clobetasol propionate	CBGUOGMQLZIXBE-XGQKBEPLSA-N
DB01014	balsalazide disodium	IPOKCKJONYRRHP-FMQUCBEESA-N
DB01015	sulfamethoxazole	JLKIGFTWXXRPMT-UHFFFAOYSA-N
DB01016	glyburide	ZNNLBTZKUZBEKO-UHFFFAOYSA-N
DB01017	minocycline	DYKFCLLONBREIL-KVUCHLLUSA-N
DB01017	minocycline hydrochloride	DYKFCLLONBREIL-KVUCHLLUSA-N
DB01018	guanfacine	INJOMKTZOLKMBF-UHFFFAOYSA-N
DB01018	guanfacine hydrochloride	INJOMKTZOLKMBF-UHFFFAOYSA-N
DB01019	bethanechol	NZUPCNDJBJXXRF-UHFFFAOYSA-O
DB01019	bethanechol chloride	NZUPCNDJBJXXRF-UHFFFAOYSA-O
DB01020	isosorbide mononitrate	YWXYYJSYQOXTPL-SLPGGIOYSA-N
DB01022	phytonadione	MBWXNTAXLNYFJB-NKFFZRIASA-N
DB01023	felodipine	RZTAMFZIAATZDJ-UHFFFAOYSA-N
DB01024	mycophenolate sodium	HPNSFSBZBAHARI-RUDMXATFSA-N
DB01024	mycophenolic acid	HPNSFSBZBAHARI-RUDMXATFSA-N
DB01026	ketoconazole	XMAYWYJOQHXEEK-UHFFFAOYSA-N
DB01029	irbesartan	YOSHYTLCDANDAN-UHFFFAOYSA-N
DB01030	topotecan	UCFGDBYHRUNTLO-QHCPKHFHSA-N
DB01030	topotecan hydrochloride	UCFGDBYHRUNTLO-QHCPKHFHSA-N
DB01032	probenecid	DBABZHXKTCFAPX-UHFFFAOYSA-N
DB01035	procainamide	REQCZEXYDRLIBE-UHFFFAOYSA-N
DB01035	procainamide hydrochloride	REQCZEXYDRLIBE-UHFFFAOYSA-N
DB01036	tolterodine	OOGJQPCLVADCPB-HXUWFJFHSA-N
DB01036	tolterodine tartrate	OOGJQPCLVADCPB-HXUWFJFHSA-N
DB01037	selegiline	MEZLKOACVSPNER-GFCCVEGCSA-N
DB01037	selegiline hydrochloride	MEZLKOACVSPNER-GFCCVEGCSA-N
DB01039	fenofibrate	YMTINGFKWWXKFG-UHFFFAOYSA-N
DB01041	thalidomide	UEJJHQNACJXSKW-UHFFFAOYSA-N
DB01042	melphalan	SGDBTWWWUNNDEQ-LBPRGKRZSA-N
DB01042	melphalan hydrochloride	SGDBTWWWUNNDEQ-LBPRGKRZSA-N
DB01043	memantine	BUGYDGFZZOZRHP-UHFFFAOYSA-N
DB01043	memantine hydrochloride	BUGYDGFZZOZRHP-UHFFFAOYSA-N
DB01044	gatifloxacin	XUBOMFCQGDBHNK-UHFFFAOYSA-N
DB01045	rifampin	JQXXHWHPUNPDRT-WLSIYKJHSA-N
DB01046	lubiprostone	WGFOBBZOWHGYQH-MXHNKVEKSA-N
DB01047	fluocinonide	WJOHZNCJWYWUJD-IUGZLZTKSA-N
DB01048	abacavir	MCGSCOLBFJQGHM-SCZZXKLOSA-N
DB01048	abacavir sulfate	MCGSCOLBFJQGHM-SCZZXKLOSA-N
DB01050	ibuprofen	HEFNNWSXXWATRW-UHFFFAOYSA-N
DB01053	penicillin g benzathine	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01053	penicillin g potassium	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01053	penicillin g procaine	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01053	penicillin g sodium	JGSARLDLIJGVTE-MBNYWOFBSA-N
DB01057	echothiophate	BJOLKYGKSZKIGU-UHFFFAOYSA-N
