drugbank_id	iuphar_id	name	inchi_key
DB04996	5507	Satraplatin	CKNPWBAXEKSCRG-UHFFFAOYSA-J
DB05003	8273	Imexon	BIXBBIPTYBJTRY-UHFFFAOYSA-N
DB05009	3290	Apadenoson	FLEVIENZILQUKB-XTWQNQIISA-N
DB05010	1085	SGS-742	ONNMDRQRSGKZCN-UHFFFAOYSA-N
DB05013	7443	Ingenol mebutate	VDJHFHXMUKFKET-UXMMOKKRSA-N
DB05015	7496	Belinostat	NCNRHFGMJRPRSK-MDZDMXLPSA-N
DB05016	7341	Ataluren	OOUGLTULBSNHNF-UHFFFAOYSA-N
DB05018	10200	Migalastat	LXBIFEVIBLOUGU-DPYQTVNSSA-N
DB05018	4642	Migalastat	LXBIFEVIBLOUGU-DPYQTVNSSA-N
DB05025	8271	Arimoclomol	SGEIEGAXKLMUIZ-CYBMUJFWSA-N
DB05038	679	Anatibant	XUHBBTKJWIBQMY-MHZLTWQESA-N
DB05039	7455	Indacaterol	QZZUEBNBZAPZLX-QFIPXVFZSA-N
DB05100	6505	Prinomastat	YKPYIPVDTNNYCN-INIZCTEOSA-N
DB05104	9279	Asimadoline	JHLHNYVMZCADTC-LOSJGSFVSA-N
DB05109	2774	Trabectedin	PKVRCIRHQMSYJX-AIFWHQITSA-N
DB05119	7376	Rilapladib	NNBGCSGCRSCFEA-UHFFFAOYSA-N
DB05134	7751	Tanespimycin	AYUNIORJHRXIBJ-TXHRRWQRSA-N
DB05171	7358	E-2012	PUOAETJYKQITMO-LANLRWRYSA-N
DB05186	7997	SQ-109	JFIBVDBTCDTBRH-REZTVBANSA-N
DB05219	9151	Crisaborole	USZAGAREISWJDP-UHFFFAOYSA-N
DB05220	7790	Alisertib	ZLHFILGSQDJULK-UHFFFAOYSA-N
DB05223	8365	Pracinostat	JHDKZFFAIZKUCU-ZRDIBKRKSA-N
DB05229	1967	Beraprost	YTCZZXIRLARSET-VJRSQJMHSA-M
DB05229	8314	Beraprost	YTCZZXIRLARSET-VJRSQJMHSA-M
DB05239	7626	Cobimetinib	BSMCAPRUBJMWDF-KRWDZBQOSA-N
DB05246	7228	Methsuximide	AJXPJJZHWIXJCJ-UHFFFAOYSA-N
DB05255	9473	Ronacaleret	FQJISUPNMFRIFZ-HXUWFJFHSA-N
DB05266	7399	Ibudilast	ZJVFLBOZORBYFE-UHFFFAOYSA-N
DB05271	941	Rotigotine	KFQYTPMOWPVWEJ-INIZCTEOSA-N
DB05289	4194	Tarenflurbil	SYTBZMRGLBWNTM-SNVBAGLBSA-N
DB05289	7340	Tarenflurbil	SYTBZMRGLBWNTM-SNVBAGLBSA-N
DB05289	9420	Tarenflurbil	SYTBZMRGLBWNTM-SNVBAGLBSA-N
DB05294	5717	Vandetanib	UHTHHESEBZOYNR-UHFFFAOYSA-N
DB05295	2783	Eldecalcitol	FZEXGDDBXLBRTD-AYIMTCTASA-N
DB05296	1058	Motexafin lutetium	ZCISRIHHEXSWIR-WRIGXHCHSA-L
DB05298	9877	Tetomilast	XDBHURGONHZNJF-UHFFFAOYSA-N
DB05316	8423	Pimavanserin	RKEWSXXUOLRFBX-UHFFFAOYSA-N
DB05351	5487	Dexlansoprazole	MJIHNNLFOKEZEW-RUZDIDTESA-N
DB05351	7208	Dexlansoprazole	MJIHNNLFOKEZEW-RUZDIDTESA-N
DB05381	1204	Histamine	NTYJJOPFIAHURM-UHFFFAOYSA-N
DB05381	1247	Histamine	NTYJJOPFIAHURM-UHFFFAOYSA-N
DB05383	5135	Pimagedine	HAMNKKUPIHEESI-UHFFFAOYSA-N
DB05395	568	Amibegron	RDJQCOBTKKAQAH-FPOVZHCZSA-N
DB05408	6508	Emricasan	SCVHJVCATBPIHN-SJCJKPOMSA-N
DB05412	7817	Talmapimod	ZMELOYOKMZBMRB-DLBZAZTESA-N
DB05416	2687	Cardarine	YDBLKRPLXZNVNB-UHFFFAOYSA-N
DB05424	5675	Canertinib	OMZCMEYTWSXEPZ-UHFFFAOYSA-N
DB05428	1058	Motexafin gadolinium	VAZLWPAHMORDGR-WRIGXHCHSA-L
DB05470	6059	VX-702	FYSRKRZDBHOFAY-UHFFFAOYSA-N
DB05476	6498	WX-UK1	FMHIVIJVVYYSRN-JCOPYZAKSA-N
DB05482	6925	7-ethyl-10-hydroxycamptothecin	FJHBVJOVLFPMQE-QFIPXVFZSA-N
DB05501	8580	AMD-070	WVLHHLRVNDMIAR-IBGZPJMESA-N
DB05511	422	Piclidenoson	HUJXGQILHAUCCV-MOROJQBDSA-N
DB05521	7871	Telaprevir	BBAWEDCPNXPBQM-GDEBMMAJSA-N
DB05524	7644	Pelitinib	WVUNYSQLFKLYNI-AATRIKPKSA-N
DB05541	9041	Brivaracetam	MSYKRHVOOPPJKU-BDAKNGLRSA-N
DB05552	5715	TG100-115	UJIAQDJKSXQLIT-UHFFFAOYSA-N
DB05553	1770	Regrelor	NXHAXEBZOXCDKD-XIXRRVGJSA-N
DB05575	5660	Motesanib	RAHBGWKEPAQNFF-UHFFFAOYSA-N
DB05607	9630	PRX-08066	RPYIKXHIQXRXEM-WLHGVMLRSA-N
DB05611	9859	Apilimod	HSKAZIJJKRAJAV-KOEQRZSOSA-N
DB05616	9844	4'-Methylene-5,8,10-trideazaaminopterin	NAWXUBYGYWOOIX-UHFFFAOYSA-N
DB05624	1189	Teverelix	NOENHWMKHNSHGX-IAOPALDYSA-N
DB05626	9827	Retaspimycin	OAKGNIRUXAZDQF-TXHRRWQRSA-N
DB05667	2568	Levoketoconazole	XMAYWYJOQHXEEK-ZEQKJWHPSA-N
DB05667	8871	Levoketoconazole	XMAYWYJOQHXEEK-ZEQKJWHPSA-N
DB05676	7372	Apremilast	IMOZEMNVLZVGJZ-QGZVFWFLSA-N
DB05695	716	NPS-2143	PZUJQWHTIRWCID-HXUWFJFHSA-N
DB05767	9675	Andrographolide	BOJKULTULYSRAS-OTESTREVSA-N
DB05772	9856	Rabeximod	PDNNUMNEXITLCZ-UHFFFAOYSA-N
DB05790	2107	SR 140333	NQHFSECYQAQZBN-SJYHNBSJSA-M
DB05796	6506	Daglutril	XMQODGUTLZXUGZ-RPBOFIJWSA-N
DB05804	4528	Prasterone sulfate	CZWCKYRVOZZJNM-USOAJAOKSA-N
DB05804	5577	Prasterone sulfate	CZWCKYRVOZZJNM-USOAJAOKSA-N
DB05812	6745	Abiraterone	GZOSMCIZMLWJML-VJLLXTKPSA-N
DB05838	2173	OPC-51803	INGXCNVWWKKWOO-LJQANCHMSA-N
DB05855	3994	Rivanicline	JUOSGGQXEBBCJB-GORDUTHDSA-N
DB05861	8098	Tasquinimod	ONDYALNGTUAJDX-UHFFFAOYSA-N
DB05913	9383	OSI-930	FGTCROZDHDSNIO-UHFFFAOYSA-N
DB05936	5615	CVT-6883	KOYXXLLNCXWUNF-UHFFFAOYSA-N
DB05939	5784	MK-0354	LTQYSJKGRPGMPO-UHFFFAOYSA-N
DB05943	9036	Resatorvid	LEEIJTHMHDMWLJ-CQSZACIVSA-N
DB05944	7645	Varlitinib	UWXSAYUXVSFDBQ-CYBMUJFWSA-N
DB05966	2478	TAS-108	VOHOCSJONOJOSD-SCIDSJFVSA-N
DB05969	5670	SNS-032	OUSFTKFNBAZUKL-UHFFFAOYSA-N
DB05983	3443	Bardoxolone methyl	WPTTVJLTNAWYAO-KPOXMGGZSA-N
DB05984	5674	RAF-265	YABJJWZLRMPFSI-UHFFFAOYSA-N
DB05990	3435	Obeticholic acid	ZXERDUOLZKYMJM-ZWECCWDJSA-N
DB06016	7671	Cariprazine	KPWSJANDNDDRMB-QAQDUYKDSA-N
DB06061	8474	AZD-8330	RWEVIPRMPFNTLO-UHFFFAOYSA-N
DB06075	7423	Linsitinib	PKCDDUHJAFVJJB-VLZXCDOPSA-N
DB06077	9099	Lumateperone	HOIIHACBCFLJET-SFTDATJTSA-N
DB06083	9686	Tapinarof	ZISJNXNHJRQYJO-CMDGGOBGSA-N
DB06090	3969	Bradanicline	OXKRFEWMSWPKKV-GHTZIAJQSA-N
DB06091	8695	Evofosfamide	UGJWRPJDTDGERK-UHFFFAOYSA-N
DB06134	9397	SNS-314	FAYAUAZLLLJJGH-UHFFFAOYSA-N
DB06137	7957	KX-01	HUNGUWOZPQBXGX-UHFFFAOYSA-N
DB06144	98	Sertindole	GZKLJWGUPQBVJQ-UHFFFAOYSA-N
DB06148	135	Mianserin	UEQUQVLFIPOEMF-UHFFFAOYSA-N
DB06153	93	Pizotifen	FIADGNVRKBPQEU-UHFFFAOYSA-N
DB06155	743	Rimonabant	JZCPYUJPEARBJL-UHFFFAOYSA-N
DB06155	745	Rimonabant	JZCPYUJPEARBJL-UHFFFAOYSA-N
DB06163	8278	Plevitrexed	IEJSCSAMMLUINT-NRFANRHFSA-N
DB06174	10212	Noscapine	AKNNEGZIBPJZJG-MSOLQXFVSA-N
DB06176	7006	Romidepsin	OHRURASPPZQGQM-GCCNXGTGSA-N
DB06182	9892	Talabostat	FKCMADOPPWWGNZ-YUMQZZPRSA-N
DB06185	8272	Forodesine	IWKXDMQDITUYRK-KUBHLMPHSA-N
DB06190	9512	Solabegron	LLDXOPKUNJTIRF-QFIPXVFZSA-N
DB06193	7544	Pixantrone	PEZPMAYDXJQYRV-UHFFFAOYSA-N
DB06194	2785	Elocalcitol	LRLWXBHFPGSUOX-GJQYOBCGSA-N
DB06195	6035	Seliciclib	BTIHMVBBUGXLCJ-OAHLLOKOSA-N
DB06197	9049	Bimosiamose	RYWCQJDEHXJHRI-XJMXIVSISA-N
DB06199	3487	Atrasentan	MOTJMGVDPWRKOC-QPVYNBJUSA-N
DB06200	2567	Tedisamil	CTIRHWCPXYGDGF-UHFFFAOYSA-N
DB06201	7470	Rufinamide	POGQSBRIGCQNEG-UHFFFAOYSA-N
DB06202	7542	Lasofoxifene	GXESHMAMLJKROZ-IAPPQJPRSA-N
DB06203	6319	Alogliptin	ZSBOMTDTBDDKMP-OAHLLOKOSA-N
DB06204	7477	Tapentadol	KWTWDQCKEHXFFR-SMDDNHRTSA-N
DB06207	493	Silodosin	PNCPYILNMDWPEY-QGZVFWFLSA-N
DB06209	7562	Prasugrel	DTGLZDAWLRGWQN-UHFFFAOYSA-N
DB06210	6961	Eltrombopag	XDXWLKQMMKQXPV-QYQHSDTDSA-N
DB06212	2226	Tolvaptan	GYHCTFXIZSNGJT-XMMPIXPASA-N
DB06213	5596	Regadenoson	LZPZPHGJDAGEJZ-AKAIJSEGSA-N
DB06216	22	Asenapine	GMDCDXMAFMEDAG-BTJKTKAUSA-N
DB06216	9630	Asenapine	GMDCDXMAFMEDAG-BTJKTKAUSA-N
DB06218	7472	Lacosamide	VPPJLAIAVCUEMN-GFCCVEGCSA-N
DB06228	6388	Rivaroxaban	KGFYHTZWPPHNLQ-AWEZNQCLSA-N
DB06229	46	Ocaperidone	ZZQNEJILGNNOEP-UHFFFAOYSA-N
DB06230	1628	Nalmefene	WJBLNOPPDWQMCH-MBPVOVBZSA-N
DB06233	7884	Ridaforolimus	BUROJSBIWGDYCN-GAUTUEMISA-N
DB06237	7448	Avanafil	WEAJZXNPAWBCOA-INIZCTEOSA-N
DB06243	5176	Eflornithine	VLCYCQAOQCDTCN-UHFFFAOYSA-N
DB06247	4165	CX516	ANDGGVOPIJEHOF-UHFFFAOYSA-N
DB06248	8463	Amelubant	SBVYURPQULDJTI-UHFFFAOYSA-N
DB06253	4822	Thioctic acid tromethamine	CCTREOMTIFSZAU-OGFXRTJISA-N
DB06253	7328	Thioctic acid tromethamine	CCTREOMTIFSZAU-OGFXRTJISA-N
DB06262	7391	Droxidopa	QXWYKJLNLSIPIN-JGVFFNPUSA-N
DB06268	3950	Sitaxentan	PHWXUGHIIBDVKD-UHFFFAOYSA-N
DB06272	2784	Maxacalcitol	DTXXSJZBSTYZKE-ZDQKKZTESA-N
DB06274	7471	Alvimopan	UPNUIXSCZBYVBB-JVFUWBCBSA-N
DB06276	6468	Tanomastat	JXAGDPXECXQWBC-LJQANCHMSA-N
DB06280	2331	Senicapoc	SCTZUZTYRMOMKT-UHFFFAOYSA-N
DB06282	1214	Levocetirizine	ZKLPARSLTMPFCP-OAQYLSRUSA-N
DB06282	1215	Levocetirizine	ZKLPARSLTMPFCP-OAQYLSRUSA-N
DB06282	1222	Levocetirizine	ZKLPARSLTMPFCP-OAQYLSRUSA-N
DB06287	5892	Temsirolimus	CBPNZQVSJQDFBE-FUXHJELOSA-N
DB06288	963	Amisulpride	NTJOBXMMWNYJFB-UHFFFAOYSA-N
DB06290	7367	Simeprevir	JTZZSQYMACOLNN-VDWJNHBNSA-N
DB06292	4594	Dapagliflozin	JVHXJTBJCFBINQ-ADAARDCZSA-N
DB06309	7942	Refametinib	RDSACQWTXKSHJT-NSHDSACASA-N
DB06311	6696	Darapladib	WDPFJWLDPVQCAJ-UHFFFAOYSA-N
DB06314	5709	SGX-523	BCZUAADEACICHN-UHFFFAOYSA-N
DB06333	9733	Trodusquemine	WUJVPODXELZABP-FWJXURDUSA-N
DB06335	6316	Saxagliptin	QGJUIPDUBHWZPV-SGTAVMJGSA-N
DB06347	9927	Cenisertib	KSOVGRCOLZZTPF-QMKUDKLTSA-N
DB06354	4245	Tezampanel	ZXFRFPSZAKNPQQ-YTWAJWBKSA-N
DB06367	7862	Relacatib	BWYBBMQLUKXECQ-GIVPXCGWSA-N
DB06370	7046	Indisulam	SETFNECMODOHTO-UHFFFAOYSA-N
DB06401	7355	Bazedoxifene	UCJGJABZCDBEDK-UHFFFAOYSA-N
DB06403	3951	Ambrisentan	OUJTZYPIHDYQMC-LJQANCHMSA-N
DB06410	2790	Doxercalciferol	HKXBNHCUPKIYDM-CGMHZMFXSA-N
DB06413	7555	Armodafinil	YFGHCGITMMYXAQ-LJQANCHMSA-N
DB06429	2132	Talnetant	BIAVGWDGIJKWRM-UHFFFAOYSA-N
DB06436	5056	Semaxanib	WUWDLXZGHZSWQZ-WQLSENKSSA-N
DB06441	1776	Cangrelor	PAEBIVWUMLRPSK-IDTAVKCVSA-N
DB06444	731	Dexanabinol	SSQJFGMEZBFMNV-PMACEKPBSA-N
DB06448	8024	Lonafarnib	DHMTURDWPRKSOA-RUZDIDTESA-N
DB06455	1582	Meclinertant	DYLJVOXRWLXDIG-UHFFFAOYSA-N
DB06455	1583	Meclinertant	DYLJVOXRWLXDIG-UHFFFAOYSA-N
DB06469	5672	Lestaurtinib	UIARLYUEJFELEN-DMVVYWCZSA-N
DB06477	3949	Sumanirole	RKZSNTNMEFVBDT-MRVPVSSYSA-N
DB06480	243	Prucalopride	ZPMNHBXQOOVQJL-UHFFFAOYSA-N
DB06486	5693	Enzastaurin	AXRCEOKUDYDWLF-UHFFFAOYSA-N
DB06494	1185	Sufugolix	UCQSBGOFELXYIN-UHFFFAOYSA-N
DB06497	805	Aplaviroc	GWNOTCOIYUNTQP-FQLXRVMXSA-N
DB06506	95	Repinotan	YGYBFMRFXNDIPO-QGZVFWFLSA-N
DB06512	5490	Deramciclane	QOBGWWQAMAPULA-RLLQIKCJSA-N
DB06515	2491	Resiniferatoxin	DSDNAKHZNJAGHN-MXTYGGKSSA-N
DB06515	4091	Resiniferatoxin	DSDNAKHZNJAGHN-MXTYGGKSSA-N
DB06519	8907	Edaglitazone	HAAXAFNSRADSMK-UHFFFAOYSA-N
DB06523	6842	Levovirin	IWUCXVSUMQZMFG-RGDLXGNYSA-N
DB06529	4277	Ocinaplon	OQJFBUOFGHPMSR-UHFFFAOYSA-N
DB06530	5051	Resiquimod	BXNMTOQRYBFHNZ-UHFFFAOYSA-N
DB06533	2664	Ragaglitazar	WMUIIGVAWPWQAW-XMMPIXPASA-N
DB06538	72	Robalzotan	MQTUXRKNJYPMCG-CYBMUJFWSA-N
DB06538	82	Robalzotan	MQTUXRKNJYPMCG-CYBMUJFWSA-N
DB06548	3164	Minodronic acid	VMMKGHQPQIEGSQ-UHFFFAOYSA-N
DB06549	672	Labradimil	IDXCXSCCZNCXCL-XMADEQCMSA-N
DB06554	4322	Gaboxadol	ZXRVKCBLGJOCEE-UHFFFAOYSA-N
DB06587	3511	Mitemcinal	BELMMAAWNYFCGF-PZXAHSFZSA-N
DB06589	5698	Pazopanib	CUIHSIWYWATEQL-UHFFFAOYSA-N
DB06594	198	Agomelatine	YJYPHIXNFHFHND-UHFFFAOYSA-N
DB06595	5702	Midostaurin	BMGQWWVMWDBQGC-IIFHNQTCSA-N
DB06603	7489	Panobinostat	FPOHNWQLNRZRFC-ZHACJKMWSA-N
DB06605	6390	Apixaban	QNZCBYKSOIHPEH-UHFFFAOYSA-N
DB06608	9722	Tafenoquine	LBHLFPGPEGDCJG-UHFFFAOYSA-N
DB06616	5710	Bosutinib	UBPYILGKFZZVDX-UHFFFAOYSA-N
DB06623	2598	Flupirtine	JUUFBMODXQKSTD-UHFFFAOYSA-N
DB06624	9231	Taranabant	QLYKJCMUNUWAGO-GAJHUEQPSA-N
DB06625	5612	Vipadenant	HQSBCDPYXDGTCL-UHFFFAOYSA-N
DB06626	5659	Axitinib	RITAVMQDGBJQJZ-FMIVXFBMSA-N
DB06629	3539	Zibotentan	FJHHZXWJVIEFGJ-UHFFFAOYSA-N
DB06630	8400	Anacetrapib	MZZLGJHLQGUVPN-HAWMADMCSA-N
DB06634	5758	Casopitant	XGGTZCKQRWXCHW-WMTVXVAQSA-N
DB06637	2416	Dalfampridine	NUKYPUAOHBNCPY-UHFFFAOYSA-N
DB06641	7424	Perifosine	SZFPYBIJACMNJV-UHFFFAOYSA-N
DB06652	807	Vicriviroc	CNPVJJQCETWNEU-CYFREDJKSA-N
DB06654	8291	Safinamide	NEMGRZFTLSKBAP-LBPRGKRZSA-N
DB06660	2111	Saredutant	PGKXDIMONUAMFR-AREMUKBSSA-N
DB06660	3481	Saredutant	PGKXDIMONUAMFR-AREMUKBSSA-N
DB06663	2018	Pasireotide	VMZMNAABQBOLAK-DBILLSOUSA-N
DB06666	2238	Lixivaptan	PPHTXRNHTVLQED-UHFFFAOYSA-N
DB06670	6478	Odanacatib	FWIVDMJALNEADT-SFTDATJTSA-N
DB06673	2886	Almorexant	DKMACHNQISHMDN-RPLLCQBOSA-N
DB06673	9465	Almorexant	DKMACHNQISHMDN-RPLLCQBOSA-N
DB06678	7241	Esmirtazapine	RONZAEMNMFQXRA-MRXNPFEDSA-N
DB06680	2883	Asoprisnil	GJMNAFGEUJBOCE-MEQIQULJSA-N
DB06682	9551	Naproxcinod	AKFJWRDCWYYTIG-ZDUSSCGKSA-N
DB06684	7427	Vilazodone	SGEGOXDYSFKCPT-UHFFFAOYSA-N
DB06685	7639	Laquinimod	GKWPCEFFIHSJOE-UHFFFAOYSA-N
DB06689	1054	Ethanolamine oleate	KGWDUNBJIMUFAP-KVVVOXFISA-N
DB06691	1220	Mepyramine	YECBIJXISLIIDS-UHFFFAOYSA-N
DB06691	1227	Mepyramine	YECBIJXISLIIDS-UHFFFAOYSA-N
DB06691	3957	Mepyramine	YECBIJXISLIIDS-UHFFFAOYSA-N
DB06693	3031	Mevastatin	AJLFOPYRIVGYMJ-INTXDZFKSA-N
DB06694	517	Xylometazoline	HUCJFAOMUPXHDK-UHFFFAOYSA-N
DB06695	6379	Dabigatran etexilate	KSGXQBZTULBEEQ-UHFFFAOYSA-N
DB06696	7345	Arbekacin	MKKYBZZTJQGVCD-XTCKQBCOSA-N
DB06697	9955	Artemether	SXYIRMFQILZOAM-HVNFFKDJSA-N
DB06699	5585	Degarelix	MEUCPCLKGZSHTA-XYAYPHGZSA-N
DB06700	7158	Desvenlafaxine	KYYIDSXMWOZKMP-UHFFFAOYSA-N
DB06701	7236	Dexmethylphenidate	DUGOZIWVEXMGBE-CHWSQXEVSA-N
DB06701	7554	Dexmethylphenidate	DUGOZIWVEXMGBE-CHWSQXEVSA-N
DB06702	7473	Fesoterodine	DCCSDBARQIPTGU-HSZRJFAPSA-N
DB06707	508	Levonordefrin	GEFQWZLICWMTKF-CDUCUWFYSA-N
DB06708	9969	Lumefantrine	DYLGFOYVTXJFJP-MYYYXRDXSA-N
DB06709	7438	Methacholine	NZWOPGCLSHLLPA-UHFFFAOYSA-N
DB06710	6945	Methyltestosterone	GCKMFJBGXUYNAG-HLXURNFRSA-N
DB06711	5509	Naphazoline	CNIIGCLFLJGOGP-UHFFFAOYSA-N
DB06712	10160	Nilvadipine	FAIIFDPAEUKBEP-UHFFFAOYSA-N
DB06716	7475	Fospropofol	QVNNONOFASOXQV-UHFFFAOYSA-N
DB06717	7623	Fosaprepitant	BARDROPHSZEBKC-OITMNORJSA-N
DB06718	10369	Stanozolol	LKAJKIOFIWVMDJ-IYRCEVNGSA-N
DB06726	9834	Bufuralol	SSEBTPPFLLCUMN-UHFFFAOYSA-N
DB06731	208	Seproxetine	WIQRCHMSJFFONW-HNNXBMFYSA-N
DB06735	4159	Enclomiphene	GKIRPKYJQBWNGO-OCEACIFDSA-N
DB06735	7619	Enclomiphene	GKIRPKYJQBWNGO-OCEACIFDSA-N
DB06742	10692	Ambroxol	JBDGDEWWOUBZPM-XYPYZODXSA-N
DB06743	1861	Ginkgolide A	FPUXKXIZEIDQKW-VKMVSBOZSA-N
DB06744	1862	ginkgolide-B	SQOJOAFXDQDRGF-MMQTXUMRSA-N
DB06745	1848	ginkgolide-C	AMOGMTLMADGEOQ-DTDWCABLSA-N
DB06745	1863	ginkgolide-C	AMOGMTLMADGEOQ-DTDWCABLSA-N
DB06746	1864	ginkgolide-J	LMEHVEUFNRJAAV-UKWFQYJJSA-N
DB06756	4550	Glycine betaine	KWIUHFFTVRNATP-UHFFFAOYSA-N
DB06762	2412	Pinacidil	IVVNZDGDKPTYHK-UHFFFAOYSA-N
DB06763	598	Saralasin	PFGWGEPQIUAZME-NXSMLHPHSA-N
DB06766	7587	Alcaftadine	MWTBKTRZPHJQLH-UHFFFAOYSA-N
DB06768	2932	Ammonium lactate	RZOBLYBZQXQGFY-UHFFFAOYSA-N
DB06768	2934	Ammonium lactate	RZOBLYBZQXQGFY-UHFFFAOYSA-N
DB06769	7478	Bendamustine	YTKUWDBFDASYHO-UHFFFAOYSA-N
DB06772	6798	Cabazitaxel	BMQGVNUXMIRLCK-OAGWZNDDSA-N
DB06774	2486	Capsaicin	YKPUWZUDDOIDPM-SOFGYWHQSA-N
DB06775	7458	Carglumic acid	LCQLHJZYVOQKHU-VKHMYHEASA-N
DB06777	608	Chenodeoxycholic acid	RUDATBOHQWOJDD-BSWAIDMHSA-N
DB06777	7104	Chenodeoxycholic acid	RUDATBOHQWOJDD-BSWAIDMHSA-N
DB06781	7474	Difluprednate	WYQPLTPSGFELIB-JTQPXKBDSA-N
DB06784	2478	Gallium citrate Ga 67	YEEGWNXDUZONAA-RYDPDVNUSA-K
DB06785	3877	Ganirelix	GJNXBNATEDXMAK-PFLSVRRQSA-N
DB06787	323	Hexocyclium	ZRYHPQCHHOKSMD-UHFFFAOYSA-N
DB06788	1058	Histrelin	BKEMVGVBBDMHKL-VYFXDUNUSA-N
DB06788	3884	Histrelin	BKEMVGVBBDMHKL-VYFXDUNUSA-N
DB06791	2031	Lanreotide	PUDHBTGHUJUUFI-UHFFFAOYSA-N
DB06793	7593	Levopropoxyphene	XLMALTXPSGQGBX-PGRDOPGGSA-N
DB06794	9743	Lodoxamide	RVGLGHVJXCETIO-UHFFFAOYSA-N
DB06800	7563	Methylnaltrexone	JVLBPIPGETUEET-WIXLDOGYSA-O
DB06802	7564	Nepafenac	QEFAQIPZVLVERP-UHFFFAOYSA-N
DB06803	8494	Niclosamide	RJMUSRYZPJIFPJ-UHFFFAOYSA-N
DB06809	844	Plerixafor	YIQPUIGJQJDJOS-UHFFFAOYSA-N
DB06810	8394	Plicamycin	CFCUWKMKBJTWLW-BKHRDMLASA-N
DB06813	6840	Pralatrexate	OGSBUKJUDHAQEA-WMCAAGNKSA-N
DB06815	2597	Pyrithione	FGVVTMRZYROCTH-UHFFFAOYSA-N
DB06819	8480	Phenylbutyric acid	OBKXEAXTFZPCHS-UHFFFAOYSA-N
DB06825	1177	Triptorelin	VXKHXGOKWPXYNA-PGBVPBMZSA-N
DB06832	6700	2-(3-FLUORO-4-HYDROXYPHENYL)-7-VINYL-1,3-BENZOXAZOL-5-OL	MQIMZDXIAHJKQP-UHFFFAOYSA-N
DB06833	2833	1-CYCLOHEXYL-N-{[1-(4-METHYLPHENYL)-1H-INDOL-3-YL]METHYL}METHANAMINE	MMIJMYOYKAKQPN-UHFFFAOYSA-N
DB06836	6062	N-(5-{4-Chloro-3-[(2-hydroxyethyl)sulfamoyl]phenyl}-4-methyl-1,3-thiazol-2-yl)acetamide	JFVNFXCESCXMBC-UHFFFAOYSA-N
DB06842	5258	(4R)-4-(3-butoxy-4-methoxybenzyl)imidazolidin-2-one	PDMUULPVBYQBBK-GFCCVEGCSA-N
DB06920	7408	Eribaxaban	QQBKAVAGLMGMHI-WIYYLYMNSA-N
DB06926	5426	(9Z,11E,13S)-13-hydroxyoctadeca-9,11-dienoic acid	HNICUWMFWZBIFP-IRQZEAMPSA-N
DB06973	7865	4,4'-PROPANE-2,2-DIYLDIPHENOL	IISBACLAFKSPIT-UHFFFAOYSA-N
DB06985	8792	2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid	MEAQCLPMSVEOQF-UHFFFAOYSA-N
DB06987	548	(R)-Atenolol	METKIMKYRPQLGS-GFCCVEGCSA-N
DB06999	5703	N-{3-[(5-chloro-1H-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]-2,4-difluorophenyl}propane-1-sulfonamide	YZDJQTHVDDOVHR-UHFFFAOYSA-N
DB07031	2653	3-Fluoro-4-{[(2R)-2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-2-naphthalenyl)acetyl]amino}benzoic acid	AANFHDFOMFRLLR-LJQANCHMSA-N
DB07050	6920	5-[(phenylsulfonyl)amino]-1,3,4-thiadiazole-2-sulfonamide	PWDGTQXZLNDOKS-UHFFFAOYSA-N
DB07063	7411	{3-[(4,5,7-TRIFLUORO-1,3-BENZOTHIAZOL-2-YL)METHYL]-1H-INDOL-1-YL}ACETIC ACID	KYHVTMFADJNSGS-UHFFFAOYSA-N
DB07080	2755	N-(2,2,2-TRIFLUOROETHYL)-N-{4-[2,2,2-TRIFLUORO-1-HYDROXY-1-(TRIFLUOROMETHYL)ETHYL]PHENYL}BENZENESULFONAMIDE	SGIWFELWJPNFDH-UHFFFAOYSA-N
DB07101	7935	PD-0325901	SUDAHWBOROXANE-SECBINFHSA-N
DB07109	7980	(2E)-3-(3-hydroxy-4-methoxyphenyl)prop-2-enoic acid	QURCVMIEKCOAJU-HWKANZROSA-N
DB07129	2629	(2R)-1-(2,6-dimethylphenoxy)propan-2-amine	VLPIATFUUWWMKC-SNVBAGLBSA-N
DB07138	5719	Neflamapimod	VEPKQEUBKLEPRA-UHFFFAOYSA-N
DB07145	8680	(2R)-N-HYDROXY-2-[(3S)-3-METHYL-3-{4-[(2-METHYLQUINOLIN-4-YL)METHOXY]PHENYL}-2-OXOPYRROLIDIN-1-YL]PROPANAMIDE	YDMIPBHQKFOFQW-NSYGIPOTSA-N
DB07149	8114	(7S)-2-(2-aminopyrimidin-4-yl)-7-(2-fluoroethyl)-1,5,6,7-tetrahydro-4H-pyrrolo[3,2-c]pyridin-4-one	LCBAQTCTQXHTJG-ZETCQYMHSA-N
DB07159	5706	Tamatinib	NHHQJBCNYHBUSI-UHFFFAOYSA-N
DB07221	3189	(2,2-DIPHOSPHONOETHYL)(DODECYL)DIMETHYLPHOSPHONIUM	QCMHKGWUOSRYCF-UHFFFAOYSA-O
DB07232	7417	Veliparib	JNAHVYVRKWKWKQ-CYBMUJFWSA-N
