drugbank_id	actor_id	name	inchi_key
DB04631	119509-24-9	Atpenin A5	OVULNOOPECCZRG-CIUDSAMLSA-N
DB04631	146726-73-0	Atpenin A5	OVULNOOPECCZRG-CIUDSAMLSA-N
DB04634	1142-20-7	N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE	TYRGLVWXHJRKMT-QMMMGPOBSA-N
DB04634	26607-51-2	N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE	TYRGLVWXHJRKMT-QMMMGPOBSA-N
DB04634	4132-86-9	N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE	TYRGLVWXHJRKMT-QMMMGPOBSA-N
DB04634	91280-19-2	N-BENZYLOXYCARBONYL-L-SERINE-BETALACTONE	TYRGLVWXHJRKMT-QMMMGPOBSA-N
DB04637	4286-55-9	6-Bromo-1-hexanol	FCMCSZXRVWDVAW-UHFFFAOYSA-N
DB04638	88-58-4	2,5-DI-(TERT-BUTYL)-1,4,BENZOHYDROQUINONE	JZODKRWQWUWGCD-UHFFFAOYSA-N
DB04639	155760-02-4	Biphenylalanine	JCZLABDVDPYLRZ-AWEZNQCLSA-N
DB04639	63024-23-7	Biphenylalanine	JCZLABDVDPYLRZ-AWEZNQCLSA-N
DB04640	1655-45-4	Naphthalene-2,6-disulfonic acid	FITZJYAVATZPMJ-UHFFFAOYSA-N
DB04640	51770-80-0	Naphthalene-2,6-disulfonic acid	FITZJYAVATZPMJ-UHFFFAOYSA-N
DB04640	55077-35-5	Naphthalene-2,6-disulfonic acid	FITZJYAVATZPMJ-UHFFFAOYSA-N
DB04640	581-75-9	Naphthalene-2,6-disulfonic acid	FITZJYAVATZPMJ-UHFFFAOYSA-N
DB04640	6962-48-7	Naphthalene-2,6-disulfonic acid	FITZJYAVATZPMJ-UHFFFAOYSA-N
DB04640	73231-78-4	Naphthalene-2,6-disulfonic acid	FITZJYAVATZPMJ-UHFFFAOYSA-N
DB04640	73231-79-5	Naphthalene-2,6-disulfonic acid	FITZJYAVATZPMJ-UHFFFAOYSA-N
DB04640	93804-30-9	Naphthalene-2,6-disulfonic acid	FITZJYAVATZPMJ-UHFFFAOYSA-N
DB04646	29096-93-3	Dibromothymoquinone	GHHZELQYJPWSMG-UHFFFAOYSA-N
DB04650	15720-24-8	5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID	YBJHBAHKTGYVGT-OOZYFLPDSA-N
DB04650	56846-45-8	5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID	YBJHBAHKTGYVGT-OOZYFLPDSA-N
DB04650	58-85-5	5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID	YBJHBAHKTGYVGT-OOZYFLPDSA-N
DB04652	50-22-6	Corticosterone	OMFXVFTZEKFJBZ-HJTSIMOOSA-N
DB04652	600-67-9	Corticosterone	OMFXVFTZEKFJBZ-HJTSIMOOSA-N
DB04653	133410-84-1	N-[(benzyloxy)carbonyl]-L-leucyl-N-[(1S)-3-fluoro-1-(4-hydroxybenzyl)-2-oxopropyl]-L-leucinamide	JCRSHQCFRMCMOC-GSDHBNRESA-N
DB04655	7761-45-7	Metoprine	VQJHOPSWBGJHQS-UHFFFAOYSA-N
DB04657	37244-87-4	Carboxin	GYSSRZJIHXQEHQ-UHFFFAOYSA-N
DB04657	5234-68-4	Carboxin	GYSSRZJIHXQEHQ-UHFFFAOYSA-N
DB04657	58411-06-6	Carboxin	GYSSRZJIHXQEHQ-UHFFFAOYSA-N
DB04657	58660-12-1	Carboxin	GYSSRZJIHXQEHQ-UHFFFAOYSA-N
DB04657	65280-32-2	Carboxin	GYSSRZJIHXQEHQ-UHFFFAOYSA-N
DB04657	75848-21-4	Carboxin	GYSSRZJIHXQEHQ-UHFFFAOYSA-N
DB04657	80123-68-8	Carboxin	GYSSRZJIHXQEHQ-UHFFFAOYSA-N
DB04657	82245-65-6	Carboxin	GYSSRZJIHXQEHQ-UHFFFAOYSA-N
DB04658	127414-85-1	(1S,2R,3S,4R,5S)-8-AZABICYCLO[3.2.1]OCTANE-1,2,3,4-TETROL	FXFBVZOJVHCEDO-IBISWUOJSA-N
DB04658	178231-95-3	(1S,2R,3S,4R,5S)-8-AZABICYCLO[3.2.1]OCTANE-1,2,3,4-TETROL	FXFBVZOJVHCEDO-IBISWUOJSA-N
DB04658	184046-85-3	(1S,2R,3S,4R,5S)-8-AZABICYCLO[3.2.1]OCTANE-1,2,3,4-TETROL	FXFBVZOJVHCEDO-IBISWUOJSA-N
DB04660	28319-77-9	Choline alfoscerate	SUHOQUVVVLNYQR-MRVPVSSYSA-N
DB04660	563-24-6	Choline alfoscerate	SUHOQUVVVLNYQR-MRVPVSSYSA-N
DB04660	64681-08-9	Choline alfoscerate	SUHOQUVVVLNYQR-MRVPVSSYSA-N
DB04662	500735-47-7	OLOMOUCINE II	NDUVSANREQEDRE-CQSZACIVSA-N
DB04665	91-64-5	Coumarin	ZYGHJZDHTFUPRJ-UHFFFAOYSA-N
DB04672	6453-60-7	Cyclic 3',5'-thymidine monophosphate	XLPGURCDSRIXFL-JGVFFNPUSA-N
DB04674	1321-04-6	2-HYDROXY-3,5-DIIODOBENZOIC ACID	DHZVWQPHNWDCFS-UHFFFAOYSA-N
DB04674	133-91-5	2-HYDROXY-3,5-DIIODOBENZOIC ACID	DHZVWQPHNWDCFS-UHFFFAOYSA-N
DB04674	14040-02-9	2-HYDROXY-3,5-DIIODOBENZOIC ACID	DHZVWQPHNWDCFS-UHFFFAOYSA-N
DB04674	14040-04-1	2-HYDROXY-3,5-DIIODOBENZOIC ACID	DHZVWQPHNWDCFS-UHFFFAOYSA-N
DB04674	14649-11-7	2-HYDROXY-3,5-DIIODOBENZOIC ACID	DHZVWQPHNWDCFS-UHFFFAOYSA-N
DB04674	14649-13-9	2-HYDROXY-3,5-DIIODOBENZOIC ACID	DHZVWQPHNWDCFS-UHFFFAOYSA-N
DB04674	14695-67-1	2-HYDROXY-3,5-DIIODOBENZOIC ACID	DHZVWQPHNWDCFS-UHFFFAOYSA-N
DB04674	15695-20-2	2-HYDROXY-3,5-DIIODOBENZOIC ACID	DHZVWQPHNWDCFS-UHFFFAOYSA-N
DB04674	15746-52-8	2-HYDROXY-3,5-DIIODOBENZOIC ACID	DHZVWQPHNWDCFS-UHFFFAOYSA-N
DB04674	17274-17-8	2-HYDROXY-3,5-DIIODOBENZOIC ACID	DHZVWQPHNWDCFS-UHFFFAOYSA-N
DB04674	653-14-5	2-HYDROXY-3,5-DIIODOBENZOIC ACID	DHZVWQPHNWDCFS-UHFFFAOYSA-N
DB04674	67844-25-1	2-HYDROXY-3,5-DIIODOBENZOIC ACID	DHZVWQPHNWDCFS-UHFFFAOYSA-N
DB04676	1101-84-4	Dansyllysine	VQPRNSWQIAHPMS-HNNXBMFYSA-N
DB04676	94441-95-9	Dansyllysine	VQPRNSWQIAHPMS-HNNXBMFYSA-N
DB04681	143732-03-0	BETA-METHYLLACTOSIDE	FHNIYFZSHCGBPP-ABBMIVAOSA-N
DB04681	33336-09-3	BETA-METHYLLACTOSIDE	FHNIYFZSHCGBPP-ABBMIVAOSA-N
DB04681	7216-69-5	BETA-METHYLLACTOSIDE	FHNIYFZSHCGBPP-ABBMIVAOSA-N
DB04681	7216-73-1	BETA-METHYLLACTOSIDE	FHNIYFZSHCGBPP-ABBMIVAOSA-N
DB04681	744-05-8	BETA-METHYLLACTOSIDE	FHNIYFZSHCGBPP-ABBMIVAOSA-N
DB04681	80446-84-0	BETA-METHYLLACTOSIDE	FHNIYFZSHCGBPP-ABBMIVAOSA-N
DB04681	84815-20-3	BETA-METHYLLACTOSIDE	FHNIYFZSHCGBPP-ABBMIVAOSA-N
DB04684	143-23-7	BIS(HEXAMETHYLENE)TRIAMINE	MRNZSTMRDWRNNR-UHFFFAOYSA-N
DB04684	67875-37-0	BIS(HEXAMETHYLENE)TRIAMINE	MRNZSTMRDWRNNR-UHFFFAOYSA-N
DB04684	67924-07-6	BIS(HEXAMETHYLENE)TRIAMINE	MRNZSTMRDWRNNR-UHFFFAOYSA-N
DB04684	67953-56-4	BIS(HEXAMETHYLENE)TRIAMINE	MRNZSTMRDWRNNR-UHFFFAOYSA-N
DB04684	68239-30-5	BIS(HEXAMETHYLENE)TRIAMINE	MRNZSTMRDWRNNR-UHFFFAOYSA-N
DB04684	68784-97-4	BIS(HEXAMETHYLENE)TRIAMINE	MRNZSTMRDWRNNR-UHFFFAOYSA-N
DB04684	68784-98-5	BIS(HEXAMETHYLENE)TRIAMINE	MRNZSTMRDWRNNR-UHFFFAOYSA-N
DB04684	70495-41-9	BIS(HEXAMETHYLENE)TRIAMINE	MRNZSTMRDWRNNR-UHFFFAOYSA-N
DB04687	1112-38-5	DIMETHYL THIOPHOSPHATE	WWJJVKAEQGGYHJ-UHFFFAOYSA-N
DB04687	23754-87-2	DIMETHYL THIOPHOSPHATE	WWJJVKAEQGGYHJ-UHFFFAOYSA-N
DB04687	28523-79-7	DIMETHYL THIOPHOSPHATE	WWJJVKAEQGGYHJ-UHFFFAOYSA-N
DB04687	59401-04-6	DIMETHYL THIOPHOSPHATE	WWJJVKAEQGGYHJ-UHFFFAOYSA-N
DB04688	38969-40-3	Methylecgonine	QIQNNBXHAYSQRY-UYXSQOIJSA-N
DB04688	65913-90-8	Methylecgonine	QIQNNBXHAYSQRY-UYXSQOIJSA-N
DB04688	7143-09-1	Methylecgonine	QIQNNBXHAYSQRY-UYXSQOIJSA-N
DB04688	74562-04-2	Methylecgonine	QIQNNBXHAYSQRY-UYXSQOIJSA-N
DB04690	110351-92-3	Camptothecin	VSJKWCGYPAHWDS-FQEVSTJZSA-N
DB04690	31456-25-4	Camptothecin	VSJKWCGYPAHWDS-FQEVSTJZSA-N
DB04690	7689-03-4	Camptothecin	VSJKWCGYPAHWDS-FQEVSTJZSA-N
DB04693	5696-58-2	(13S)-13-METHYLDODECAHYDRO-1H-CYCLOPENTA[A]PHENANTHRENE-3,17(2H,4H)-DIONE	CRDKSBHJIGNEOH-IMRIKWHGSA-N
DB04699	187997-16-6	gamma-butyrolactone	YEJRWHAVMIAJKC-UHFFFAOYSA-N
DB04699	96-48-0	gamma-butyrolactone	YEJRWHAVMIAJKC-UHFFFAOYSA-N
DB04701	2922-56-7	S-METHYL-GLUTATHIONE	QTQDDTSVRVWHMO-BQBZGAKWSA-N
DB04703	106904-63-6	Hesperidin	QUQPHWDTPGMPEX-QJBIFVCTSA-N
DB04703	520-26-3	Hesperidin	QUQPHWDTPGMPEX-QJBIFVCTSA-N
DB04704	17364-43-1	20-hydroxycholesterol	MCKLJFJEQRYRQT-MGNSQDQZSA-N
DB04704	516-72-3	20-hydroxycholesterol	MCKLJFJEQRYRQT-MGNSQDQZSA-N
DB04704	52793-04-1	20-hydroxycholesterol	MCKLJFJEQRYRQT-MGNSQDQZSA-N
DB04705	2140-46-7	(3BETA)-CHOLEST-5-ENE-3,25-DIOL	INBGSXNNRGWLJU-ZHHJOTBYSA-N
DB04706	566-26-7	(3BETA,7BETA)-CHOLEST-5-ENE-3,7-DIOL	OYXZMSRRJOYLLO-KGZHIOMZSA-N
DB04706	566-27-8	(3BETA,7BETA)-CHOLEST-5-ENE-3,7-DIOL	OYXZMSRRJOYLLO-KGZHIOMZSA-N
DB04707	105628-72-6	Hydroxyfasudil	ZAVGJDAFCZAWSZ-UHFFFAOYSA-N
DB04711	24360-85-8	Iodipamide	FFINMCNLQNTKLU-UHFFFAOYSA-N
DB04711	2618-26-0	Iodipamide	FFINMCNLQNTKLU-UHFFFAOYSA-N
DB04711	28761-91-3	Iodipamide	FFINMCNLQNTKLU-UHFFFAOYSA-N
DB04711	3521-84-4	Iodipamide	FFINMCNLQNTKLU-UHFFFAOYSA-N
DB04711	606-17-7	Iodipamide	FFINMCNLQNTKLU-UHFFFAOYSA-N
DB04713	14173-41-2	4-Iodo-D-phenylalanine	PZNQZSRPDOEBMS-MRVPVSSYSA-N
DB04713	1991-81-7	4-Iodo-D-phenylalanine	PZNQZSRPDOEBMS-MRVPVSSYSA-N
DB04713	24250-85-9	4-Iodo-D-phenylalanine	PZNQZSRPDOEBMS-MRVPVSSYSA-N
DB04713	62561-75-5	4-Iodo-D-phenylalanine	PZNQZSRPDOEBMS-MRVPVSSYSA-N
DB04714	358-71-4	ISOPENTENYL PYROPHOSPHATE	NUHSROFQTUXZQQ-UHFFFAOYSA-N
DB04719	749234-11-5	DIMETHYL-(4,5,6,7-TETRABROMO-1H-BENZOIMIDAZOL-2-YL)-AMINE	SLPJGDQJLTYWCI-UHFFFAOYSA-N
DB04725	156897-06-2	Licofelone	UAWXGRJVZSAUSZ-UHFFFAOYSA-N
DB04728	11111-23-2	Lividomycin A	DBLVDAUGBTYDFR-SWMBIRFSSA-N
DB04728	36441-41-5	Lividomycin A	DBLVDAUGBTYDFR-SWMBIRFSSA-N
DB04728	54911-32-9	Lividomycin A	DBLVDAUGBTYDFR-SWMBIRFSSA-N
DB04729	11097-82-8	Gentamicin C1a	VEGXETMJINRLTH-BOZYPMBZSA-N
DB04729	26098-04-4	Gentamicin C1a	VEGXETMJINRLTH-BOZYPMBZSA-N
DB04734	103785-33-7	Citraconic acid	HNEGQIOMVPPMNR-IHWYPQMZSA-N
DB04734	35780-44-0	Citraconic acid	HNEGQIOMVPPMNR-IHWYPQMZSA-N
DB04734	498-23-7	Citraconic acid	HNEGQIOMVPPMNR-IHWYPQMZSA-N
DB04734	498-24-8	Citraconic acid	HNEGQIOMVPPMNR-IHWYPQMZSA-N
DB04734	51490-33-6	Citraconic acid	HNEGQIOMVPPMNR-IHWYPQMZSA-N
DB04734	59235-73-3	Citraconic acid	HNEGQIOMVPPMNR-IHWYPQMZSA-N
DB04734	6147-99-5	Citraconic acid	HNEGQIOMVPPMNR-IHWYPQMZSA-N
DB04734	7407-59-2	Citraconic acid	HNEGQIOMVPPMNR-IHWYPQMZSA-N
DB04734	94221-65-5	Citraconic acid	HNEGQIOMVPPMNR-IHWYPQMZSA-N
DB04736	118013-66-4	2-ACETAMIDO-2-DEOXY-BETA-D-GLUCOPYRANOSE(BETA1-4)-2-ACETAMIDO-1,6-ANHYDRO-3-O-[(R)-1-CARBOXYETHYL]-2-DEOXY-BETA-D-GLUCOPYRANOSE-L-ALANYL-GAMMA-D-GLUTAMYL-MESO-DIAMINOPIMELYL-D-ALANINE	UPFMKPIBAIPLHT-RSJSDIDPSA-N
DB04737	532-28-5	(S)-HYDROXY(PHENYL)ACETONITRILE	NNICRUQPODTGRU-MRVPVSSYSA-N
DB04738	141672-08-4	Motuporin	GIRIHYQVGVTBIP-NJYUBDSESA-N
DB04741	76706-55-3	Myxothiazol	XKTFQMCPGMTBMD-FYHMSGCOSA-N
DB04743	51803-78-2	Nimesulide	HYWYRSMBCFDLJT-UHFFFAOYSA-N
DB04744	36417-25-1	Lawsone	CSFWPUWCSPOLJW-UHFFFAOYSA-N
DB04744	68310-00-9	Lawsone	CSFWPUWCSPOLJW-UHFFFAOYSA-N
DB04744	83-72-7	Lawsone	CSFWPUWCSPOLJW-UHFFFAOYSA-N
DB04745	104534-80-7	2-OXOQUINOLINE	LISFMEBWQUVKPJ-UHFFFAOYSA-N
DB04745	1321-40-0	2-OXOQUINOLINE	LISFMEBWQUVKPJ-UHFFFAOYSA-N
DB04745	493-62-9	2-OXOQUINOLINE	LISFMEBWQUVKPJ-UHFFFAOYSA-N
DB04745	70254-42-1	2-OXOQUINOLINE	LISFMEBWQUVKPJ-UHFFFAOYSA-N
DB04746	2420-56-6	(10E,12Z)-octadecadienoic acid	GKJZMAHZJGSBKD-NMMTYZSQSA-N
DB04751	212844-53-6	Purvalanol A	PMXCMJLOPOFPBT-HNNXBMFYSA-N
DB04777	6388-74-5	(R)-4-Nitrostyrene oxide	YKIUTLHCSNCTDZ-QMMMGPOBSA-N
DB04781	13392-69-3	5-hydroxyvaleric acid	PHOJOSOUIAQEDH-UHFFFAOYSA-N
DB04782	6388-74-5	(S)-4-Nitrostyrene oxide	YKIUTLHCSNCTDZ-MRVPVSSYSA-N
DB04784	13323-81-4	(R)-1-phenylethanol	WAPNOHKVXSQRPX-SSDOTTSWSA-N
DB04784	1445-91-6	(R)-1-phenylethanol	WAPNOHKVXSQRPX-SSDOTTSWSA-N
DB04784	1517-69-7	(R)-1-phenylethanol	WAPNOHKVXSQRPX-SSDOTTSWSA-N
DB04784	98-85-1	(R)-1-phenylethanol	WAPNOHKVXSQRPX-SSDOTTSWSA-N
DB04785	7229-50-7	Streptolydigin	KVTPRMVXYZKLIG-NCAOFHFGSA-N
DB04786	129-46-4	Suramin	FIAFUQMPZJWCLV-UHFFFAOYSA-N
DB04786	145-63-1	Suramin	FIAFUQMPZJWCLV-UHFFFAOYSA-N
DB04787	304853-42-7	Tanaproget	PYVFWTPEBMRKSR-UHFFFAOYSA-N
DB04788	87913-21-1	Tagetitoxin	UVAAUIDYGIWLMB-HGNFPZBQSA-N
DB04789	134-35-0	5-methyltetrahydrofolic acid	ZNOVTXRBGFNYRX-ABLWVSNPSA-N
DB04789	151533-22-1	5-methyltetrahydrofolic acid	ZNOVTXRBGFNYRX-ABLWVSNPSA-N
DB04789	26560-38-3	5-methyltetrahydrofolic acid	ZNOVTXRBGFNYRX-ABLWVSNPSA-N
DB04789	31690-09-2	5-methyltetrahydrofolic acid	ZNOVTXRBGFNYRX-ABLWVSNPSA-N
DB04789	68703-91-3	5-methyltetrahydrofolic acid	ZNOVTXRBGFNYRX-ABLWVSNPSA-N
DB04789	68792-52-9	5-methyltetrahydrofolic acid	ZNOVTXRBGFNYRX-ABLWVSNPSA-N
DB04794	60628-96-8	Bifonazole	OCAPBUJLXMYKEJ-UHFFFAOYSA-N
DB04795	14054-87-6	Thenoyltrifluoroacetone	TXBBUSUXYMIVOS-UHFFFAOYSA-N
DB04795	14054-89-8	Thenoyltrifluoroacetone	TXBBUSUXYMIVOS-UHFFFAOYSA-N
DB04795	14054-92-3	Thenoyltrifluoroacetone	TXBBUSUXYMIVOS-UHFFFAOYSA-N
DB04795	14054-93-4	Thenoyltrifluoroacetone	TXBBUSUXYMIVOS-UHFFFAOYSA-N
DB04795	15488-08-1	Thenoyltrifluoroacetone	TXBBUSUXYMIVOS-UHFFFAOYSA-N
DB04795	326-91-0	Thenoyltrifluoroacetone	TXBBUSUXYMIVOS-UHFFFAOYSA-N
DB04796	163217-09-2	Inecalcitol	HHGRMHMXKPQNGF-WNSNRMDMSA-N
DB04801	143-25-9	cis-Vaccenic acid	UWHZIFQPPBDJPM-FPLPWBNLSA-N
DB04801	506-17-2	cis-Vaccenic acid	UWHZIFQPPBDJPM-FPLPWBNLSA-N
DB04801	62972-93-4	cis-Vaccenic acid	UWHZIFQPPBDJPM-FPLPWBNLSA-N
DB04801	693-72-1	cis-Vaccenic acid	UWHZIFQPPBDJPM-FPLPWBNLSA-N
DB04803	14127-53-8	Verdoheme	UBHGDCVUOWXYCX-UHFFFAOYSA-M
DB04805	11006-28-3	Virginiamycin S1	FEPMHVLSLDOMQC-IYPFLVAKSA-N
DB04805	23152-29-6	Virginiamycin S1	FEPMHVLSLDOMQC-IYPFLVAKSA-N
DB04806	108789-36-2	(5-BROMO-4-CHLORO-3-INDOLYL)-A-D-MANNOSE	OPIFSICVWOWJMJ-HAAGFXOZSA-N
DB04806	15548-60-4	(5-BROMO-4-CHLORO-3-INDOLYL)-A-D-MANNOSE	OPIFSICVWOWJMJ-HAAGFXOZSA-N
DB04808	1404-04-2	Neamine	SYJXFKPQNSDJLI-HKEUSBCWSA-N
DB04808	1406-04-8	Neamine	SYJXFKPQNSDJLI-HKEUSBCWSA-N
DB04808	3947-65-7	Neamine	SYJXFKPQNSDJLI-HKEUSBCWSA-N
DB04809	14127-53-8	SALOPHEN-10-PROPIONATE IRON CHELATE	WYZUQFGBWINJOI-KVUHSHOZSA-L
DB04810	14127-53-8	Salophen-10-carboxylate iron chelate	AYPNHSRYHHHKFU-HPUGBGFMSA-L
DB04811	14127-53-8	Salophen iron chelate	BSPYTUHYTMXMCB-JKBLJYNNSA-L
DB04811	14406-70-3	Salophen iron chelate	BSPYTUHYTMXMCB-JKBLJYNNSA-L
DB04811	14406-71-4	Salophen iron chelate	BSPYTUHYTMXMCB-JKBLJYNNSA-L
DB04811	3946-91-6	Salophen iron chelate	BSPYTUHYTMXMCB-JKBLJYNNSA-L
DB04811	6846-97-5	Salophen iron chelate	BSPYTUHYTMXMCB-JKBLJYNNSA-L
DB04812	51234-28-7	Benoxaprofen	MITFXPHMIHQXPI-UHFFFAOYSA-N
DB04812	51234-86-7	Benoxaprofen	MITFXPHMIHQXPI-UHFFFAOYSA-N
DB04812	66934-19-8	Benoxaprofen	MITFXPHMIHQXPI-UHFFFAOYSA-N
DB04812	67434-14-4	Benoxaprofen	MITFXPHMIHQXPI-UHFFFAOYSA-N
DB04812	70280-67-0	Benoxaprofen	MITFXPHMIHQXPI-UHFFFAOYSA-N
DB04813	57484-86-3	Bithionol	JFIOVJDNOJYLKP-UHFFFAOYSA-N
DB04813	6385-58-6	Bithionol	JFIOVJDNOJYLKP-UHFFFAOYSA-N
DB04813	77482-46-3	Bithionol	JFIOVJDNOJYLKP-UHFFFAOYSA-N
DB04813	97-18-7	Bithionol	JFIOVJDNOJYLKP-UHFFFAOYSA-N
DB04814	1233-53-0	Bunamiodyl	CWRBDUIQDIHWJZ-SOFGYWHQSA-N
DB04814	1923-76-8	Bunamiodyl	CWRBDUIQDIHWJZ-SOFGYWHQSA-N
DB04815	130-26-7	Clioquinol	QCDFBFJGMNKBDO-UHFFFAOYSA-N
DB04815	15731-41-6	Clioquinol	QCDFBFJGMNKBDO-UHFFFAOYSA-N
DB04815	35592-48-4	Clioquinol	QCDFBFJGMNKBDO-UHFFFAOYSA-N
DB04815	50347-34-7	Clioquinol	QCDFBFJGMNKBDO-UHFFFAOYSA-N
DB04815	52932-94-2	Clioquinol	QCDFBFJGMNKBDO-UHFFFAOYSA-N
DB04815	53262-68-3	Clioquinol	QCDFBFJGMNKBDO-UHFFFAOYSA-N
DB04815	53262-70-7	Clioquinol	QCDFBFJGMNKBDO-UHFFFAOYSA-N
DB04815	78837-99-7	Clioquinol	QCDFBFJGMNKBDO-UHFFFAOYSA-N
DB04815	8056-07-3	Clioquinol	QCDFBFJGMNKBDO-UHFFFAOYSA-N
DB04815	93281-21-1	Clioquinol	QCDFBFJGMNKBDO-UHFFFAOYSA-N
DB04815	93857-31-9	Clioquinol	QCDFBFJGMNKBDO-UHFFFAOYSA-N
DB04816	117-10-2	Dantron	QBPFLULOKWLNNW-UHFFFAOYSA-N
DB04816	75418-11-0	Dantron	QBPFLULOKWLNNW-UHFFFAOYSA-N
DB04816	76404-07-4	Dantron	QBPFLULOKWLNNW-UHFFFAOYSA-N
DB04817	124779-64-2	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	13987-03-6	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	200335-24-6	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	39296-38-3	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	50567-35-6	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	57904-20-8	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	5907-38-0	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	59915-31-0	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	68-89-3	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	76404-01-8	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	76404-03-0	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	76515-03-2	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	76741-94-1	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	77306-13-9	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	78308-47-1	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	79173-10-7	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	80186-93-2	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	8059-83-4	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	8067-07-0	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	8067-15-0	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	85886-25-5	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04817	97259-64-8	Metamizole	LVWZTYCIRDMTEY-UHFFFAOYSA-N
DB04818	305-33-9	Iproniazid	NYMGNSNKLVNMIA-UHFFFAOYSA-N
DB04818	36504-56-0	Iproniazid	NYMGNSNKLVNMIA-UHFFFAOYSA-N
DB04818	54-92-2	Iproniazid	NYMGNSNKLVNMIA-UHFFFAOYSA-N
DB04818	6011-62-7	Iproniazid	NYMGNSNKLVNMIA-UHFFFAOYSA-N
DB04819	135-23-9	Methapyrilene	HNJJXZKZRAWDPF-UHFFFAOYSA-N
DB04819	33032-12-1	Methapyrilene	HNJJXZKZRAWDPF-UHFFFAOYSA-N
DB04819	71720-35-9	Methapyrilene	HNJJXZKZRAWDPF-UHFFFAOYSA-N
DB04819	91-80-5	Methapyrilene	HNJJXZKZRAWDPF-UHFFFAOYSA-N
DB04820	1161-03-1	Nialamide	NOIIUHRQUVNIDD-UHFFFAOYSA-N
DB04820	51-12-7	Nialamide	NOIIUHRQUVNIDD-UHFFFAOYSA-N
DB04821	118184-50-2	Nomifensine	XXPANQJNYNUNES-UHFFFAOYSA-N
DB04821	24526-64-5	Nomifensine	XXPANQJNYNUNES-UHFFFAOYSA-N
DB04821	32795-47-4	Nomifensine	XXPANQJNYNUNES-UHFFFAOYSA-N
DB04821	75963-47-2	Nomifensine	XXPANQJNYNUNES-UHFFFAOYSA-N
DB04821	78164-59-7	Nomifensine	XXPANQJNYNUNES-UHFFFAOYSA-N
DB04821	89664-18-6	Nomifensine	XXPANQJNYNUNES-UHFFFAOYSA-N
DB04821	89664-19-7	Nomifensine	XXPANQJNYNUNES-UHFFFAOYSA-N
DB04821	89664-20-0	Nomifensine	XXPANQJNYNUNES-UHFFFAOYSA-N
DB04822	16485-39-5	Oxeladin	IQADUMSPOQKAAO-UHFFFAOYSA-N
DB04822	468-61-1	Oxeladin	IQADUMSPOQKAAO-UHFFFAOYSA-N
DB04822	52432-72-1	Oxeladin	IQADUMSPOQKAAO-UHFFFAOYSA-N
DB04823	125-13-3	Oxyphenisatin	SJDACOMXKWHBOW-UHFFFAOYSA-N
DB04823	72050-93-2	Oxyphenisatin	SJDACOMXKWHBOW-UHFFFAOYSA-N
DB04824	128734-39-4	Phenolphthalein	KJFMBFZCATUALV-UHFFFAOYSA-N
DB04824	390417-24-0	Phenolphthalein	KJFMBFZCATUALV-UHFFFAOYSA-N
DB04824	518-51-4	Phenolphthalein	KJFMBFZCATUALV-UHFFFAOYSA-N
DB04824	67874-86-6	Phenolphthalein	KJFMBFZCATUALV-UHFFFAOYSA-N
DB04824	77-09-8	Phenolphthalein	KJFMBFZCATUALV-UHFFFAOYSA-N
DB04824	89066-78-4	Phenolphthalein	KJFMBFZCATUALV-UHFFFAOYSA-N
DB04824	92889-76-4	Phenolphthalein	KJFMBFZCATUALV-UHFFFAOYSA-N
