drugbank_id	chemicalbook_id	name	inchi_key
DB07880	CB5853179	2-((4'-HYDROXYPHENYL)-AZO)BENZOIC ACID	DWQOTEPNRWVUDA-CCEZHUSRSA-N
DB07896	CB4935821	(2S)-hydroxy(4-hydroxyphenyl)ethanoic acid	YHXHKYRQLYQUIH-ZETCQYMHSA-N
DB07896	CB5855360	(2S)-hydroxy(4-hydroxyphenyl)ethanoic acid	YHXHKYRQLYQUIH-ZETCQYMHSA-N
DB07896	CB8344816	(2S)-hydroxy(4-hydroxyphenyl)ethanoic acid	YHXHKYRQLYQUIH-ZETCQYMHSA-N
DB07907	CB0476382	(2S)-2-HYDROXYOCTANOIC ACID	JKRDADVRIYVCCY-ZETCQYMHSA-N
DB07919	CB4780696	7-METHOXY-1-METHYL-9H-BETA-CARBOLINE	BXNJHAXVSOCGBA-UHFFFAOYSA-N
DB07919	CB7123131	7-METHOXY-1-METHYL-9H-BETA-CARBOLINE	BXNJHAXVSOCGBA-UHFFFAOYSA-N
DB07923	CB4234245	octyl alpha-L-altropyranoside	HEGSGKPQLMEBJL-QSLWVIQJSA-N
DB07923	CB9329049	octyl alpha-L-altropyranoside	HEGSGKPQLMEBJL-QSLWVIQJSA-N
DB07924	CB4234245	octyl beta-D-galactopyranoside	HEGSGKPQLMEBJL-MBJXGIAVSA-N
DB07924	CB9329049	octyl beta-D-galactopyranoside	HEGSGKPQLMEBJL-MBJXGIAVSA-N
DB07928	CB62456373	N-(2-OXOTETRAHYDROFURAN-3-YL)OCTANAMIDE	JKEJEOJPJVRHMQ-JTQLQIEISA-N
DB07931	CB8758929	Hexestrol	PBBGSZCBWVPOOL-HDICACEKSA-N
DB07933	CB32561485	Erteberel	XIESSJVMWNJCGZ-VKJFTORMSA-N
DB07938	CB51261250	(S)-iclaprim	HWJPWWYTGBZDEG-CQSZACIVSA-N
DB07941	CB02522106	PH-797804	KCAJXIDMCNPGHZ-UHFFFAOYSA-N
DB07943	CB62554318	2-{4-[5-(4-chlorophenyl)-4-pyrimidin-4-yl-1H-pyrazol-3-yl]piperidin-1-yl}-2-oxoethanol	CATQHDWESBRRQA-UHFFFAOYSA-N
DB07950	CB5783346	Indoleacetic acid	SEOVTRFCIGRIMH-UHFFFAOYSA-N
DB07950	CB7229329	Indoleacetic acid	SEOVTRFCIGRIMH-UHFFFAOYSA-N
DB07950	CB8783347	Indoleacetic acid	SEOVTRFCIGRIMH-UHFFFAOYSA-N
DB07951	CB0503662	N-[1H-INDOL-3-YL-ACETYL]ASPARTIC ACID	VAFNMNRKDDAKRM-NSHDSACASA-N
DB07953	CB9351688	N-[1H-INDOL-3-YL-ACETYL]VALINE ACID	AZEGJHGXTSUPPG-AWEZNQCLSA-N
DB07954	CB6263892	3-isobutyl-1-methyl-7H-xanthine	APIXJSLKIYYUKG-UHFFFAOYSA-N
DB07992	CB8164405	3-SULFOOXY-1H-INDOLE	BXFFHSIDQOFMLE-UHFFFAOYSA-N
DB07995	CB1853005	N-[2-(4-BROMOCINNAMYLAMINO)ETHYL]-5-ISOQUINOLINE SULFONAMIDE	ZKZXNDJNWUTGDK-NSCUHMNNSA-N
DB07995	CB9972711	N-[2-(4-BROMOCINNAMYLAMINO)ETHYL]-5-ISOQUINOLINE SULFONAMIDE	ZKZXNDJNWUTGDK-NSCUHMNNSA-N
DB07997	CB3341825	N-[2-(METHYLAMINO)ETHYL]-5-ISOQUINOLINESULFONAMIDE	PJWUXKNZVMEPPH-UHFFFAOYSA-N
DB08012	CB51073567	(METHYLPYRIDAZINE PIPERIDINE ETHYLOXYPHENYL)ETHYLACETATE	KCHIOGFOPPOUJC-UHFFFAOYSA-N
DB08022	CB42627340	(2S)-1,3-benzothiazol-2-yl{2-[(2-pyridin-3-ylethyl)amino]pyrimidin-4-yl}ethanenitrile	RCYPVQCPYKNSTG-OAHLLOKOSA-N
DB08036	CB3406463	6,7,12,13-tetrahydro-5H-indolo[2,3-a]pyrrolo[3,4-c]carbazol-5-one	MEXUTNIFSHFQRG-UHFFFAOYSA-N
DB08037	CB01871939	(2S)-4-(2,5-difluorophenyl)-N-[(3R,4S)-3-fluoro-1-methylpiperidin-4-yl]-2-(hydroxymethyl)-N-methyl-2-phenyl-2,5-dihydro-1H-pyrrole-1-carboxamide	MYBGWENAVMIGMM-GIFXNVAJSA-N
DB08039	CB0504775	(3Z)-N,N-DIMETHYL-2-OXO-3-(4,5,6,7-TETRAHYDRO-1H-INDOL-2-YLMETHYLIDENE)-2,3-DIHYDRO-1H-INDOLE-5-SULFONAMIDE	LOGJQOUIVKBFGH-YBEGLDIGSA-N
DB08041	CB0278292	3-BENZYLOXYCARBONYLAMINO-2-HYDROXY-4-PHENYL-BUTYRIC ACID	JXJYTERRLRAUSF-JKSUJKDBSA-N
DB08041	CB5360813	3-BENZYLOXYCARBONYLAMINO-2-HYDROXY-4-PHENYL-BUTYRIC ACID	JXJYTERRLRAUSF-JKSUJKDBSA-N
DB08041	CB92655481	3-BENZYLOXYCARBONYLAMINO-2-HYDROXY-4-PHENYL-BUTYRIC ACID	JXJYTERRLRAUSF-JKSUJKDBSA-N
DB08046	CB3233539	2-chloro-5-[(1S)-1-hydroxy-3-oxo-2H-isoindol-1-yl]benzenesulfonamide	JIVPVXMEBJLZRO-AWEZNQCLSA-N
DB08049	CB4505109	7,8-dihydroxy-4-phenyl-2H-chromen-2-one	JRVIIPJSVKTPBK-UHFFFAOYSA-N
DB08052	CB42509990	1-cyclopentyl-3-(1H-pyrrolo[2,3-b]pyridin-5-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine	NVRXTLZYXZNATH-UHFFFAOYSA-N
DB08058	CB02622756	4-[3-(1,4-diazepan-1-ylcarbonyl)-4-fluorobenzyl]phthalazin-1(2H)-one	HGEPGGJUGUMFHT-UHFFFAOYSA-N
DB08059	CB7241293	Wortmannin	QDLHCMPXEPAAMD-QAIWCSMKSA-N
DB08067	CB02484987	4-[(2-{4-[(CYCLOPROPYLCARBAMOYL)AMINO]-1H-PYRAZOL-3-YL}-1H-BENZIMIDAZOL-6-YL)METHYL]MORPHOLIN-4-IUM	LOLPPWBBNUVNQZ-UHFFFAOYSA-O
DB08073	CB92627239	(2S)-1-(1H-INDOL-3-YL)-3-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}PROPAN-2-AMINE	YWTBGJGMTBHQTM-IBGZPJMESA-N
DB08078	CB5422531	{4-[3-(4-acetyl-3-hydroxy-2-propylphenoxy)propoxy]phenoxy}acetic acid	HBBVCKCCQCQCTJ-UHFFFAOYSA-N
DB08079	CB42561457	AMG-208	HEAIZQNMNCHNFD-UHFFFAOYSA-N
DB08094	CB41562444	(4-AMINO-2-{[1-(METHYLSULFONYL)PIPERIDIN-4-YL]AMINO}PYRIMIDIN-5-YL)(2,3-DIFLUORO-6-METHOXYPHENYL)METHANONE	JRNJNYBQQYBCLE-UHFFFAOYSA-N
DB08142	CB82473862	AT-7519	OVPNQJVDAFNBDN-UHFFFAOYSA-N
DB08150	CB82554024	4-(4-chlorobenzyl)-1-(7H-pyrrolo[2,3-d]pyrimidin-4-yl)piperidin-4-aminium	RZIDZIGAXXNODG-UHFFFAOYSA-O
DB08155	CB5357905	N-{2-[4-(AMINOSULFONYL)PHENYL]ETHYL}ACETAMIDE	IIMGUEXQORZTID-UHFFFAOYSA-N
DB08162	CB22129608	Fasudil	NGOGFTYYXHNFQH-UHFFFAOYSA-N
DB08162	CB3101698	Fasudil	NGOGFTYYXHNFQH-UHFFFAOYSA-N
DB08162	CB6101699	Fasudil	NGOGFTYYXHNFQH-UHFFFAOYSA-N
DB08167	CB1874891	Methylthioninium	RBTBFTRPCNLSDE-UHFFFAOYSA-N
DB08167	CB2748858	Methylthioninium	RBTBFTRPCNLSDE-UHFFFAOYSA-N
DB08167	CB3386190	Methylthioninium	RBTBFTRPCNLSDE-UHFFFAOYSA-N
DB08167	CB4686518	Methylthioninium	RBTBFTRPCNLSDE-UHFFFAOYSA-N
DB08167	CB6748861	Methylthioninium	RBTBFTRPCNLSDE-UHFFFAOYSA-N
DB08167	CB8113812	Methylthioninium	RBTBFTRPCNLSDE-UHFFFAOYSA-N
DB08168	CB4354765	7-AMINO-4-METHYL-CHROMEN-2-ONE	GLNDAGDHSLMOKX-UHFFFAOYSA-N
DB08171	CB3388235	11-MERCAPTOUNDECANOIC ACID	GWOLZNVIRIHJHB-UHFFFAOYSA-N
DB08193	CB1301445	2-(3-NITROPHENYL)ACETIC ACID	WUKHOVCMWXMOOA-UHFFFAOYSA-N
DB08209	CB1112962	2-(4-DIMETHYLAMINOPHENYL)DIAZENYLBENZOIC ACID	CEQFOVLGLXCDCX-WUKNDPDISA-N
DB08209	CB7112964	2-(4-DIMETHYLAMINOPHENYL)DIAZENYLBENZOIC ACID	CEQFOVLGLXCDCX-WUKNDPDISA-N
DB08214	CB1391497	4-(1H-IMIDAZOL-1-YL)PHENOL	CYKCUAPYWQDIKR-UHFFFAOYSA-N
DB08215	CB9412718	2-T-BUTYLAMINO-4-ETHYLAMINO-6-METHYLTHIO-S-TRIAZINE	IROINLKCQGIITA-UHFFFAOYSA-N
DB08230	CB21073687	5,7-DIHYDROXY-2-(3,4,5-TRIHYDROXYPHENYL)-4H-CHROMEN-4-ONE	ARSRJFRKVXALTF-UHFFFAOYSA-N
DB08231	CB1104862	Myristic acid	TUNFSRHWOTWDNC-UHFFFAOYSA-N
DB08234	CB7907261	5-[3-(2,5-dimethoxyphenyl)prop-1-yn-1-yl]-6-ethylpyrimidine-2,4-diamine	NNFDQABYXZBKRK-UHFFFAOYSA-N
DB08235	CB12685323	N-[2-(2-methyl-1H-indol-3-yl)ethyl]thiophene-2-carboxamide	ACAKNPKRLPMONU-UHFFFAOYSA-N
DB08238	CB6228406	5-AMINO-NAPHTALENE-2-MONOSULFONATE	UWPJYQYRSWYIGZ-UHFFFAOYSA-N
DB08240	CB9737978	N-(4-CHLOROPHENYL)-3-(PHOSPHONOOXY)NAPHTHALENE-2-CARBOXAMIDE	RQAQWBFHPMSXKR-UHFFFAOYSA-N
DB08254	CB8118079	2-NAPHTHALENESULFONIC ACID	KVBGVZZKJNLNJU-UHFFFAOYSA-N
DB08262	CB9215403	2,6-dicarboxynaphthalene	RXOHFPCZGPKIRD-UHFFFAOYSA-N
DB08271	CB02639480	N-ISOBUTYL-N-[4-METHOXYPHENYLSULFONYL]GLYCYL HYDROXAMIC ACID	JIRXORZYIXSWOB-UHFFFAOYSA-N
DB08276	CB82130615	trifluoro-[hydroxy-[hydroxy-[2-(N-methyl-2-nitro-anilino)ethoxy]phosphoryl]oxy-phosphoryl]oxy-beryllium(1-)	LIFJVXDWLUOXQS-UHFFFAOYSA-J
DB08286	CB0193249	NAPHTHYLOXYACETIC ACID	GHRYSOFWKRRLMI-UHFFFAOYSA-N
DB08294	CB8737517	2-(4-HYDROXY-3-NITROPHENYL)ACETIC ACID	QBHBHOSRLDPIHG-UHFFFAOYSA-N
DB08313	CB3239975	nocodazole	KYRVNWMVYQXFEU-UHFFFAOYSA-N
DB08327	CB5207860	2-(3,6-DIHYDROXYPHENYL)ACETIC ACID	IGMNYECMUMZDDF-UHFFFAOYSA-N
DB08329	CB9889259	Sulthiame	HMHVCUVYZFYAJI-UHFFFAOYSA-N
DB08357	CB4669548	1-ETHOXY-2-(2-ETHOXYETHOXY)ETHANE	RRQYJINTUHWNHW-UHFFFAOYSA-N
DB08371	CB0201858	PARA-(BENZOYL)-PHENYLALANINE	TVIDEEHSOPHZBR-AWEZNQCLSA-N
DB08371	CB3686238	PARA-(BENZOYL)-PHENYLALANINE	TVIDEEHSOPHZBR-AWEZNQCLSA-N
DB08382	CB32484726	Gosogliptin	QWEWGXUTRTXFRF-KBPBESRZSA-N
DB08387	CB11872135	2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline	AZEXWHKOMMASPA-UHFFFAOYSA-N
DB08387	CB32561490	2-{[4-(1-methyl-4-pyridin-4-yl-1H-pyrazol-3-yl)phenoxy]methyl}quinoline	AZEXWHKOMMASPA-UHFFFAOYSA-N
DB08391	CB81876389	6,7-DIMETHOXY-4-[(3R)-3-(QUINOXALIN-2-YLOXY)PYRROLIDIN-1-YL]QUINAZOLINE	UBIIFKJMNRPNMT-CQSZACIVSA-N
DB08398	CB4716839	2-Amino-1-methyl-6-phenylimidazo(4,5-b)pyridine	UQVKZNNCIHJZLS-UHFFFAOYSA-N
DB08399	CB8377487	PICEATANNOL	CDRPUGZCRXZLFL-OWOJBTEDSA-N
DB08433	CB8107963	phenyl ethenesulfonate	CILDJVVXNMDAGY-UHFFFAOYSA-N
DB08437	CB4152905	Puromycin	RXWNCPJZOCPEPQ-NVWDDTSBSA-N
DB08439	CB21003464	Parecoxib	TZRHLKRLEZJVIJ-UHFFFAOYSA-N
DB08439	CB6117568	Parecoxib	TZRHLKRLEZJVIJ-UHFFFAOYSA-N
DB08439	CB81515695	Parecoxib	TZRHLKRLEZJVIJ-UHFFFAOYSA-N
DB08472	CB3361058	(R)-Fluoxetine	RTHCYVBBDHJXIQ-MRXNPFEDSA-N
DB08472	CB83049703	(R)-Fluoxetine	RTHCYVBBDHJXIQ-MRXNPFEDSA-N
DB08486	CB51011217	Efaproxiral	BNFRJXLZYUTIII-UHFFFAOYSA-N
DB08486	CB91359078	Efaproxiral	BNFRJXLZYUTIII-UHFFFAOYSA-N
DB08490	CB62624116	CTS-1027	ROSNVSQTEGHUKU-UHFFFAOYSA-N
DB08496	CB7267099	(R)-warfarin	PJVWKTKQMONHTI-OAHLLOKOSA-N
DB08496	CB7346095	(R)-warfarin	PJVWKTKQMONHTI-OAHLLOKOSA-N
DB08496	CB9771837	(R)-warfarin	PJVWKTKQMONHTI-OAHLLOKOSA-N
DB08508	CB0371070	N-BENZOYL-D-ALANINE	UAQVHNZEONHPQG-SSDOTTSWSA-N
DB08508	CB5438086	N-BENZOYL-D-ALANINE	UAQVHNZEONHPQG-SSDOTTSWSA-N
DB08508	CB9694875	N-BENZOYL-D-ALANINE	UAQVHNZEONHPQG-SSDOTTSWSA-N
DB08517	CB6284820	(2S)-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-2,3-dihydro-4H-chromen-4-one	DJOJDHGQRNZXQQ-AWEZNQCLSA-N
DB08517	CB9284821	(2S)-5-hydroxy-2-(4-hydroxyphenyl)-7-methoxy-2,3-dihydro-4H-chromen-4-one	DJOJDHGQRNZXQQ-AWEZNQCLSA-N
DB08521	CB1680333	4-[5-(4-FLUORO-PHENYL)-2-(4-METHANESULFINYL-PHENYL)-3H-IMIDAZOL-4-YL]-PYRIDINE	CDMGBJANTYXAIV-HHHXNRCGSA-N
DB08544	CB3361058	(S)-Fluoxetine	RTHCYVBBDHJXIQ-INIZCTEOSA-N
DB08544	CB83049703	(S)-Fluoxetine	RTHCYVBBDHJXIQ-INIZCTEOSA-N
DB08558	CB6263786	2-HYDROXYMETHYL-6-OCTYLSULFANYL-TETRAHYDRO-PYRAN-3,4,5-TRIOL	CGVLVOOFCGWBCS-RGDJUOJXSA-N
DB08568	CB52561454	(2S)-1-{[5-(3-METHYL-1H-INDAZOL-5-YL)PYRIDIN-3-YL]OXY}-3-PHENYLPROPAN-2-AMINE	BPNUQXPIQBZCMR-IBGZPJMESA-N
DB08577	CB3383083	3-[(3-(2-CARBOXYETHYL)-4-METHYLPYRROL-2-YL)METHYLENE]-2-INDOLINONE	JNDVEAXZWJIOKB-JYRVWZFOSA-N
DB08578	CB22537971	4-[(5-bromopyridin-2-yl)amino]-4-oxobutanoic acid	XFYYQDHEDOXWGA-UHFFFAOYSA-N
DB08587	CB8328696	SINAPINATE	PCMORTLOPMLEFB-ONEGZZNKSA-N
DB08589	CB0231857	SYRINGATE	ZMXJAEGJWHJMGX-UHFFFAOYSA-N
DB08593	CB92546486	1,2,5-THIADIAZOLIDIN-3-ONE-1,1-DIOXIDE	LDCZCUKQWRZSDT-UHFFFAOYSA-N
DB08597	CB22512071	6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine	XHBVYDAKJHETMP-UHFFFAOYSA-N
DB08597	CB72614842	6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine	XHBVYDAKJHETMP-UHFFFAOYSA-N
DB08597	CB8786803	6-[4-(2-piperidin-1-ylethoxy)phenyl]-3-pyridin-4-ylpyrazolo[1,5-a]pyrimidine	XHBVYDAKJHETMP-UHFFFAOYSA-N
DB08601	CB6736950	tributylstannanyl	DBGVGMSCBYYSLD-UHFFFAOYSA-N
DB08603	CB1197729	N-[(1S)-5-amino-1-(chloroacetyl)pentyl]-4-methylbenzenesulfonamide	RDFCSSHDJSZMTQ-ZDUSSCGKSA-N
DB08604	CB6771432	Triclosan	XEFQLINVKFYRCS-UHFFFAOYSA-N
DB08607	CB0486895	(5R)-5-(4-{[(2R)-6-HYDROXY-2,5,7,8-TETRAMETHYL-3,4-DIHYDRO-2H-CHROMEN-2-YL]METHOXY}BENZYL)-1,3-THIAZOLIDINE-2,4-DIONE	GXPHKUHSUJUWKP-NTKDMRAZSA-N
DB08620	CB0260844	{(2Z)-3-[(6-chloropyridin-3-yl)methyl]-1,3-thiazolidin-2-ylidene}cyanamide	HOKKPVIRMVDYPB-UVTDQMKNSA-N
DB08621	CB0102588	Thiamphenicol	OTVAEFIXJLOWRX-NXEZZACHSA-N
DB08626	CB0479626	Thiorphan	LJJKNPQAGWVLDQ-SNVBAGLBSA-N
DB08632	CB6352437	1,3,5-BENZENETRICARBOXYLIC ACID	QMKYBPDZANOJGF-UHFFFAOYSA-N
DB08633	CB11251062	TNP-470	MSHZHSPISPJWHW-PVDLLORBSA-N
DB08639	CB81011182	Dapivirine	ILAYIAGXTHKHNT-UHFFFAOYSA-N
DB08645	CB5407444	6-CHLORO-3-(DICHLOROMETHYL)-3,4-DIHYDRO-2H-1,2,4-BENZOTHIADIAZINE-7-SULFONAMIDE 1,1-DIOXIDE	LMJSLTNSBFUCMU-MRVPVSSYSA-N
DB08652	CB1278653	2-(1H-INDOL-3-YL)ACETAMIDE	ZOAMBXDOGPRZLP-UHFFFAOYSA-N
DB08653	CB4345057	2-(1H-INDOL-3-YL)ETHANAMINE	APJYDQYYACXCRM-UHFFFAOYSA-N
DB08653	CB8192006	2-(1H-INDOL-3-YL)ETHANAMINE	APJYDQYYACXCRM-UHFFFAOYSA-N
DB08660	CB3357330	1,2,5,8-tetrahydroxyanthracene-9,10-dione	VBHKTXLEJZIDJF-UHFFFAOYSA-N
DB08687	CB62666905	FG-2216	OUQVKRKGTAUJQA-UHFFFAOYSA-N
DB08688	CB5285835	undecan-2-one	KYWIYKKSMDLRDC-UHFFFAOYSA-N
DB08695	CB7420061	3-(4-nitrophenyl)-1H-pyrazole	IPIYADCDDIUVPS-UHFFFAOYSA-N
DB08699	CB81564769	1-tert-butyl-3-(3-methylbenzyl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine	FYCOTGCSHZKHPR-UHFFFAOYSA-N
DB08705	CB52518751	6-(5-BROMO-2-HYDROXYPHENYL)-2-OXO-4-PHENYL-1,2-DIHYDROPYRIDINE-3-CARBONITRILE	SVSYJTYGPLVUOZ-UHFFFAOYSA-N
DB08711	CB1138142	Methyl vanillate	BVWTXUYLKBHMOX-UHFFFAOYSA-N
DB08741	CB51261250	5-[[(2R)-2-cyclopropyl-7,8-dimethoxy-2H-chromen-5-yl]methyl]pyrimidine-2,4-diamine	HWJPWWYTGBZDEG-AWEZNQCLSA-N
DB08748	CB4190291	4-(DIMETHYLAMINO)BENZOIC ACID	YDIYEOMDOWUDTJ-UHFFFAOYSA-N
DB08756	CB0699488	(R)-TRANS-4-(1-AMINOETHYL)-N-(4-PYRIDYL) CYCLOHEXANECARBOXAMIDE	IYOZTVGMEWJPKR-IJLUTSLNSA-N
DB08756	CB82526054	(R)-TRANS-4-(1-AMINOETHYL)-N-(4-PYRIDYL) CYCLOHEXANECARBOXAMIDE	IYOZTVGMEWJPKR-IJLUTSLNSA-N
DB08766	CB6162467	Zofenoprilat	UQWLOWFDKAFKAP-WXHSDQCUSA-N
DB08767	CB6403610	2-(4-METHOXYPHENYL)ACETAMIDE	OLKQIWCQICCYQS-UHFFFAOYSA-N
DB08768	CB6342247	N-(3-METHYLBUT-2-EN-1-YL)-9H-PURIN-6-AMINE	HYVABZIGRDEKCD-UHFFFAOYSA-N
DB08770	CB4121732	4-{2-[(7-amino-2-furan-2-yl[1,2,4]triazolo[1,5-a][1,3,5]triazin-5-yl)amino]ethyl}phenol	PWTBZOIUWZOPFT-UHFFFAOYSA-N
DB08773	CB72509951	2-(4-hydroxyphenyl)benzo[b]thiophen-6-ol	MDGWZLQPNOETLH-UHFFFAOYSA-N
DB08782	CB5480434	4-(2-AMINOETHYL)BENZENESULFONAMIDE	FXNSVEQMUYPYJS-UHFFFAOYSA-N
DB08785	CB7931228	4-METHYL-2H-CHROMEN-2-ONE	PSGQCCSGKGJLRL-UHFFFAOYSA-N
DB08790	CB8235699	1-PHENYL-1H-PYRAZOLE-4-CARBOXYLIC ACID	ZROILLPDIUNLSE-UHFFFAOYSA-N
DB08796	CB4875480	Pipazethate	DTVJXCOMJLLMAK-UHFFFAOYSA-N
DB08797	CB4854078	Salicylamide	SKZKKFZAGNVIMN-UHFFFAOYSA-N
DB08799	CB1115857	Antazoline	REYFJDPCWQRWAA-UHFFFAOYSA-N
DB08799	CB8667315	Antazoline	REYFJDPCWQRWAA-UHFFFAOYSA-N
DB08799	CB8771906	Antazoline	REYFJDPCWQRWAA-UHFFFAOYSA-N
DB08800	CB4495475	Chloropyramine	ICKFFNBDFNZJSX-UHFFFAOYSA-N
DB08800	CB5327911	Chloropyramine	ICKFFNBDFNZJSX-UHFFFAOYSA-N
DB08801	CB0194190	Dimetindene	MVMQESMQSYOVGV-UHFFFAOYSA-N
DB08801	CB6443672	Dimetindene	MVMQESMQSYOVGV-UHFFFAOYSA-N
DB08804	CB0396051	Nandrolone decanoate	JKWKMORAXJQQSR-MOPIKTETSA-N
DB08805	CB01179169	Metiamide	FPBPLBWLMYGIQR-UHFFFAOYSA-N
DB08806	CB2179214	Roxatidine acetate	SMTZFNFIKUPEJC-UHFFFAOYSA-N
DB08806	CB6370101	Roxatidine acetate	SMTZFNFIKUPEJC-UHFFFAOYSA-N
DB08807	CB8294403	Bopindolol	UUOJIACWOAYWEZ-UHFFFAOYSA-N
DB08809	CB5671951	Dichloroacetic acid	JXTHNDFMNIQAHM-UHFFFAOYSA-N
DB08810	CB8755993	Cinitapride	ZDLBNXXKDMLZMF-UHFFFAOYSA-N
DB08811	CB3738807	Tofisopam	RUJBDQSFYCKFAA-UHFFFAOYSA-N
DB08814	CB9446472	Triflusal	RMWVZGDJPAKBDE-UHFFFAOYSA-N
DB08815	CB12638738	Lurasidone	PQXKDMSYBGKCJA-CVTJIBDQSA-N
DB08815	CB22498821	Lurasidone	PQXKDMSYBGKCJA-CVTJIBDQSA-N
DB08815	CB32500192	Lurasidone	PQXKDMSYBGKCJA-CVTJIBDQSA-N
DB08815	CB32707351	Lurasidone	PQXKDMSYBGKCJA-CVTJIBDQSA-N
DB08815	CB42599669	Lurasidone	PQXKDMSYBGKCJA-CVTJIBDQSA-N
DB08815	CB62707352	Lurasidone	PQXKDMSYBGKCJA-CVTJIBDQSA-N
DB08815	CB82638737	Lurasidone	PQXKDMSYBGKCJA-CVTJIBDQSA-N
DB08815	CB93954895	Lurasidone	PQXKDMSYBGKCJA-CVTJIBDQSA-N
DB08816	CB51509134	Ticagrelor	OEKWJQXRCDYSHL-FNOIDJSQSA-N
DB08816	CB62664138	Ticagrelor	OEKWJQXRCDYSHL-FNOIDJSQSA-N
DB08816	CB72664140	Ticagrelor	OEKWJQXRCDYSHL-FNOIDJSQSA-N
DB08819	CB3401660	Tafluprost	WSNODXPBBALQOF-VEJSHDCNSA-N
DB08820	CB32506174	Ivacaftor	PURKAOJPTOLRMP-UHFFFAOYSA-N
DB08822	CB32516566	Azilsartan medoxomil	QJFSABGVXDWMIW-UHFFFAOYSA-N
DB08823	CB2416797	Spinosad	JFLRKDZMHNBDQS-SGSTVUCESA-N
DB08823	CB71210065	Spinosad	JFLRKDZMHNBDQS-SGSTVUCESA-N
DB08826	CB0308124	Deferiprone	TZXKOCQBRNJULO-UHFFFAOYSA-N
DB08827	CB62485047	Lomitapide	MBBCVAKAJPKAKM-UHFFFAOYSA-N
DB08828	CB52500590	Vismodegib	BPQMGSKTAYIVFO-UHFFFAOYSA-N
DB08830	CB1397000	Dehydroascorbic acid	SBJKKFFYIZUCET-JLAZNSOCSA-N
DB08833	CB0404332	Taurochenodeoxycholic acid	BHTRKEVKTKCXOH-BJLOMENOSA-N
DB08833	CB1277818	Taurochenodeoxycholic acid	BHTRKEVKTKCXOH-BJLOMENOSA-N
DB08833	CB8459121	Taurochenodeoxycholic acid	BHTRKEVKTKCXOH-BJLOMENOSA-N
DB08833	CB91236274	Taurochenodeoxycholic acid	BHTRKEVKTKCXOH-BJLOMENOSA-N
DB08834	CB0404332	Tauroursodeoxycholic acid	BHTRKEVKTKCXOH-LBSADWJPSA-N
DB08834	CB1277818	Tauroursodeoxycholic acid	BHTRKEVKTKCXOH-LBSADWJPSA-N
DB08834	CB8459121	Tauroursodeoxycholic acid	BHTRKEVKTKCXOH-LBSADWJPSA-N
DB08834	CB91236274	Tauroursodeoxycholic acid	BHTRKEVKTKCXOH-LBSADWJPSA-N
DB08835	CB3767672	Spaglumic Acid	GUCKKCMJTSNWCU-BQBZGAKWSA-N
DB08836	CB2841030	Temocapril	FIQOFIRCTOWDOW-BJLQDIEVSA-N
DB08836	CB3501003	Temocapril	FIQOFIRCTOWDOW-BJLQDIEVSA-N
DB08838	CB3497311	Agmatine	QYPPJABKJHAVHS-UHFFFAOYSA-N
DB08838	CB7421831	Agmatine	QYPPJABKJHAVHS-UHFFFAOYSA-N
DB08838	CB91519180	Agmatine	QYPPJABKJHAVHS-UHFFFAOYSA-N
DB08839	CB0245131	Serotonin	QZAYGJVTTNCVMB-UHFFFAOYSA-N
DB08839	CB2227300	Serotonin	QZAYGJVTTNCVMB-UHFFFAOYSA-N
DB08839	CB6119335	Serotonin	QZAYGJVTTNCVMB-UHFFFAOYSA-N
DB08839	CB6119421	Serotonin	QZAYGJVTTNCVMB-UHFFFAOYSA-N
DB08839	CB62545741	Serotonin	QZAYGJVTTNCVMB-UHFFFAOYSA-N
DB08840	CB6151285	N-methylnicotinamide	ZYVXHFWBYUDDBM-UHFFFAOYSA-N
DB08841	CB7152784	Tyramine	DZGWFCGJZKJUFP-UHFFFAOYSA-N
DB08841	CB7345058	Tyramine	DZGWFCGJZKJUFP-UHFFFAOYSA-N
DB08842	CB5142686	Acetylcarnitine	RDHQFKQIGNGIED-MRVPVSSYSA-N
DB08842	CB5419926	Acetylcarnitine	RDHQFKQIGNGIED-MRVPVSSYSA-N
DB08844	CB1667604	Uric acid	LEHOTFFKMJEONL-UHFFFAOYSA-N
DB08844	CB3701076	Uric acid	LEHOTFFKMJEONL-UHFFFAOYSA-N
DB08845	CB1371815	Oxogluric acid	KPGXRSRHYNQIFN-UHFFFAOYSA-N
DB08846	CB6214708	Ellagic acid	AFSDNFLWKVMVRB-UHFFFAOYSA-N
DB08847	CB0225630	Hydroxyproline	PMMYEEVYMWASQN-DMTCNVIQSA-N
DB08847	CB1411629	Hydroxyproline	PMMYEEVYMWASQN-DMTCNVIQSA-N
DB08847	CB1947559	Hydroxyproline	PMMYEEVYMWASQN-DMTCNVIQSA-N
