drugbank_id	selleck_id	name	inchi_key
DB01128	Bicalutamide(Casodex)	Bicalutamide	LKJPYSCBVHEWIU-UHFFFAOYSA-N
DB01132	pioglitazone-actos	Pioglitazone	HYAFETHFCAUJAY-UHFFFAOYSA-N
DB01132	pioglitazone-hydrochloride-actos	Pioglitazone	HYAFETHFCAUJAY-UHFFFAOYSA-N
DB01136	carvedilol	Carvedilol	OGHNVEJMJSYVRP-UHFFFAOYSA-N
DB01137	Levofloxacin(Levaquin)	Levofloxacin	GSDSWSVVBLHKDQ-JTQLQIEISA-N
DB01137	Ofloxacin(Floxin)	Levofloxacin	GSDSWSVVBLHKDQ-JTQLQIEISA-N
DB01144	Dichlorphenamide(Diclofenamide)	Diclofenamide	GJQPMPFPNINLKP-UHFFFAOYSA-N
DB01147	Cloxacillin-sodium-Cloxacap	Cloxacillin	LQOLIRLGBULYKD-JKIFEVAISA-N
DB01148	flavoxate-hcl	Flavoxate	SPIUTQOUKAMGCX-UHFFFAOYSA-N
DB01150	Cefprozil-hydrate-Cefzil	Cefprozil	WDLWHQDACQUCJR-ZAMMOSSLSA-N
DB01156	Amfebutamone-hydrochloride(Bupropion)	Bupropion	SNPPWIUOZRMYNY-UHFFFAOYSA-N
DB01160	trometamol	Dinoprost tromethamine	IYGXEHDCSOYNKY-RZHHZEQLSA-N
DB01162	terazosin-hydrochloride-hytrin	Terazosin	VCKUSRYTPJJLNI-UHFFFAOYSA-N
DB01165	Levofloxacin(Levaquin)	Ofloxacin	GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DB01165	Ofloxacin(Floxin)	Ofloxacin	GSDSWSVVBLHKDQ-UHFFFAOYSA-N
DB01166	Cilostazol	Cilostazol	RRGUKTPIGVIEKM-UHFFFAOYSA-N
DB01167	Itraconazole(Sporanox)	Itraconazole	VHVPQPYKVGDNFY-ZPGVKDDISA-N
DB01168	procarbazine-hydrochloride-matulane	Procarbazine	CPTBDICYNRMXFX-UHFFFAOYSA-N
DB01171	moclobemide	Moclobemide	YHXISWVBGDMDLQ-UHFFFAOYSA-N
DB01173	orphenadrine-citrate-norflex	Orphenadrine	QVYRGXJJSLMXQH-UHFFFAOYSA-N
DB01175	escitalopram-oxalate	Escitalopram	WSEQXVZVJXJVFP-FQEVSTJZSA-N
DB01176	cyclizine-2hcl	Cyclizine	UVKZSORBKUEBAZ-UHFFFAOYSA-N
DB01177	Idarubicin	Idarubicin	XDXDZDZNSLXDNA-TZNDIEGXSA-N
DB01178	Chlormezanone(Trancopal)	Chlormezanone	WEQAYVWKMWHEJO-UHFFFAOYSA-N
DB01181	Ifosfamide	Ifosfamide	HOMGKSMUEGBAAB-UHFFFAOYSA-N
DB01182	Propafenone(Rytmonorm)	Propafenone	JWHAUXFOSRPERK-UHFFFAOYSA-N
DB01183	naloxone-hcl	Naloxone	UZHSEJADLWPNLE-GRGSLBFTSA-N
DB01184	Domperidone(Motilium)	Domperidone	FGXWKSZFVQUSTL-UHFFFAOYSA-N
DB01186	Pergolide-mesylate	Pergolide	YEHCICAEULNIGD-MZMPZRCHSA-N
DB01188	Ciclopirox-Penlac	Ciclopirox	SCKYRAXSEDYPSA-UHFFFAOYSA-N
DB01188	ciclopirox-ethanolamine	Ciclopirox	SCKYRAXSEDYPSA-UHFFFAOYSA-N
DB01190	Clindamycin-hydrochloride(Dalacin)	Clindamycin	KDLRVYVGXIQJDK-NOWPCOIGSA-N
DB01190	clindamycin	Clindamycin	KDLRVYVGXIQJDK-NOWPCOIGSA-N
DB01193	acebutolol-hcl	Acebutolol	GOEMGAFJFRBGGG-UHFFFAOYSA-N
DB01194	brinzolamide	Brinzolamide	HCRKCZRJWPKOAR-JTQLQIEISA-N
DB01197	captopril-capoten	Captopril	FAKRSMQSSFJEIM-RQJHMYQMSA-N
DB01201	Rifapentine(Priftin)	Rifapentine	WDZCUPBHRAEYDL-GZAUEHORSA-N
DB01202	Levetiracetam	Levetiracetam	HPHUVLMMVZITSG-LURJTMIESA-N
DB01205	Flumazenil	Flumazenil	OFBIFZUFASYYRE-UHFFFAOYSA-N
DB01206	Lomustine(CeeNU)	Lomustine	GQYIWUVLTXOXAJ-UHFFFAOYSA-N
DB01208	sparfloxacin	Sparfloxacin	DZZWHBIBMUVIIW-DTORHVGOSA-N
DB01211	clarithromycin	Clarithromycin	AGOYDEPGAOXOCK-KCBOHYOISA-N
DB01216	Finasteride	Finasteride	DBEPLOCGEIEOCV-WSBQPABSSA-N
DB01217	Anastrozole	Anastrozole	YBBLVLTVTVSKRW-UHFFFAOYSA-N
DB01220	Rifaximin(Xifaxan)	Rifaximin	NZCRJKRKKOLAOJ-XRCRFVBUSA-N
DB01222	Budesonide	Budesonide	VOVIALXJUBGFJZ-KWVAZRHASA-N
DB01223	Aminophylline(Truphylline)	Aminophylline	FQPFAHBPWDRTLU-UHFFFAOYSA-N
DB01224	Quetiapine-fumarate(Seroquel)	Quetiapine	URKOMYMAXPYINW-UHFFFAOYSA-N
DB01229	Paclitaxel(Taxol)	Paclitaxel	RCINICONZNJXQF-MZXODVADSA-N
DB01234	Betamethasone-(Celestone)	Dexamethasone	UREBDLICKHMUKA-CXSFZGCWSA-N
DB01234	Dexamethasone	Dexamethasone	UREBDLICKHMUKA-CXSFZGCWSA-N
DB01235	Levodopa(Sinemet)	Levodopa	WTDRDQBEARUVNC-LURJTMIESA-N
DB01238	aripiprazole-abilify	Aripiprazole	CEUORZQYGODEFX-UHFFFAOYSA-N
DB01239	Chlorprothixene	Chlorprothixene	WSPOMRSOLSGNFJ-AUWJEWJLSA-N
DB01241	Gemfibrozil(Lopid)	Gemfibrozil	HEMJJKBWTPKOJG-UHFFFAOYSA-N
DB01242	Clomipramine-hydrochloride-Anafranil	Clomipramine	GDLIGKIOYRNHDA-UHFFFAOYSA-N
DB01243	Chloroxine	Chloroxine	WDFKMLRRRCGAKS-UHFFFAOYSA-N
DB01245	decamethonium-bromide	Decamethonium	MTCUAOILFDZKCO-UHFFFAOYSA-N
DB01248	Docetaxel(Taxotere)	Docetaxel	ZDZOTLJHXYCWBA-VCVYQWHSSA-N
DB01250	olsalazine-sodium	Olsalazine	QQBDLJCYGRGAKP-FOCLMDBBSA-N
DB01251	gliquidone	Gliquidone	LLJFMFZYVVLQKT-UHFFFAOYSA-N
DB01252	mitiglinide-calcium	Mitiglinide	WPGGHFDDFPHPOB-BBWFWOEESA-N
DB01254	Dasatinib	Dasatinib	ZBNZXTGUTAYRHI-UHFFFAOYSA-N
DB01256	retapamulin	Retapamulin	STZYTFJPGGDRJD-NHUWBDDWSA-N
DB01259	Lapatinib-Ditosylate	Lapatinib	BCFGMOOMADDAQU-UHFFFAOYSA-N
DB01259	lapatinib	Lapatinib	BCFGMOOMADDAQU-UHFFFAOYSA-N
DB01260	Desonide	Desonide	WBGKWQHBNHJJPZ-LECWWXJVSA-N
DB01261	Sitagliptin	Sitagliptin	MFFMDFFZMYYVKS-SECBINFHSA-N
DB01262	Decitabine	Decitabine	XAUDJQYHKZQPEU-KVQBGUIXSA-N
DB01263	Posaconazole	Posaconazole	RAGOYPUPXAKGKH-XAKZXMRKSA-N
DB01264	Darunavir-Ethanolate(Prezista)	Darunavir	CJBJHOAVZSMMDJ-HEXNFIEUSA-N
DB01265	Telbivudine(Sebivo)	Telbivudine	IQFYYKKMVGJFEH-CSMHCCOUSA-N
DB01267	Paliperidone(Invega)	Paliperidone	PMXMIIMHBWHSKN-UHFFFAOYSA-N
DB01268	Sunitinib-Malate-(Sutent)	Sunitinib	WINHZLLDWRZWRT-ATVHPVEESA-N
DB01273	Varenicline-tartrate	Varenicline	JQSHBVHOMNKWFT-DTORHVGOSA-N
DB01274	formoterol-hemifumarate	Arformoterol	BPZSYCZIITTYBL-YJYMSZOUSA-N
DB01275	Hydralazine-hydrochloride	Hydralazine	RPTUSVTUFVMDQK-UHFFFAOYSA-N
DB01280	Arranon	Nelarabine	IXOXBSCIXZEQEQ-UHTZMRCNSA-N
DB01283	lumiracoxib-cox-189	Lumiracoxib	KHPKQFYUPIUARC-UHFFFAOYSA-N
DB01294	bismuth-subsalicylate	Bismuth subsalicylate	ZREIPSZUJIFJNP-UHFFFAOYSA-K
DB01299	Sulfadoxine(Sulphadoxine)	Sulfadoxine	PJSFRIWCGOHTNF-UHFFFAOYSA-N
DB01329	cefoperazone-cefobid	Cefoperazone	GCFBRXLSHGKWDP-XCGNWRKASA-N
DB01337	Pancuronium-bromide(Pavulon)	Pancuronium	GVEAYVLWDAFXET-XGHATYIMSA-N
DB01339	Vecuronium-Bromide	Vecuronium	BGSZAXLLHYERSY-XQIGCQGXSA-N
DB01340	cilazapril-monohydrate-inhibace	Cilazapril	HHHKFGXWKKUNCY-FHWLQOOXSA-N
DB01357	Mestranol	Mestranol	IMSSROKUHAOUJS-MJCUULBUSA-N
DB01366	procaterol-hcl	Procaterol	FKNXQNWAXFXVNW-BLLLJJGKSA-N
DB01367	rasagiline-mesylate	Rasagiline	RUOKEQAAGRXIBM-GFCCVEGCSA-N
DB01380	Cortisone-acetate-Cortone	Cortisone acetate	ITRJWOMZKQRYTA-RFZYENFJSA-N
DB01392	Yohimbine-hydrochloride(Antagonil)	Yohimbine	BLGXFZZNTVWLAY-SCYLSFHTSA-N
DB01395	Drospirenone	Drospirenone	METQSPRSQINEEU-HXCATZOESA-N
DB01399	sasapyrine	Salsalate	WVYADZUPLLSGPU-UHFFFAOYSA-N
DB01400	Neostigmine-bromide(Prostigmin)	Neostigmine	ALWKGYPQUAPLQC-UHFFFAOYSA-N
DB01409	Tiotropium-Bromide-hydrate	Tiotropium	LERNTVKEWCAPOY-DZZGSBJMSA-N
DB01412	Theobromine(3,7-Dimethylxanthine)	Theobromine	YAPQBXQYLJRXSA-UHFFFAOYSA-N
DB01424	amidopyrine	Aminophenazone	RMMXTBMQSGEXHJ-UHFFFAOYSA-N
DB01435	antipyrine	Antipyrine	VEQOALNAAJBPNY-UHFFFAOYSA-N
DB01436	Alfacalcidol	Alfacalcidol	OFHCOWSQAMBJIW-AVJTYSNKSA-N
DB01495	antipyrine	Dichloralphenazone	ATKXDQOHNICLQW-UHFFFAOYSA-N
DB01581	sulfamerazine	Sulfamerazine	QPPBRPIAZZHUNT-UHFFFAOYSA-N
DB01582	sulfamethazine	Sulfamethazine	ASWVTGNCAZCNNR-UHFFFAOYSA-N
DB01583	l-thyroxine	Liotrix	LKYWLLWWYBVUPP-XOCLESOZSA-L
DB01586	Chenodeoxycholic-acid	Ursodeoxycholic acid	RUDATBOHQWOJDD-UZVSRGJWSA-N
DB01586	Ursodiol(Actigal)	Ursodeoxycholic acid	RUDATBOHQWOJDD-UZVSRGJWSA-N
DB01590	Everolimus(RAD001)	Everolimus	HKVAMNSJSFKALM-GKUWKFKPSA-N
DB01591	solifenacin-succinate	Solifenacin	FBOUYBDGKBSUES-VXKWHMMOSA-N
DB01599	probucol	Probucol	FYPMFJGVHOHGLL-UHFFFAOYSA-N
DB01601	Lopinavir	Lopinavir	KJHKTHWMRKYKJE-SUGCFTRWSA-N
DB01607	ticarcillin-sodium	Ticarcillin	OHKOGUYZJXTSFX-KZFFXBSXSA-N
DB01609	Deferasirox(Exjade)	Deferasirox	BOFQWVMAQOTZIW-UHFFFAOYSA-N
DB01616	alverine-citrate	Alverine	ZPFXAOWNKLFJDN-UHFFFAOYSA-N
DB01627	Lincomycin-hydrochloride(Lincocin)	Lincomycin	OJMMVQQUTAEWLP-KIDUDLJLSA-N
DB01638	D-Mannitol(Osmitrol)	Sorbitol	FBPFZTCFMRRESA-JGWLITMVSA-N
DB01638	Sorbitol(Glucitol)	Sorbitol	FBPFZTCFMRRESA-JGWLITMVSA-N
DB01645	Genistein	Genistein	TZBJGXHYKVUXJN-UHFFFAOYSA-N
DB01656	Roflumilast(Daxas)	Roflumilast	MNDBXUUTURYVHR-UHFFFAOYSA-N
DB01698	Rutin(Rutoside)	Rutin	IKGXIBQEEMLURG-NVPNHPEKSA-N
DB01708	Dehydroepiandrosterone(DHEA)	Prasterone	FMGSKLZLMKYGDP-USOAJAOKSA-N
DB01782	SP600125	2,6-Dihydroanthra/1,9-Cd/Pyrazol-6-One	ACPOUJIDANTYHO-UHFFFAOYSA-N
DB01783	Pantothenic-acid(pantothenate)	Pantothenic acid	GHOKWGTUZJEAQD-ZETCQYMHSA-N
DB01809	pp1	1-Ter-Butyl-3-P-Tolyl-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine	ZVPDNRVYHLRXLX-UHFFFAOYSA-N
DB01852	Kaempferol	Kaempherol	IYRMWMYZSQPJKC-UHFFFAOYSA-N
DB01880	Caffeic-acid	3,4-Dihydroxycinnamic Acid	QAIPRVGONGVQAS-DUXPYHPUSA-N
DB01914	Dextrose(D-glucose)	D-glucose	GZCGUPFRVQAUEE-SLPGGIOYSA-N
DB01944	blebbistatin	(S)-blebbistatin	LZAXPYOBKSJSEX-GOSISDBHSA-N
DB01954	Rolipram	Rolipram	HJORMJIFDVBMOB-UHFFFAOYSA-N
DB01954	sRolipram	Rolipram	HJORMJIFDVBMOB-UHFFFAOYSA-N
DB01956	Taurine	Taurine	XOAAWQZATWQOTB-UHFFFAOYSA-N
DB02010	Staurosporine	Staurosporine	HKSZLNNOFSGOKW-FYTWVXJKSA-N
DB02032	captopril-capoten	1-(3-Mercapto-2-Methyl-Propionyl)-Pyrrolidine-2-Carboxylic Acid	FAKRSMQSSFJEIM-BQBZGAKWSA-N
DB02097	Cytarabine(Cytosar-U)	Cytidine	UHDGCWIWMRVCDJ-XVFCMESISA-N
DB02097	cytidine	Cytidine	UHDGCWIWMRVCDJ-XVFCMESISA-N
DB02161	homatropine-bromide	Hydroxy-Phenyl-Acetic Acid 8-Methyl-8-Aza-Bicyclo[3.2.1]Oct-3-Yl Ester	ZTVIKZXZYLEVOL-LXTVHRRPSA-N
DB02174	D-glutamine	D-Glutamine	ZDXPYRJPNDTMRX-GSVOUGTGSA-N
DB02174	Glutamine	D-Glutamine	ZDXPYRJPNDTMRX-GSVOUGTGSA-N
DB02224	Taxifolin(Dihydroquercetin)	Taxifolin	CXQWRCVTCMQVQX-LSDHHAIUSA-N
DB02255	gm6001	GM6001	NITYDPDXAAFEIT-DYVFJYSZSA-N
DB02262	Orotic-acid(6-Carboxyuracil)	Orotic Acid	PXQPEWDEAKTCGB-UHFFFAOYSA-N
DB02342	2-Methoxyestradiol(2ME2)	2-Methoxyestradiol	CQOQDQWUFQDJMK-SSTWWWIQSA-N
DB02375	Myricetin(Cannabiscetin)	Myricetin	IKMDFBPHZNJCSN-UHFFFAOYSA-N
DB02424	geldanamycin	Geldanamycin	QTQAWLPCGQOSGP-KSRBKZBZSA-N
DB02546	Vorinostat-(SAHA)	Vorinostat	WAEXFXRVDQXREF-UHFFFAOYSA-N
DB02565	m344	4-(dimethylamino)-N-[7-(hydroxyamino)-7-oxoheptyl]benzamide	MXWDSZWTBOCWBK-UHFFFAOYSA-N
DB02587	forskolin	Colforsin	OHCQJHSOBUTRHG-KGGHGJDLSA-N
DB02648	L-carnitine(Levocarnitine)	(3-Carboxy-2-(R)-Hydroxy-Propyl)-Trimethyl-Ammonium	PHIQHXFUZVPYII-ZCFIWIBFSA-O
DB02656	LY294002	LY-294002	CZQHHVNHHHRRDU-UHFFFAOYSA-N
DB02701	Nicotinamide(Niacinamide)	Nicotinamide	DFPAKSUCGFBDDF-UHFFFAOYSA-N
DB02709	Resveratrol	Resveratrol	LUKBXSAWLPMMSZ-OWOJBTEDSA-N
DB02740	3-Indolebutyric-acid(IBA)	3-Indolebutyric Acid	JTEDVYBZBROSJT-UHFFFAOYSA-N
DB02745	uridine	Uridine	DRTQHJPVMGBUCF-XVFCMESISA-N
DB02789	pregnenolone	Pregnenolone	ORNBQBCIOKFOEO-QGVNFLHTSA-N
DB02854	epiandrosterone-3beta-androsterone	Aetiocholanolone	QGXBDMJGAMFCBF-BNSUEQOYSA-N
DB02857	guanosine	Guanosine	NYHBQMYGNKIUIF-UUOKFMHZSA-N
DB02857	guanosine-hydrate	Guanosine	NYHBQMYGNKIUIF-UUOKFMHZSA-N
DB02932	Bicalutamide(Casodex)	(R)-Bicalutamide	LKJPYSCBVHEWIU-KRWDZBQOSA-N
DB02959	5-hydroxytryptophan(5-HTP)	Oxitriptan	LDCYZAJDBXYCGN-VIFPVBQESA-N
DB03010	Epothilone-B	Patupilone	QXRSDHAAWVKZLJ-PVYNADRNSA-N
DB03023	pp2	1-Tert-Butyl-3-(4-Chloro-Phenyl)-1h-Pyrazolo[3,4-D]Pyrimidin-4-Ylamine	PBBRWFOVCUAONR-UHFFFAOYSA-O
DB03034	Levofloxacin(Levaquin)	D-Levofloxacin	GSDSWSVVBLHKDQ-SNVBAGLBSA-N
DB03034	Ofloxacin(Floxin)	D-Levofloxacin	GSDSWSVVBLHKDQ-SNVBAGLBSA-N
DB03044	BIRB-796-(Doramapimod)	1-(5-Tert-Butyl-2-P-Tolyl-2h-Pyrazol-3-Yl)-3-[4-(2-Morpholin-4-Yl-Ethoxy)-Naphthalen-1-Yl]-Urea	MVCOAUNKQVWQHZ-UHFFFAOYSA-N
DB03068	zebularine	Zebularine	RPQZTTQVRYEKCR-WCTZXXKLSA-N
DB03115	PD318088	5-Bromo-N-[(2S)-2,3-dihydroxypropoxy]-3,4-difluoro-2-[(2-fluoro-4-iodophenyl)amino]benzamide	XXSSGBYXSKOLAM-QMMMGPOBSA-N
DB03125	trimethoprim	2,4-Diamino-5-(3,4,5-Trimethoxy-Benzyl)-Pyrimidin-1-Ium	IEDVJHCEMCRBQM-UHFFFAOYSA-O
DB03128	Acetylcholine-chloride	Acetylcholine	OIPILFWXSMYKGL-UHFFFAOYSA-N
DB03256	Leucovorin-Calcium	(6R)-Folinic acid	VVIAGPKUTFNRDU-OLZOCXBDSA-N
DB03256	calcium-levofolinate-calcium-folinate	(6R)-Folinic acid	VVIAGPKUTFNRDU-OLZOCXBDSA-N
DB03283	L(+)-Rhamnose-Monohydrate	beta-L-fucose	SHZGCJCMOBCMKK-KGJVWPDLSA-N
DB03285	Isoliquiritigenin	2',4,4'-Trihydroxychalcone	DXDRHHKMWQZJHT-FPYGCLRLSA-N
DB03322	propranolol-hcl	Dexpropranolol	AQHHHDLHHXJYJD-CQSZACIVSA-N
DB03419	uracil	Uracil	ISAKRJDGNUQOIC-UHFFFAOYSA-N
DB03424	Ubenimex(Bestatin)	Ubenimex	VGGGPCQERPFHOB-RDBSUJKOSA-N
DB03467	Naringenin	Naringenin	FTVWIRXFELQLPI-ZDUSSCGKSA-N
DB03485	L(+)-Rhamnose-Monohydrate	Alpha-D-Fucose	SHZGCJCMOBCMKK-PHYPRBDBSA-N
DB03496	flavopiridol-hydrochloride	Alvocidib	BIIVYFLTOXDAOV-YVEFUNNKSA-N
DB03528	Adenosine(Adenocard)	9-Beta-D-Xylofuranosyl-Adenine	OIRDTQYFTABQOQ-GAWUUDPSSA-N
DB03528	Vidarabine(Vira-A)	9-Beta-D-Xylofuranosyl-Adenine	OIRDTQYFTABQOQ-GAWUUDPSSA-N
DB03604	tiratricol	Tiratricol	UOWZUVNAGUAEQC-UHFFFAOYSA-N
DB03606	Rolipram	(S)-Rolipram	HJORMJIFDVBMOB-GFCCVEGCSA-N
DB03606	sRolipram	(S)-Rolipram	HJORMJIFDVBMOB-GFCCVEGCSA-N
DB03701	Vanoxerine(GBR-12909)	Vanoxerine	NAUWTFJOPJWYOT-UHFFFAOYSA-N
DB03754	trometamol	Tromethamine	LENZDBCJOHFCAS-UHFFFAOYSA-N
DB03773	L(+)-Rhamnose-Monohydrate	alpha-D-quinovopyranose	SHZGCJCMOBCMKK-DVKNGEFBSA-N
DB03783	phenacetin	Phenacetin	CPJSUEIXXCENMM-UHFFFAOYSA-N
DB03791	gw3965	(3-{3-[[2-Chloro-3-(Trifluoromethyl)Benzyl](2,2-Diphenylethyl)Amino]Propoxy}Phenyl)Acetic Acid	NAXSRXHZFIBFMI-UHFFFAOYSA-N
DB03849	Cilomilast(SB-207499)	Cilomilast	CFBUZOUXXHZCFB-OYOVHJISSA-N
DB03880	bb-94	Batimastat	XFILPEOLDIKJHX-QYZOEREBSA-N
DB03894	rasagiline-mesylate	N-Propargyl-1(S)-Aminoindan	RUOKEQAAGRXIBM-LBPRGKRZSA-N
DB03921	ly364947	4-(3-Pyridin-2-Yl-1h-Pyrazol-4-Yl)Quinoline	IBCXZJCWDGCXQT-UHFFFAOYSA-N
DB04038	Ergosterol	Ergosterol	DNVPQKQSNYMLRS-APGDWVJJSA-N
DB04062	L(+)-Rhamnose-Monohydrate	Beta-D-Fucose	SHZGCJCMOBCMKK-FPRJBGLDSA-N
DB04076	hypoxanthine	Hypoxanthine	FDGQSTZJBFJUBT-UHFFFAOYSA-N
DB04104	3-methyladenine	3-Methyladenine	FSASIHFSFGAIJM-UHFFFAOYSA-N
DB04115	Berberine-Hydrochloride	Berberine	YBHILYKTIRIUTE-UHFFFAOYSA-N
DB04149	Rolipram	(R)-Rolipram	HJORMJIFDVBMOB-LBPRGKRZSA-N
DB04149	sRolipram	(R)-Rolipram	HJORMJIFDVBMOB-LBPRGKRZSA-N
DB04209	dequalinium-chloride	Dequalinium	PCSWXVJAIHCTMO-UHFFFAOYSA-P
DB04216	Quercetin(Sophoretin)	Quercetin	REFJWTPEDVJJIY-UHFFFAOYSA-N
DB04263	geneticin-g418-sulfate	Geneticin	BRZYSWJRSDMWLG-DJWUNRQOSA-N
DB04297	Trichostatin-A	7-[4-(Dimethylamino)Phenyl]-N-Hydroxy-4,6-Dimethyl-7-Oxo-2,4-Heptadienamide	RTKIYFITIVXBLE-QEQCGCAPSA-N
DB04335	inosine	Inosine	UGQMRVRMYYASKQ-KQYNXXCUSA-N
DB04365	arecoline	Arecoline	HJJPJSXJAXAIPN-UHFFFAOYSA-N
DB04441	Fludarabine(Fludara)	2-Fluoroadenosine	HBUBKKRHXORPQB-UUOKFMHZSA-N
DB04473	L(+)-Rhamnose-Monohydrate	Alpha-L-Fucose	SHZGCJCMOBCMKK-SXUWKVJYSA-N
DB04485	Telbivudine(Sebivo)	Thymidine	IQFYYKKMVGJFEH-XLPZGREQSA-N
DB04540	cholesterol	Cholesterol	HVYWMOMLDIMFJA-DPAQBDIFSA-N
DB04552	niflumic-acid	Niflumic acid	JZFPYUNJRRFVQU-UHFFFAOYSA-N
DB04572	Thiotepa(Thioplex)	Thiotepa	FOCVUCIESVLUNU-UHFFFAOYSA-N
DB04573	Estriol(Oestriol)	Estriol	PROQIPRRNZUXQM-ZXXIGWHRSA-N
DB04576	Fleroxacin(Quinodis)	Fleroxacin	XBJBPGROQZJDOJ-UHFFFAOYSA-N
DB04599	Aniracetam	Aniracetam	ZXNRTKGTQJPIJK-UHFFFAOYSA-N
DB04650	biotin-vitamin-b7	5-[(3AS,4R,6AR)-2-OXOHEXAHYDRO-1H-THIENO[3,4-D]IMIDAZOL-4-YL]PENTANOIC ACID	YBJHBAHKTGYVGT-OOZYFLPDSA-N
DB04665	coumarin	Coumarin	ZYGHJZDHTFUPRJ-UHFFFAOYSA-N
DB04690	Camptothecine	Camptothecin	VSJKWCGYPAHWDS-FQEVSTJZSA-N
DB04703	Hesperidin	Hesperidin	QUQPHWDTPGMPEX-QJBIFVCTSA-N
DB04703	Methyl-Hesperidin	Hesperidin	QUQPHWDTPGMPEX-QJBIFVCTSA-N
DB04725	licofelone	Licofelone	UAWXGRJVZSAUSZ-UHFFFAOYSA-N
DB04743	nimesulide	Nimesulide	HYWYRSMBCFDLJT-UHFFFAOYSA-N
DB04769	AS-605240	5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE	SQWZFLMPDUSYGV-POHAHGRESA-N
DB04794	bifonazole	Bifonazole	OCAPBUJLXMYKEJ-UHFFFAOYSA-N
DB04835	Maraviroc	Maraviroc	GSNHKUDZZFZSJB-QYOOZWMWSA-N
DB04838	cyclandelate	Cyclandelate	WZHCOOQXZCIUNC-UHFFFAOYSA-N
DB04839	cyproterone-acetate	Cyproterone acetate	UWFYSQMTEOIJJG-FDTZYFLXSA-N
DB04841	flunarizine-dihydrochloride	Flunarizine	SMANXXCATUTDDT-QPJJXVBHSA-N
DB04847	fg-4592	Roxadustat	YOZBGTLTNGAVFU-UHFFFAOYSA-N
DB04849	Cediranib	Cediranib	XXJWYDDUDKYVKI-UHFFFAOYSA-N
DB04854	Febuxostat(Uloric)	Febuxostat	BQSJTQLCZDPROO-UHFFFAOYSA-N
DB04855	dronedarone-hcl-multaq	Dronedarone	ZQTNQVWKHCQYLQ-UHFFFAOYSA-N
DB04861	Nebivolol(Bystolic)	Nebivolol	KOHIRBRYDXPAMZ-UHFFFAOYSA-N
DB04864	(-)-Huperzine-A	Huperzine A	ZRJBHWIHUMBLCN-YQEJDHNASA-N
DB04868	Nilotinib	Nilotinib	HHZIURLSWUIHRB-UHFFFAOYSA-N
DB04871	lorcaserin-hcl	Lorcaserin	XTTZERNUQAFMOF-QMMMGPOBSA-N
DB04876	vildagliptin-laf-237	Vildagliptin	SYOKIDBDQMKNDQ-XWTIBIIYSA-N
DB04879	Vatalanib,Dihydrochloride-Salt	Vatalanib	YCOYDOIWSSHVCK-UHFFFAOYSA-N
DB04884	Dapoxetine-hydrochloride(Priligy)	Dapoxetine	USRHYDPUVLEVMC-FQEVSTJZSA-N
DB04890	bepotastine-besilate	Bepotastine	YWGDOWXRIALTES-UHFFFAOYSA-N
DB04896	milnacipran-hydrochloride	Milnacipran	GJJFMKBJSRMPLA-UHFFFAOYSA-N
DB04910	oxibendazole	Oxibendazole	RAOCRURYZCVHMG-UHFFFAOYSA-N
DB04920	cleviprex-clevidipine	Clevidipine	KPBZROQVTHLCDU-UHFFFAOYSA-N
DB04944	Acadesine	Acadesine	RTRQQBHATOEIAF-UUOKFMHZSA-N
DB04946	Iloperidone(Fanapt)	Iloperidone	XMXHEBAFVSFQEX-UHFFFAOYSA-N
DB04951	pirfenidone	Pirfenidone	ISWRGOKTTBVCFA-UHFFFAOYSA-N
DB04960	Tipifarnib(R115777)	Tipifarnib	PLHJCIYEEKOWNM-HHHXNRCGSA-N
DB05015	Belinostat	Belinostat	NCNRHFGMJRPRSK-MDZDMXLPSA-N
DB05016	PTC124	Ataluren	OOUGLTULBSNHNF-UHFFFAOYSA-N
DB05022	Amonafide	Amonafide	UPALIKSFLSVKIS-UHFFFAOYSA-N
DB05039	indacaterol-maleate	Indacaterol	QZZUEBNBZAPZLX-QFIPXVFZSA-N
DB05057	erdosteine	Erdosteine	QGFORSXNKQLDNO-UHFFFAOYSA-N
DB05134	17-AAG(Geldanamycin)	Tanespimycin	AYUNIORJHRXIBJ-TXHRRWQRSA-N
DB05154	pa-824	Pretomanid	ZLHZLMOSPGACSZ-NSHDSACASA-N
DB05220	MLN8237	Alisertib	ZLHFILGSQDJULK-UHFFFAOYSA-N
DB05223	SB939	Pracinostat	JHDKZFFAIZKUCU-ZRDIBKRKSA-N
DB05289	Flurbiprofen(Ansaid)	Tarenflurbil	SYTBZMRGLBWNTM-SNVBAGLBSA-N
DB05294	Vandetanib	Vandetanib	UHTHHESEBZOYNR-UHFFFAOYSA-N
DB05351	Lansoprazole	Dexlansoprazole	MJIHNNLFOKEZEW-RUZDIDTESA-N
DB05351	dexlansoprazole	Dexlansoprazole	MJIHNNLFOKEZEW-RUZDIDTESA-N
DB05424	CI-1033(Canertinib)	Canertinib	OMZCMEYTWSXEPZ-UHFFFAOYSA-N
DB05465	Tandutinib-(MLN518)	Tandutinib	UXXQOJXBIDBUAC-UHFFFAOYSA-N
DB05470	VX-702	VX-702	FYSRKRZDBHOFAY-UHFFFAOYSA-N
