drugbank_id	name	inchi_key
DB06891	5-{[(4-amino-3-chloro-5-fluorophenyl)sulfonyl]amino}-1,3,4-thiadiazole-2-sulfonamide	HOLJYLOVIHBQHO-UHFFFAOYSA-N
DB06892	(5s)-4,5-difluoro-6-[(2-fluoro-4-iodophenyl)imino]-n-(2-hydroxyethoxy)cyclohexa-1,3-diene-1-carboxamide	BDLJJGJCIWWATJ-OOHURIHSSA-N
DB06893	1-decane-sulfonic-acid	KVGOXGQSTGQXDD-UHFFFAOYSA-N
DB06894	1-dodecanol	LQZZUXJYWNFBMV-UHFFFAOYSA-N
DB06896	1-(4-fluorophenyl)-n-[3-fluoro-4-(1h-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]-2-oxo-1,2-dihydropyridine-3-carboxamide	OBSFXHDOLBYWRJ-UHFFFAOYSA-N
DB06897	3-[3-chloro-5-(5-{[(1s)-1-phenylethyl]amino}isoxazolo[5,4-c]pyridin-3-yl)phenyl]propan-1-ol	MMGKIHLBFPJYJL-HNNXBMFYSA-N
DB06898	4-(2-amino-1-methyl-1h-imidazo[4,5-b]pyridin-6-yl)phenol	UGJXOCBVCWTJFP-UHFFFAOYSA-N
DB06899	n-{2-[6-(2,4-diamino-6-ethylpyrimidin-5-yl)-2,2-dimethyl-3-oxo-2,3-dihydro-4h-1,4-benzothiazin-4-yl]ethyl}acetamide	RMEVNJZCKDVVND-UHFFFAOYSA-N
DB06900	1-[4-(hydroxymethyl)phenyl]guanidine	JAFHTIHHRCEJDS-UHFFFAOYSA-N
DB06901	2-(2-hydroxy-cyclopentyl)-pent-4-enal	NEWBFDLFXDTFGD-AEJSXWLSSA-N
DB06902	4-(1-methyl-1-phenylethyl)phenol	QBDSZLJBMIMQRS-UHFFFAOYSA-N
DB06903	(1s,3as,5ar,8as)-1,7,7-trimethyl-1,2,3,3a,5a,6,7,8-octahydrocyclopenta[c]pentalene-4-carboxylic acid	DCFDRCCHOOORSB-JOXOIDLHSA-N
DB06904	(5s,6s)-6-[(r)acetoxyeth-2-yl]-penem-3-carboxylatepropane	KYVQFVHQVGHNFK-UISBYWKRSA-N
DB06905	(2s,3s,4e,6e,8s,9s)-3-amino-9-methoxy-2,6,8-trimethyl-10-phenyldeca-4,6-dienoic acid	HJVCHYDYCYBBQX-HLTLHRPFSA-N
DB06906	ethyl 2-amino-4-hydroxypyrimidine-5-carboxylate	HRRHGLKNOJHIGY-UHFFFAOYSA-N
DB06907	2-(2,6-dichlorophenyl)-1,3-benzoxazole-6-carboxylic acid	XVNRKPCHMYOPPL-UHFFFAOYSA-N
DB06908	(2s)-3-(1-{[2-(2-chlorophenyl)-5-methyl-1,3-oxazol-4-yl]methyl}-1h-indol-5-yl)-2-ethoxypropanoic acid	PAWOPJKHTZCKMT-QFIPXVFZSA-N
DB06909	1-ethyl-n-(phenylmethyl)-4-(tetrahydro-2h-pyran-4-ylamino)-1h-pyrazolo[3,4-b]pyridine-5-carboxamide	QZGJNFBMYYEFGM-UHFFFAOYSA-N
DB06910	[4-r-(4-alpha,6-beta,7-beta]-hexahydro-5,6-di(hydroxy)-1,3-di(allyl)-4,7-bisphenylmethyl)-2h-1,3-diazepinone	IWJSQELMWLOYSO-LWSSLDFYSA-N
DB06911	d-leucyl-n-(3-chlorobenzyl)-l-prolinamide	FHVBVJXZKNCSLP-CVEARBPZSA-N
DB06912	undeca-3,7-diene-1,3,7,11-tetracarbaldehyde	WRPMDTWVLJJHMV-UHFFFAOYSA-N
DB06913	(3r)-3-[3,5-bis(trifluoromethyl)anilino]-2-cyano-3-sulfanylpropanamide	ZTUMRSFHUOBXAC-LHIURRSHSA-N
DB06914	1-({2-[2-(4-chlorophenyl)ethyl]-1,3-dioxolan-2-yl}methyl)-1h-imidazole	NPIOYRIZNLPLDH-UHFFFAOYSA-N
DB06915	naphthalene-1,2,4,5,7-pentol	IISYZEMBGRNYTH-UHFFFAOYSA-N
DB06916	n-[2-(1,3-benzodioxol-5-yl)ethyl]-1-[2-(1h-imidazol-1-yl)-6-methylpyrimidin-4-yl]-d-prolinamide	LBCGUKCXRVUULK-QGZVFWFLSA-N
DB06917	(4-fluorophenyl)(pyridin-4-yl)methanone	WTRWBYGUMQEFFI-UHFFFAOYSA-N
DB06918	2-(2-methylphenyl)-1h-indole-6-carboximidamide	ZRYXDGAKQGRHFG-UHFFFAOYSA-N
DB06919	d-phenylalanyl-n-(3-chlorobenzyl)-l-prolinamide	CJHLRGCXPGIPCB-MOPGFXCFSA-N
DB06920	eribaxaban	QQBKAVAGLMGMHI-WIYYLYMNSA-N
DB06921	(2s)-2-[3-(aminomethyl)phenyl]-3-[(r)-hydroxy{(1r)-2-methyl-1-[(phenylsulfonyl)amino]propyl}phosphoryl]propanoic acid	FNZHLCNFXRRIIC-RBUKOAKNSA-N
DB06922	2-[(1r)-1-carboxy-2-naphthalen-1-ylethyl]-1,3-dioxo-2,3-dihydro-1h-isoindole-5-carboxylic acid	CZNPWASYMRBJCX-GOSISDBHSA-N
DB06923	2-(3-methylphenyl)-1h-indole-5-carboximidamide	KJUSXMYSVXZFDJ-UHFFFAOYSA-N
DB06924	(2r)-2-benzyl-3-nitropropanoic acid	GCXOTBPCUQHSAO-SECBINFHSA-N
DB06925	3-(2-aminoquinazolin-6-yl)-4-methyl-n-[3-(trifluoromethyl)phenyl]benzamide	YEIASMOUYNOXGA-UHFFFAOYSA-N
DB06926	(9z,11e,13s)-13-hydroxyoctadeca-9,11-dienoic acid	HNICUWMFWZBIFP-IRQZEAMPSA-N
DB06927	[5-hydroxy-2-(4-hydroxyphenyl)-1-benzofuran-7-yl]acetonitrile	ZKJVCUXZMYKTLT-UHFFFAOYSA-N
DB06928	(2s)-2-{[hydroxy(4-iodobenzyl)phosphoryl]methyl}pentanedioic acid	PPTCQJLGUKWAEP-SNVBAGLBSA-N
DB06929	1-butanoyl-n-(4-carbamimidoylbenzyl)-l-prolinamide	RYAZZWWVNUWKNB-AWEZNQCLSA-N
DB06930	n-[amino(imino)methyl]-2-(2,5-diphenyl-1h-pyrrol-1-yl)acetamide	WVLDNAVUCUAGDP-UHFFFAOYSA-N
DB06931	(1-hydroxynonane-1,1-diyl)bis(phosphonic acid)	COHUUYPEYRMWTH-UHFFFAOYSA-N
DB06932	10,11-dimethoxy-4-methyldibenzo[c,f]-2,7-naphthyridine-3,6-diamine	NVINUNQBDNEMSY-UHFFFAOYSA-N
DB06933	n-(tert-butyl)-4-[5-(pyridin-2-ylamino)quinolin-3-yl]benzenesulfonamide	GJTCKUKIFXWJKG-UHFFFAOYSA-N
DB06934	(1r)-3-chloro-1-phenylpropan-1-ol	JZFUHAGLMZWKTF-SECBINFHSA-N
DB06935	2',6'-difluorobiphenyl-4-carboxylic acid	CWWIIKLXUPZDOG-UHFFFAOYSA-N
DB06936	n-(4-carbamimidoylbenzyl)-1-(4-methylpentanoyl)-l-prolinamide	AEKJCSNKYXWOAQ-INIZCTEOSA-N
DB06937	4-(6-hydroxy-benzo[d]isoxazol-3-yl)benzene-1,3-diol	NBTXJDAHLMMIGY-UHFFFAOYSA-N
DB06938	4-[[2-[[4-chloro-3-(trifluoromethyl)phenyl]amino]-3h-benzimidazol-5-yl]oxy]-n-methyl-pyridine-2-carboxamide	ZJLSMLDOCGOURY-UHFFFAOYSA-N
DB06939	n-(trans-4-{(1s,2s)-2-amino-3-[(3s)-3-fluoropyrrolidin-1-yl]-1-methyl-3-oxopropyl}cyclohexyl)-n-methylacetamide	BZFQBRSDORUYAB-YDMUCJKGSA-N
DB06940	n-ethyl-4-{[5-(methoxycarbamoyl)-2-methylphenyl]amino}-5-methylpyrrolo[2,1-f][1,2,4]triazine-6-carboxamide	ZZTMFGIGOADCFX-UHFFFAOYSA-N
DB06941	(z)-2-[2-(4-methylpiperazin-1-yl)benzyl]diazenecarbothioamide	KAASZVAHBVMHCO-NXVVXOECSA-N
DB06942	n-(4-carbamimidoylbenzyl)-1-(3-phenylpropanoyl)-l-prolinamide	RNZKCCPFUWHBFY-IBGZPJMESA-N
DB06943	(3s)-1-{[4-(but-2-yn-1-yloxy)phenyl]sulfonyl}pyrrolidine-3-thiol	BLIQFUCBRCDFAI-ZDUSSCGKSA-N
DB06944	n-(3-cyclopropyl-1h-pyrazol-5-yl)-2-(2-naphthyl)acetamide	RIGZCVNCFXYBEG-UHFFFAOYSA-N
DB06945	n-hydroxy-4-({4-[4-(trifluoromethyl)phenoxy]phenyl}sulfonyl)tetrahydro-2h-pyran-4-carboxamide	FOSWRYKPHVPIDJ-UHFFFAOYSA-N
DB06946	(2s,3s)-3-(4-fluorophenyl)-2,3-dihydroxypropanoic acid	DWYLYIVEFVSGCP-YUMQZZPRSA-N
DB06947	1-[(2r)-2-aminobutanoyl]-n-(4-carbamimidoylbenzyl)-l-prolinamide	YHAMQFKGUUSJMU-KGLIPLIRSA-N
DB06948	2-anilino-6-cyclohexylmethoxypurine	XWWRLKIBRPJQJX-UHFFFAOYSA-N
DB06949	n'-[(1e)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]naphthalene-2-carbohydrazide	LVLHTGJPIBVDTM-ZVBGSRNCSA-N
DB06950	4-chloro-n'-[(1e)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide	ZDMUFSJTENTNDA-NGYBGAFCSA-N
DB06951	(3r)-3-ethyl-n-[(4-methylphenyl)sulfonyl]-l-aspartic acid	KPHLTCNXHCHMOW-MNOVXSKESA-N
DB06952	(2s)-2-hydroxy-2h-chromene-2-carboxylic acid	LGYIZQLNYONEFJ-JTQLQIEISA-N
DB06953	2-chloro-5-(3-chloro-phenyl)-6-[(4-cyano-phenyl)-(3-methyl-3h-imidazol-4-yl)- methoxymethyl]-nicotinonitrile	JVWHVGIRXILXMU-XMMPIXPASA-N
DB06954	2-(cycloheptylmethyl)-1,1-dioxido-1-benzothiophen-6-yl sulfamate	BIASYWBGUYOWJR-UHFFFAOYSA-N
DB06955	3,4-bis(7-chloro-1h-indol-3-yl)-1h-pyrrole-2,5-dicarboxylic acid	OAMCCJASDLMTOO-UHFFFAOYSA-N
DB06956	n-(4-acetylphenyl)-5-(5-chloro-2,4-dihydroxyphenyl)-1h-pyrazole-4-carboxamide	BTTFXKUTBNGQTP-UHFFFAOYSA-N
DB06957	4-chloro-6-(4-{4-[4-(methylsulfonyl)benzyl]piperazin-1-yl}-1h-pyrazol-5-yl)benzene-1,3-diol	BDFJIEMVNDLSTB-UHFFFAOYSA-N
DB06958	5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-piperazin-1-yl-1h-pyrazole-3-carboxamide	SORAKBHHTGVZCS-UHFFFAOYSA-N
DB06959	(2s)-1-(3h-indol-3-yl)-3-{[5-(6-isoquinolinyl)-3-pyridinyl]oxy}-2-propanamine	BUCZDJYEOAQTHL-KEKNWZKVSA-N
DB06960	n-[(1r,2r,3e)-2-hydroxy-1-(hydroxymethyl)heptadec-3-en-1-yl]acetamide	BLTCBVOJNNKFKC-KTEGJIGUSA-N
DB06961	5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-[4-(morpholin-4-ylmethyl)phenyl]isoxazole-3-carboxamide	APGOABVITLQCKW-UHFFFAOYSA-N
DB06962	(5-(aminomethyl)-2h-spiro[benzofuran-3,4'-piperidine]-1'-yl)(5-(phenylethynyl)furan-2-yl)methanone	YKTUSHSSKIWDRY-UHFFFAOYSA-N
DB06963	3-[3-(3-methyl-6-{[(1s)-1-phenylethyl]amino}-1h-pyrazolo[4,3-c]pyridin-1-yl)phenyl]propanamide	ZFGCLYUGFRNYFE-INIZCTEOSA-N
DB06964	5-(5-chloro-2,4-dihydroxyphenyl)-n-ethyl-4-(4-methoxyphenyl)isoxazole-3-carboxamide	JXPCDMPJCKNLBY-UHFFFAOYSA-N
DB06965	hexylphosphonic acid (r)-2-methyl-3-phenylpropyl ester	MMTDYBZZRYOMFD-OAHLLOKOSA-N
DB06966	hexylphosphonic acid (s)-2-methyl-3-phenylpropyl ester	MMTDYBZZRYOMFD-HNNXBMFYSA-N
DB06967	6-ethyl-5-[9-(3-methoxypropyl)-9h-carbazol-2-yl]pyrimidine-2,4-diamine	MLSVRCGEBXIIQO-UHFFFAOYSA-N
DB06968	1,1'-hexane-1,6-diylbis(1h-imidazole)	CHRPUSCNMSNSKL-UHFFFAOYSA-N
DB06969	2-amino-4-[2,4-dichloro-5-(2-pyrrolidin-1-ylethoxy)phenyl]-n-ethylthieno[2,3-d]pyrimidine-6-carboxamide	WJUNQSYQHHIVFX-UHFFFAOYSA-N
DB06970	2-chloro-n-(3-cyano-5,6-dihydro-4h-cyclopenta[b]thiophen-2-yl)-5-diethylsulfamoyl-benzamide	MZCDQILVXXIMEV-UHFFFAOYSA-N
DB06971	n-{2-[(4'-cyano-1,1'-biphenyl-4-yl)oxy]ethyl}-n'-hydroxy-n-methylurea	GVMUNGGWXRKCEU-UHFFFAOYSA-N
DB06972	7a-[(4-cyanophenyl)methyl]-6-(3,5-dichlorophenyl)-5-oxo-2,3,5,7a-tetrahydro-1h-pyrrolo[1,2-a]pyrrole-7-carbonitrile	TZCXQSNBTXDAJG-QFIPXVFZSA-N
DB06973	4,4'-propane-2,2-diyldiphenol	IISBACLAFKSPIT-UHFFFAOYSA-N
DB06974	5-hydroxy-4-(7-methoxy-1,1-dioxido-2h-1,2,4-benzothiadiazin-3-yl)-2-(3-methylbutyl)-6-phenylpyridazin-3(2h)-one	HTTWNUWLEOXVKB-UHFFFAOYSA-N
DB06976	1-(5-oxo-2,3,5,9b-tetrahydro-1h-pyrrolo[2,1-a]isoindol-9-yl)-3-(5-pyrrolidin-2-yl-1h-pyrazol-3-yl)-urea	IWOOJEZSDPRYAZ-WFASDCNBSA-N
DB06977	(2s)-1-{[5-(1h-indazol-5-yl)-3-pyridinyl]oxy}-3-(7ah-indol-3-yl)-2-propanamine	CAASENZOSQYNPX-HSTJUUNISA-N
DB06978	n'-[(1e)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]-4-methoxybenzohydrazide	BMGXNERTVNWBJG-CNHKJKLMSA-N
DB06979	5-(dodecylthio)-1h-1,2,3-triazole-4-carboxylic acid	IEZPFPQAXAREGM-UHFFFAOYSA-N
DB06980	(2s)-2-(1h-indol-3-yl)hexanoic acid	RCBHCHBXRBYJGU-NSHDSACASA-N
DB06981	(2s)-2-(1h-indol-3-yl)pentanoic acid	QRCBLBWFQJDFJQ-JTQLQIEISA-N
DB06982	(2s)-8-[(tert-butoxycarbonyl)amino]-2-(1h-indol-3-yl)octanoic acid	AWVCKFLATUTBCX-INIZCTEOSA-N
DB06983	(5-phenyl-7-(pyridin-3-ylmethylamino)pyrazolo[1,5-a]pyrimidin-3-yl)methanol	RBLKWWBHDUBPFN-UHFFFAOYSA-N
DB06984	(1r,2r,3r,4s,5r)-4-(benzylamino)-5-(methylthio)cyclopentane-1,2,3-triol	CHTYSDQNKZIWBZ-ZOLYEBIHSA-N
DB06985	2-[({4-[2-(trifluoromethyl)phenyl]piperidin-1-yl}carbonyl)amino]benzoic acid	MEAQCLPMSVEOQF-UHFFFAOYSA-N
DB06986	2-chloro-n-[(1r,2r)-1-hydroxy-2,3-dihydro-1h-inden-2-yl]-6h-thieno[2,3-b]pyrrole-5-carboxamide	LRHOLHTVXXSIMG-BXUZGUMPSA-N
DB06987	(r)-atenolol	METKIMKYRPQLGS-GFCCVEGCSA-N
DB06988	2-hydroxy-5-{[(1e)-2-phenylethylidene]amino}-l-tyrosine	BSKROLLIUIDPDT-KUJOXMSCSA-N
DB06989	{4-[2-benzyl-3-methoxy-2-(methoxycarbonyl)-3-oxopropyl]phenyl}sulfamic acid	SUACYXRSGYYBGT-UHFFFAOYSA-N
DB06990	4-[(1e,7e)-8-(2,6-dioxo-1,2,3,6-tetrahydropyrimidin-4-yl)-3,6-dioxa-2,7-diazaocta-1,7-dien-1-yl]benzoic acid	XHDKIDMFBWLHAX-GONBZBRSSA-N
DB06991	n-[2-methyl-5-(methylcarbamoyl)phenyl]-2-{[(1r)-1-methylpropyl]amino}-1,3-thiazole-5-carboxamide	OYOUIHFZUAKCEF-LLVKDONJSA-N
DB06992	(3,3-dimethylpiperidin-1-yl)(6-(3-fluoro-4-methylphenyl)pyridin-2-yl)methanone	SIDDLTBLAQYZIZ-UHFFFAOYSA-N
DB06993	(2s,3s)-4-cyclopropyl-3-{(3r,5r)-3-[2-fluoro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazolidin-5-yl}-1-[(3s)-3-fluoropyrrolidin-1-yl]-1-oxobutan-2-amine	PTAHVQJZNFGPHN-WFWWEWPISA-N
DB06994	(2s,3s)-3-{3-[2-chloro-4-(methylsulfonyl)phenyl]-1,2,4-oxadiazol-5-yl}-1-cyclopentylidene-4-cyclopropyl-1-fluorobutan-2-amine	XCCSSVMRGIQMGF-LPHOPBHVSA-N
DB06995	n-({4-[(2-aminopyridin-4-yl)oxy]-3-fluorophenyl}carbamoyl)-2-(4-fluorophenyl)acetamide	USBSTVPJNQLYEM-UHFFFAOYSA-N
DB06996	d-leucyl-n-(4-carbamimidoylbenzyl)-l-prolinamide	XFNMDMGNNKIXBT-CVEARBPZSA-N
DB06997	2-(4-fluorophenyl)-n-{[3-fluoro-4-(1h-pyrrolo[2,3-b]pyridin-4-yloxy)phenyl]carbamoyl}acetamide	BMPOCDJEXAXXEZ-UHFFFAOYSA-N
DB06998	[(5r)-5-(2,3-dibromo-5-ethoxy-4-hydroxybenzyl)-4-oxo-2-thioxo-1,3-thiazolidin-3-yl]acetic acid	ABQHPGHMYXJJIV-MRVPVSSYSA-N
DB06999	n-{3-[(5-chloro-1h-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]-2,4-difluorophenyl}propane-1-sulfonamide	YZDJQTHVDDOVHR-UHFFFAOYSA-N
DB07000	n-{2,4-difluoro-3-[(5-pyridin-3-yl-1h-pyrrolo[2,3-b]pyridin-3-yl)carbonyl]phenyl}ethanesulfonamide	ILXJWLWSYAWJKZ-UHFFFAOYSA-N
DB07001	(3s,5e)-3-propyl-3,4-dihydrothieno[2,3-f][1,4]oxazepin-5(2h)-imine	JIIBOYBTIWHZFJ-ZETCQYMHSA-N
DB07002	4-({4-[(4-methoxypyridin-2-yl)amino]piperidin-1-yl}carbonyl)benzonitrile	SZUVGMCKKLJAFX-UHFFFAOYSA-N
DB07003	(2s)-2-methyl-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine	TUOXPJFCQDMQOX-YFKPBYRVSA-N
DB07004	2-[(5-hex-1-yn-1-ylfuran-2-yl)carbonyl]-n-methylhydrazinecarbothioamide	CUKZXTKQBXLMDO-UHFFFAOYSA-N
DB07005	d-phenylalanyl-n-{4-[amino(iminio)methyl]benzyl}-l-prolinamide	VZFTWWJAUZOJDH-MOPGFXCFSA-O
DB07006	9-hydroxy-6-(3-hydroxypropyl)-4-(2-methoxyphenyl)pyrrolo[3,4-c]carbazole-1,3(2h,6h)-dione	AOGOZJCRIFBTTN-UHFFFAOYSA-N
DB07007	(3r)-3-[(1,2,3,4-tetrahydroisoquinolin-7-yloxy)methyl]-2,3-dihydrothieno[2,3-f][1,4]oxazepin-5-amine	UDFXWCLBONUMNA-CYBMUJFWSA-N
DB07008	4-(1,3-benzodioxol-5-yloxy)-2-[4-(1h-imidazol-1-yl)phenoxy]pyrimidine	XPXGYINSBORUMM-UHFFFAOYSA-N
DB07009	2-(5-hydroxy-naphthalen-1-yl)-1,3-benzooxazol-6-ol	JHOZVRGNIYFYHE-UHFFFAOYSA-N
DB07010	n-benzyl-4-[4-(3-chlorophenyl)-1h-pyrazol-3-yl]-1h-pyrrole-2-carboxamide	PDJZASCRQRBYQS-UHFFFAOYSA-N
DB07011	(3s)-1-(1,3-benzodioxol-5-ylmethyl)-3-[4-(1h-imidazol-1-yl)phenoxy]piperidine	HHOPJGKEAIIIDF-FQEVSTJZSA-N
DB07012	6-amino-3,7-dihydro-imidazo[4,5-g]quinazolin-8-one	VQSMWFVKBKMHTO-UHFFFAOYSA-N
DB07013	tert-butyl 4-({[4-(but-2-yn-1-ylamino)phenyl]sulfonyl}methyl)-4-[(hydroxyamino)carbonyl]piperidine-1-carboxylate	RXFCFGLSOUOCEA-UHFFFAOYSA-N
DB07014	2-(1,3-benzodioxol-5-yl)-5-[(3-fluoro-4-methoxybenzyl)sulfanyl]-1,3,4-oxadiazole	TUTZKAQTSPMEBI-UHFFFAOYSA-N
DB07015	(3r,4r)-4-(pyrrolidin-1-ylcarbonyl)-1-(quinoxalin-2-ylcarbonyl)pyrrolidin-3-amine	XDSKICAQKGYYJF-OLZOCXBDSA-N
DB07016	(3r)-8-(dioxidosulfanyl)-3-methyl-1,2,3,4-tetrahydroquinoline	VVVJJANGXMGMGC-SSDOTTSWSA-N
DB07017	(5s)-2-{[(1s)-1-(4-fluorophenyl)ethyl]amino}-5-(2-hydroxy-2-propanyl)-5-methyl-1,3-thiazol-4(5h)-one	HYVZYASDRIAOPU-BJOHPYRUSA-N
DB07018	5-ethyl-3-[(2-methoxyethyl)methylamino]-6-methyl-4-(3-methylbenzyl)pyridin-2(1h)-one	USWKTQVAABDFSY-UHFFFAOYSA-N
DB07019	n-[(5r,14r)-5-amino-5,14-dimethyl-4-oxo-3-oxa-18-azatricyclo[15.3.1.1~7,11~]docosa-1(21),7(22),8,10,17,19-hexaen-19-yl]-n-methylmethanesulfonamide	QWDOKZPZLWNULU-MZNJEOGPSA-N
DB07020	n-{3-[5-(1h-1,2,4-triazol-3-yl)-1h-indazol-3-yl]phenyl}furan-2-carboxamide	LMDMJDCLPIVGQD-UHFFFAOYSA-N
DB07021	(7r,8r)-8-(2,4,5-trifluorophenyl)-6,7,8,9-tetrahydroimidazo[1,2-a:4,5-c']dipyridin-7-amine	SOSYXEPELJIJHZ-RNCFNFMXSA-N
DB07022	3-hydroxypropyl 3-[(7-carbamimidoyl-1-naphthyl)carbamoyl]benzenesulfonate	PXERBGNIBOFZOW-UHFFFAOYSA-N
DB07023	(1r)-2-[(diaminomethylene)amino]-1-{4-[(4r)-4-(hydroxymethyl)-1,3,2-dioxaborolan-2-yl]phenyl}ethyl nicotinate	HGLWHYRZHMOCMC-CVEARBPZSA-N
DB07024	2-(3,4-dihydroxyphenyl)-8-(1,1-dioxidoisothiazolidin-2-yl)-3-hydroxy-6-methyl-4h-chromen-4-one	CEXBEGBNDJVZPK-UHFFFAOYSA-N
DB07025	3-(5-{[4-(aminomethyl)piperidin-1-yl]methyl}-1h-indol-2-yl)quinolin-2(1h)-one	KBIHHEGEALBUMT-UHFFFAOYSA-N
DB07026	(1s,5s,7r)-n~7~-(biphenyl-4-ylmethyl)-n~3~-hydroxy-6,8-dioxa-3-azabicyclo[3.2.1]octane-3,7-dicarboxamide	PPLDARNGJSQINK-OKZBNKHCSA-N
DB07027	d-phenylalanyl-n-(3-fluorobenzyl)-l-prolinamide	JGZSVYZIJHGHMA-MOPGFXCFSA-N
DB07028	(2-{[(4-bromo-2-fluorobenzyl)amino]carbonyl}-5-chlorophenoxy)acetic acid	ZLIGBZRXAQNUFO-UHFFFAOYSA-N
DB07029	4-(1,3-benzodioxol-5-yloxy)-2-[4-(1h-imidazol-1-yl)phenoxy]-6-methylpyrimidine	QQBNDYARFVOEGW-UHFFFAOYSA-N
DB07030	(5-chloro-2-{[(3-nitrobenzyl)amino]carbonyl}phenoxy)acetic acid	VABIMMIJVWNHFI-UHFFFAOYSA-N
DB07031	3-fluoro-4-{[(2r)-2-hydroxy-2-(5,5,8,8-tetramethyl-5,6,7,8-tetrahydro-2-naphthalenyl)acetyl]amino}benzoic acid	AANFHDFOMFRLLR-LJQANCHMSA-N
DB07032	2-(4-hydroxy-phenyl)benzofuran-5-ol	SNNNDCMXZYWCCI-UHFFFAOYSA-N
DB07033	5-hydroxy-3-[(1r)-1-(1h-pyrrol-2-yl)ethyl]-2h-indol-2-one	VWQVBIPGKIAUGA-QMMMGPOBSA-N
DB07034	2,2'-{[9-(hydroxyimino)-9h-fluorene-2,7-diyl]bis(oxy)}diacetic acid	VOKATEXROYSXDW-UHFFFAOYSA-N
DB07035	(2e)-3-{3-[(5-ethyl-3-iodo-6-methyl-2-oxo-1,2-dihydropyridin-4-yl)oxy]phenyl}acrylonitrile	XMFUXIRAVPMVRS-FNORWQNLSA-N
DB07036	(3as,4r,9br)-2,2-difluoro-4-(4-hydroxyphenyl)-6-(methoxymethyl)-1,2,3,3a,4,9b-hexahydrocyclopenta[c]chromen-8-ol	GPFRMIHXGMVMGF-BZSNNMDCSA-N
DB07037	(2s)-1-amino-3-[(5-nitroquinolin-8-yl)amino]propan-2-ol	MBZPCTWLFNYBND-QMMMGPOBSA-N
DB07038	2-(cyclohexylamino)benzoic acid	JSXMFCCPQQJLCR-UHFFFAOYSA-N
DB07039	(2s)-n-(4-cyano-3-iodophenyl)-3-(4-cyanophenoxy)-2-hydroxy-2-methylpropanamide	RXSZCFAPSDTELY-SFHVURJKSA-N
DB07040	2-amino-7-fluoro-5-oxo-5h-chromeno[2,3-b]pyridine-3-carboxamide	GCHMLYYPYFXLQB-UHFFFAOYSA-N
DB07041	n-[2-(2,4-diaminopyrido[2,3-d]pyrimidin-7-yl)-2-methylpropyl]-4-phenoxybenzamide	FDJWFDQRPKKBFA-UHFFFAOYSA-N
DB07042	7-amino-2-tert-butyl-4-{[2-(1h-imidazol-4-yl)ethyl]amino}pyrido[2,3-d]pyrimidine-6-carboxamide	XESUNWBIAADLPI-UHFFFAOYSA-N
DB07043	7-amino-2-tert-butyl-4-(4-pyrimidin-2-ylpiperazin-1-yl)pyrido[2,3-d]pyrimidine-6-carboxamide	CKLCIJCZOIDJQU-UHFFFAOYSA-N
DB07044	3-bromo-n'-[(1e)-(3,5-dibromo-2,4-dihydroxyphenyl)methylidene]benzohydrazide	VOWXAXNVAGLOGM-NGYBGAFCSA-N
DB07045	(2r,3r,4s,5r)-2-[6-amino-8-[(3,4-dichlorophenyl)methylamino]purin-9-yl]-5-(hydroxymethyl)oxolane-3,4-diol	VBJKVZXRYLCYGQ-XNIJJKJLSA-N
DB07046	2-[(2-chloro-4-iodophenyl)amino]-n-{[(2r)-2,3-dihydroxypropyl]oxy}-3,4-difluorobenzamide	FCADPEDUULETPK-SECBINFHSA-N
DB07047	2',4'-dichloro-4-hydroxy-1,1'-biphenyl-3-carboxylic acid	SKAFZYDMDHPPJM-UHFFFAOYSA-N
DB07048	n-[(2r)-5-(aminosulfonyl)-2,3-dihydro-1h-inden-2-yl]-2-propylpentanamide	XBYJCVDSFWJBSM-OAHLLOKOSA-N
DB07049	(2r)-1-[(4-tert-butylphenyl)sulfonyl]-2-methyl-4-(4-nitrophenyl)piperazine	SOFGQQQVQZQJFS-MRXNPFEDSA-N
DB07050	5-[(phenylsulfonyl)amino]-1,3,4-thiadiazole-2-sulfonamide	PWDGTQXZLNDOKS-UHFFFAOYSA-N
DB07051	3,5-dimethyl-1-phenyl-1h-pyrazole-4-carboxylic acid ethyl ester	BUIZDUYEIRRDAV-UHFFFAOYSA-O
DB07052	5'-s-ethyl-5'-thioadenosine	HMXHURAGFHWODC-WOUKDFQISA-N
DB07053	2-{5-[3-(7-propyl-3-trifluoromethylbenzo[d]isoxazol-6-yloxy)propoxy]indol-1-yl}ethanoic acid	TWVYNPULGKGJOS-UHFFFAOYSA-N
DB07054	(2r)-1-(dimethylamino)-3-{4-[(6-{[2-fluoro-5-(trifluoromethyl)phenyl]amino}pyrimidin-4-yl)amino]phenoxy}propan-2-ol	OSCWQKTUILTARV-MRXNPFEDSA-N
DB07055	2-[2-(1h-tetrazol-5-yl)ethyl]-1h-isoindole-1,3(2h)-dione	DEOJDUHRJBKATO-UHFFFAOYSA-N
