drugbank_id	mcule_id	name	inchi_key
DB03528	MCULE-6268373280	9-Beta-D-Xylofuranosyl-Adenine	OIRDTQYFTABQOQ-GAWUUDPSSA-N
DB03528	MCULE-7071766082	9-Beta-D-Xylofuranosyl-Adenine	OIRDTQYFTABQOQ-GAWUUDPSSA-N
DB03528	MCULE-7671875172	9-Beta-D-Xylofuranosyl-Adenine	OIRDTQYFTABQOQ-GAWUUDPSSA-N
DB03528	MCULE-7821885333	9-Beta-D-Xylofuranosyl-Adenine	OIRDTQYFTABQOQ-GAWUUDPSSA-N
DB03528	MCULE-9546992456	9-Beta-D-Xylofuranosyl-Adenine	OIRDTQYFTABQOQ-GAWUUDPSSA-N
DB03540	MCULE-2391774130	Norcamphor	KPMKEVXVVHNIEY-NTSWFWBYSA-N
DB03540	MCULE-2467634489	Norcamphor	KPMKEVXVVHNIEY-NTSWFWBYSA-N
DB03552	MCULE-1870924489	3-Tyrosine	JZKXXXDKRQWDET-QMMMGPOBSA-N
DB03553	MCULE-4286022994	Glutaric Acid	JFCQEDHGNNZCLN-UHFFFAOYSA-N
DB03554	MCULE-9099154084	5-Iodouracil	KSNXJLQDQOIRIP-UHFFFAOYSA-N
DB03559	MCULE-5868381758	Cyclohexylformamide	SWGXDLRCJNEEGZ-UHFFFAOYSA-N
DB03560	MCULE-3788300475	P-Hydroxybenzaldehyde	RGHHSNMVTDWUBI-UHFFFAOYSA-N
DB03564	MCULE-5281049691	(4r)-2-Methylpentane-2,4-Diol	SVTBMSDMJJWYQN-YFKPBYRVSA-N
DB03566	MCULE-4146689208	Spermidine	ATHGHQPFGPMSJY-UHFFFAOYSA-N
DB03566	MCULE-6635730810	Spermidine	ATHGHQPFGPMSJY-UHFFFAOYSA-N
DB03566	MCULE-8096530192	Spermidine	ATHGHQPFGPMSJY-UHFFFAOYSA-N
DB03567	MCULE-1508663644	alpha-N-Acetyl-D-galactosamine	OVRNDRQMDRJTHS-CBQIKETKSA-N
DB03567	MCULE-3769808111	alpha-N-Acetyl-D-galactosamine	OVRNDRQMDRJTHS-CBQIKETKSA-N
DB03568	MCULE-4116382006	Butyric Acid	FERIUCNNQQJTOY-UHFFFAOYSA-N
DB03574	MCULE-1621140494	Ferricrocin-iron	QLXOENUMLPDRSK-AFXYHRJJSA-Q
DB03577	MCULE-8189040394	Alpha-Benzyl-Aminobenzyl-Phosphonic Acid	SLMGIUOAZCYKPE-CQSZACIVSA-N
DB03585	MCULE-3785704527	Oxyphenbutazone	HFHZKZSRXITVMK-UHFFFAOYSA-N
DB03587	MCULE-2718961814	Pyruvaldehyde	AIJULSRZWUXGPQ-UHFFFAOYSA-N
DB03588	MCULE-3885159333	Diphenylacetic Acid	PYHXGXCGESYPCW-UHFFFAOYSA-N
DB03588	MCULE-9688268540	Diphenylacetic Acid	PYHXGXCGESYPCW-UHFFFAOYSA-N
DB03589	MCULE-5697583738	Alpha-Ketomalonic Acid	XEEVLJKYYUVTRC-UHFFFAOYSA-N
DB03589	MCULE-9031084199	Alpha-Ketomalonic Acid	XEEVLJKYYUVTRC-UHFFFAOYSA-N
DB03590	MCULE-5199298661	2,6-Diaminopimelic Acid	GMKMEZVLHJARHF-WHFBIAKZSA-N
DB03590	MCULE-7900876168	2,6-Diaminopimelic Acid	GMKMEZVLHJARHF-WHFBIAKZSA-N
DB03594	MCULE-3522189420	1,2,4-Triazole	NSPMIYGKQJPBQR-UHFFFAOYSA-N
DB03600	MCULE-3914949169	Capric acid	GHVNFZFCNZKVNT-UHFFFAOYSA-N
DB03601	MCULE-1742825654	5-deoxyflavanone	FURUXTVZLHCCNA-AWEZNQCLSA-N
DB03601	MCULE-2064774552	5-deoxyflavanone	FURUXTVZLHCCNA-AWEZNQCLSA-N
DB03601	MCULE-5306878717	5-deoxyflavanone	FURUXTVZLHCCNA-AWEZNQCLSA-N
DB03603	MCULE-4740161184	Glucaric acid	DSLZVSRJTYRBFB-LLEIAEIESA-N
DB03610	MCULE-3925033033	4-(trifluoromethyl)phenol	BAYGVMXZJBFEMB-UHFFFAOYSA-N
DB03614	MCULE-4810176105	Methylcobalamin	JEWJRMKHSMTXPP-WZHZPDAFSA-L
DB03619	MCULE-2553099876	Deoxycholic acid	KXGVEGMKQFWNSR-LLQZFEROSA-N
DB03619	MCULE-3393759799	Deoxycholic acid	KXGVEGMKQFWNSR-LLQZFEROSA-N
DB03619	MCULE-3526946316	Deoxycholic acid	KXGVEGMKQFWNSR-LLQZFEROSA-N
DB03635	MCULE-4408374633	Ethanesulfonic Acid	CCIVGXIOQKPBKL-UHFFFAOYSA-N
DB03636	MCULE-2174395809	Glycinamid	BEBCJVAWIBVWNZ-UHFFFAOYSA-N
DB03640	MCULE-9532787420	Beta-Hydroxyaspartic Acid	YYLQUHNPNCGKJQ-NHYDCYSISA-N
DB03644	MCULE-1178445402	3-hydroxyanthranilic acid	WJXSWCUQABXPFS-UHFFFAOYSA-N
DB03650	MCULE-3478433468	(3e)-3-[(4-Hydroxyphenyl)Imino]-1h-Indol-2(3h)-One	ZJASRZFZRYISET-UHFFFAOYSA-N
DB03651	MCULE-8917344355	Picric acid	OXNIZHLAWKMVMX-UHFFFAOYSA-N
DB03652	MCULE-7930313634	beta-D-Galactopyranuronic acid	AEMOLEFTQBMNLQ-DTEWXJGMSA-N
DB03656	MCULE-3666428067	Tribenuron Methyl	VLCQZHSMCYCDJL-UHFFFAOYSA-N
DB03659	MCULE-4233278050	Butylamine	HQABUPZFAYXKJW-UHFFFAOYSA-N
DB03660	MCULE-3082140157	4-Iodo-L-phenylalanine	PZNQZSRPDOEBMS-QMMMGPOBSA-N
DB03660	MCULE-6302870801	4-Iodo-L-phenylalanine	PZNQZSRPDOEBMS-QMMMGPOBSA-N
DB03661	MCULE-3360025136	Cysteinesulfonic Acid	XVOYSCVBGLVSOL-REOHCLBHSA-N
DB03669	MCULE-7177685997	4-Fluorophenethyl Alcohol	MWUVGXCUHWKQJE-UHFFFAOYSA-N
DB03671	MCULE-5993142660	Digoxigenin	SHIBSTMRCDJXLN-KCZCNTNESA-N
DB03673	MCULE-3785172886	Beta(2-Thienyl)Alanine	WTOFYLAWDLQMBZ-LURJTMIESA-N
DB03673	MCULE-8908733986	Beta(2-Thienyl)Alanine	WTOFYLAWDLQMBZ-LURJTMIESA-N
DB03677	MCULE-7968258309	N-Cyclohexyl-N'-Decylurea	LPXYBLIRYGCMPQ-UHFFFAOYSA-N
DB03694	MCULE-6207378439	N-Phenylthiourea	FULZLIGZKMKICU-UHFFFAOYSA-N
DB03696	MCULE-6692951185	Lanosterol	CAHGCLMLTWQZNJ-BQNIITSRSA-N
DB03696	MCULE-8719465843	Lanosterol	CAHGCLMLTWQZNJ-BQNIITSRSA-N
DB03700	MCULE-1563595722	D-Threonine	AYFVYJQAPQTCCC-PWNYCUMCSA-N
DB03700	MCULE-5505393195	D-Threonine	AYFVYJQAPQTCCC-PWNYCUMCSA-N
DB03700	MCULE-9284411012	D-Threonine	AYFVYJQAPQTCCC-PWNYCUMCSA-N
DB03700	MCULE-9531951265	D-Threonine	AYFVYJQAPQTCCC-PWNYCUMCSA-N
DB03703	MCULE-8217921343	Cyclohexanol	HPXRVTGHNJAIIH-UHFFFAOYSA-N
DB03704	MCULE-6776936355	12-Hydroxydodecanoic Acid	ZDHCZVWCTKTBRY-UHFFFAOYSA-N
DB03709	MCULE-4763691774	Bicine	FSVCELGFZIQNCK-UHFFFAOYSA-N
DB03719	MCULE-6160962792	N-Ethyl-5'-Carboxamido Adenosine	JADDQZYHOWSFJD-BMYQGPEFSA-N
DB03728	MCULE-2882010588	p-Chlorobenzoic acid	XRHGYUZYPHTUJZ-UHFFFAOYSA-N
DB03733	MCULE-3493741440	Ethylene Dichloride	WSLDOOZREJYCGB-UHFFFAOYSA-N
DB03740	MCULE-1508663644	N-acetyl-alpha-D-glucosamine	OVRNDRQMDRJTHS-PVFLNQBWSA-N
DB03740	MCULE-3769808111	N-acetyl-alpha-D-glucosamine	OVRNDRQMDRJTHS-PVFLNQBWSA-N
DB03741	MCULE-5615925204	2-Methylbutanoic Acid	WLAMNBDJUVNPJU-SCSAIBSYSA-N
DB03741	MCULE-6581991788	2-Methylbutanoic Acid	WLAMNBDJUVNPJU-SCSAIBSYSA-N
DB03750	MCULE-5805071360	Isovaleric Acid	GWYFCOCPABKNJV-UHFFFAOYSA-N
DB03754	MCULE-7300085951	Tromethamine	LENZDBCJOHFCAS-UHFFFAOYSA-N
DB03758	MCULE-3527877289	Radicicol	WYZWZEOGROVVHK-GTMNPGAYSA-N
DB03759	MCULE-3076221110	FG-9041	RWVIMCIPOAXUDG-UHFFFAOYSA-N
DB03765	MCULE-7837147222	2'-cytidylic acid	YQUAKORMLHPSLZ-XVFCMESISA-N
DB03766	MCULE-2199051150	Propanoic acid	XBDQKXXYIPTUBI-UHFFFAOYSA-N
DB03773	MCULE-2639086971	alpha-D-quinovopyranose	SHZGCJCMOBCMKK-DVKNGEFBSA-N
DB03773	MCULE-2813685693	alpha-D-quinovopyranose	SHZGCJCMOBCMKK-DVKNGEFBSA-N
DB03773	MCULE-2970134024	alpha-D-quinovopyranose	SHZGCJCMOBCMKK-DVKNGEFBSA-N
DB03773	MCULE-3786615821	alpha-D-quinovopyranose	SHZGCJCMOBCMKK-DVKNGEFBSA-N
DB03773	MCULE-5232225691	alpha-D-quinovopyranose	SHZGCJCMOBCMKK-DVKNGEFBSA-N
DB03773	MCULE-5873973591	alpha-D-quinovopyranose	SHZGCJCMOBCMKK-DVKNGEFBSA-N
DB03773	MCULE-7773504154	alpha-D-quinovopyranose	SHZGCJCMOBCMKK-DVKNGEFBSA-N
DB03773	MCULE-8022241440	alpha-D-quinovopyranose	SHZGCJCMOBCMKK-DVKNGEFBSA-N
DB03773	MCULE-8713847175	alpha-D-quinovopyranose	SHZGCJCMOBCMKK-DVKNGEFBSA-N
DB03773	MCULE-9086198168	alpha-D-quinovopyranose	SHZGCJCMOBCMKK-DVKNGEFBSA-N
DB03775	MCULE-1205252367	D-Dethiobiotin	AUTOLBMXDDTRRT-JGVFFNPUSA-N
DB03775	MCULE-9561288488	D-Dethiobiotin	AUTOLBMXDDTRRT-JGVFFNPUSA-N
DB03780	MCULE-8431522974	2-Aminoquinazolin-4(3h)-One	SDTFBAXSPXZDKC-UHFFFAOYSA-N
DB03781	MCULE-4664611041	2-[4-(2,4-Dichlorophenoxy)Phenoxy]Propanoic Acid	OOLBCHYXZDXLDS-SECBINFHSA-N
DB03783	MCULE-2069106916	Phenacetin	CPJSUEIXXCENMM-UHFFFAOYSA-N
DB03785	MCULE-7414282746	(3r,5r)-7-((1r,2r,6s,8r,8as)-2,6-Dimethyl-8-{[(2r)-2-Methylbutanoyl]Oxy}-1,2,6,7,8,8a-Hexahydronaphthalen-1-Yl)-3,5-Dihydroxyheptanoic Acid	QLJODMDSTUBWDW-BXMDZJJMSA-N
DB03789	MCULE-6619799827	2,3-Dimethylimidazolium Ion	GIWQSPITLQVMSG-UHFFFAOYSA-O
DB03790	MCULE-3558725435	S-Dioxymethionine	UCUNFLYVYCGDHP-BYPYZUCNSA-N
DB03790	MCULE-8107053430	S-Dioxymethionine	UCUNFLYVYCGDHP-BYPYZUCNSA-N
DB03792	MCULE-8766220931	5-Amino-1h-Pyrimidine-2,4-Dione	BISHACNKZIBDFM-UHFFFAOYSA-N
DB03793	MCULE-4467353796	Benzoic acid	WPYMKLBDIGXBTP-UHFFFAOYSA-N
DB03794	MCULE-3733724676	Trifluoroalanine	HMJQKIDUCWWIBW-SFOWXEAESA-N
DB03794	MCULE-4711987697	Trifluoroalanine	HMJQKIDUCWWIBW-SFOWXEAESA-N
DB03796	MCULE-1361949901	Palmitic Acid	IPCSVZSSVZVIGE-UHFFFAOYSA-N
DB03798	MCULE-4941445779	2'-Deoxycytidine-5'-Monophosphate	NCMVOABPESMRCP-SHYZEUOFSA-N
DB03798	MCULE-6153304068	2'-Deoxycytidine-5'-Monophosphate	NCMVOABPESMRCP-SHYZEUOFSA-N
DB03811	MCULE-6372320124	Histidinol	ZQISRDCJNBUVMM-YFKPBYRVSA-O
DB03811	MCULE-7447304629	Histidinol	ZQISRDCJNBUVMM-YFKPBYRVSA-O
DB03811	MCULE-7997190567	Histidinol	ZQISRDCJNBUVMM-YFKPBYRVSA-O
DB03814	MCULE-2780053976	2-(N-Morpholino)-Ethanesulfonic Acid	SXGZJKUKBWWHRA-UHFFFAOYSA-N
DB03815	MCULE-2198142963	Fucitol	SKCKOFZKJLZSFA-KCDKBNATSA-N
DB03817	MCULE-1239764966	L-2,4-diaminobutyric acid	OGNSCSPNOLGXSM-VKHMYHEASA-N
DB03817	MCULE-7713366571	L-2,4-diaminobutyric acid	OGNSCSPNOLGXSM-VKHMYHEASA-N
DB03817	MCULE-8402131049	L-2,4-diaminobutyric acid	OGNSCSPNOLGXSM-VKHMYHEASA-N
DB03819	MCULE-1133383897	Salicylhydroxamic Acid	HBROZNQEVUILML-UHFFFAOYSA-N
DB03823	MCULE-4522193885	Epigallocatechin	XMOCLSLCDHWDHP-IUODEOHRSA-N
DB03823	MCULE-9338438267	Epigallocatechin	XMOCLSLCDHWDHP-IUODEOHRSA-N
DB03825	MCULE-7728164114	Rhodamine 6G	XFKVYXCRNATCOO-UHFFFAOYSA-M
DB03826	MCULE-2307916634	5,6-Diaminouracil	BBTNLADSUVOPPN-UHFFFAOYSA-N
DB03826	MCULE-6597707044	5,6-Diaminouracil	BBTNLADSUVOPPN-UHFFFAOYSA-N
DB03826	MCULE-8340517997	5,6-Diaminouracil	BBTNLADSUVOPPN-UHFFFAOYSA-N
DB03836	MCULE-9710772952	1,3,5-Trichloro-Benzene	XKEFYDZQGKAQCN-UHFFFAOYSA-N
DB03839	MCULE-1694199256	D-Tyrosine	OUYCCCASQSFEME-MRVPVSSYSA-N
DB03839	MCULE-2932088896	D-Tyrosine	OUYCCCASQSFEME-MRVPVSSYSA-N
DB03839	MCULE-6003337645	D-Tyrosine	OUYCCCASQSFEME-MRVPVSSYSA-N
DB03839	MCULE-7719741497	D-Tyrosine	OUYCCCASQSFEME-MRVPVSSYSA-N
DB03839	MCULE-8059108702	D-Tyrosine	OUYCCCASQSFEME-MRVPVSSYSA-N
DB03840	MCULE-9788063146	Tetra(Imidazole)Diaquacopper (Ii)	QHMVDLPUUJNKGZ-UHFFFAOYSA-N
DB03843	MCULE-1476806907	Formaldehyde	WSFSSNUMVMOOMR-UHFFFAOYSA-N
DB03848	MCULE-6343931944	Benzenesulfinic acid	JEHKKBHWRAXMCH-UHFFFAOYSA-N
DB03854	MCULE-3785554987	Pentane-1,5-Diamine	VHRGRCVQAFMJIZ-UHFFFAOYSA-N
DB03856	MCULE-9516392560	L-Eflornithine	VLCYCQAOQCDTCN-ZCFIWIBFSA-N
DB03867	MCULE-1500027319	Meta-Nitro-Tyrosine	FBTSQILOGYXGMD-LURJTMIESA-N
DB03867	MCULE-2134857873	Meta-Nitro-Tyrosine	FBTSQILOGYXGMD-LURJTMIESA-N
DB03871	MCULE-8524562351	lambda-bis(2,2'-bipyridine)imidazole ruthenium (II)	ZSRBWSVKDUMHBO-UHFFFAOYSA-N
DB03879	MCULE-7283331375	alpha-L-methyl-fucose	OHWCAVRRXKJCRB-CXNFULCWSA-N
DB03882	MCULE-4972067436	5-Alpha-Androstane-3-Beta,17beta-Diol	CBMYJHIOYJEBSB-YSZCXEEOSA-N
DB03882	MCULE-5056598626	5-Alpha-Androstane-3-Beta,17beta-Diol	CBMYJHIOYJEBSB-YSZCXEEOSA-N
DB03882	MCULE-6366002920	5-Alpha-Androstane-3-Beta,17beta-Diol	CBMYJHIOYJEBSB-YSZCXEEOSA-N
DB03884	MCULE-9935480822	Phenylpyruvic acid	BTNMPGBKDVTSJY-UHFFFAOYSA-N
DB03894	MCULE-3183761977	N-Propargyl-1(S)-Aminoindan	RUOKEQAAGRXIBM-LBPRGKRZSA-N
DB03894	MCULE-4385913742	N-Propargyl-1(S)-Aminoindan	RUOKEQAAGRXIBM-LBPRGKRZSA-N
DB03894	MCULE-8317750203	N-Propargyl-1(S)-Aminoindan	RUOKEQAAGRXIBM-LBPRGKRZSA-N
DB03894	MCULE-9216644373	N-Propargyl-1(S)-Aminoindan	RUOKEQAAGRXIBM-LBPRGKRZSA-N
DB03895	MCULE-4213161941	Malachite Green	VFCNQNZNPKRXIT-UHFFFAOYSA-N
DB03895	MCULE-5320008974	Malachite Green	VFCNQNZNPKRXIT-UHFFFAOYSA-N
DB03895	MCULE-9098073462	Malachite Green	VFCNQNZNPKRXIT-UHFFFAOYSA-N
DB03895	MCULE-9191488751	Malachite Green	VFCNQNZNPKRXIT-UHFFFAOYSA-N
DB03897	MCULE-6058509896	Hydroxyphenyl Propionic Acid	NMHMNPHRMNGLLB-UHFFFAOYSA-N
DB03900	MCULE-2451492095	2-Methyl-2-Propanol	DKGAVHZHDRPRBM-UHFFFAOYSA-N
DB03902	MCULE-6647815245	Oxalic Acid	MUBZPKHOEPUJKR-UHFFFAOYSA-N
DB03904	MCULE-8513891094	Urea	XSQUKJJJFZCRTK-UHFFFAOYSA-N
DB03911	MCULE-2748557639	L-Xylopyranose	SRBFZHDQGSBBOR-CZBDKTQLSA-N
DB03911	MCULE-3308600336	L-Xylopyranose	SRBFZHDQGSBBOR-CZBDKTQLSA-N
DB03911	MCULE-3863845368	L-Xylopyranose	SRBFZHDQGSBBOR-CZBDKTQLSA-N
DB03911	MCULE-4707689321	L-Xylopyranose	SRBFZHDQGSBBOR-CZBDKTQLSA-N
DB03911	MCULE-5117456353	L-Xylopyranose	SRBFZHDQGSBBOR-CZBDKTQLSA-N
DB03911	MCULE-5867688200	L-Xylopyranose	SRBFZHDQGSBBOR-CZBDKTQLSA-N
DB03911	MCULE-6170420366	L-Xylopyranose	SRBFZHDQGSBBOR-CZBDKTQLSA-N
DB03911	MCULE-9012637888	L-Xylopyranose	SRBFZHDQGSBBOR-CZBDKTQLSA-N
DB03911	MCULE-9608505112	L-Xylopyranose	SRBFZHDQGSBBOR-CZBDKTQLSA-N
DB03911	MCULE-9731791240	L-Xylopyranose	SRBFZHDQGSBBOR-CZBDKTQLSA-N
DB03924	MCULE-9729305855	5,8-Di-Amino-1,4-Dihydroxy-Anthraquinone	QVEMRPAUHFWHRV-UHFFFAOYSA-N
DB03926	MCULE-4972067436	5-Alpha-Androstane-3-Beta,17-Alpha-Diol	CBMYJHIOYJEBSB-MFXFBURESA-N
DB03926	MCULE-5056598626	5-Alpha-Androstane-3-Beta,17-Alpha-Diol	CBMYJHIOYJEBSB-MFXFBURESA-N
DB03926	MCULE-6366002920	5-Alpha-Androstane-3-Beta,17-Alpha-Diol	CBMYJHIOYJEBSB-MFXFBURESA-N
DB03928	MCULE-7565044581	Carboxymethylthio-3-(3-Chlorophenyl)-1,2,4-Oxadiazol	BGDMJXZYDKFEGJ-UHFFFAOYSA-N
DB03929	MCULE-3271603208	D-Serine	MTCFGRXMJLQNBG-UWTATZPHSA-N
DB03929	MCULE-5604658333	D-Serine	MTCFGRXMJLQNBG-UWTATZPHSA-N
DB03929	MCULE-6118038121	D-Serine	MTCFGRXMJLQNBG-UWTATZPHSA-N
DB03929	MCULE-6460387318	D-Serine	MTCFGRXMJLQNBG-UWTATZPHSA-N
DB03929	MCULE-8560981570	D-Serine	MTCFGRXMJLQNBG-UWTATZPHSA-N
DB03934	MCULE-6561885094	Protoporphyrin Ix Containing Zn	FUTVBRXUIKZACV-RGGAHWMASA-L
DB03940	MCULE-4442165428	Oxamic Acid	SOWBFZRMHSNYGE-UHFFFAOYSA-N
DB03941	MCULE-1814167078	Heptanyl-P-Phenol	KNDDEFBFJLKPFE-UHFFFAOYSA-N
DB03943	MCULE-1395307434	D-Asparagine	DCXYFEDJOCDNAF-UWTATZPHSA-N
DB03943	MCULE-1868046141	D-Asparagine	DCXYFEDJOCDNAF-UWTATZPHSA-N
DB03943	MCULE-5685974579	D-Asparagine	DCXYFEDJOCDNAF-UWTATZPHSA-N
DB03943	MCULE-6923060287	D-Asparagine	DCXYFEDJOCDNAF-UWTATZPHSA-N
DB03946	MCULE-2802562757	3,4-Dihydroxybenzoic Acid	YQUVCSBJEUQKSH-UHFFFAOYSA-N
DB03946	MCULE-8964889860	3,4-Dihydroxybenzoic Acid	YQUVCSBJEUQKSH-UHFFFAOYSA-N
DB03974	MCULE-1114934644	L-homoarginine	QUOGESRFPZDMMT-YFKPBYRVSA-N
DB03974	MCULE-4078920174	L-homoarginine	QUOGESRFPZDMMT-YFKPBYRVSA-N
DB03989	MCULE-3577973754	D-Allopyranose	WQZGKKKJIJFFOK-IVMDWMLBSA-N
DB03989	MCULE-3846926665	D-Allopyranose	WQZGKKKJIJFFOK-IVMDWMLBSA-N
DB03989	MCULE-4260589665	D-Allopyranose	WQZGKKKJIJFFOK-IVMDWMLBSA-N
DB03993	MCULE-7691755837	4-Methyl Valeric Acid	FGKJLKRYENPLQH-UHFFFAOYSA-N
DB03994	MCULE-5175116598	Ethanolamine	HZAXFHJVJLSVMW-UHFFFAOYSA-N
DB04008	MCULE-6561885094	Bis(5-Amidino-Benzimidazolyl)Methane Zinc	MXICWYSXOKPLOW-UHFFFAOYSA-P
DB04018	MCULE-1974434339	S-Isopropyl-Isothiourea	XSSNABKEYXKKMK-UHFFFAOYSA-N
DB04018	MCULE-7393903455	S-Isopropyl-Isothiourea	XSSNABKEYXKKMK-UHFFFAOYSA-N
DB04026	MCULE-1371970366	Pseudotropine	CYHOMWAPJJPNMW-RNLVFQAGSA-N
DB04026	MCULE-4087674114	Pseudotropine	CYHOMWAPJJPNMW-RNLVFQAGSA-N
DB04027	MCULE-1290049418	D-arginine	ODKSFYDXXFIFQN-SCSAIBSYSA-N
DB04027	MCULE-3125760737	D-arginine	ODKSFYDXXFIFQN-SCSAIBSYSA-N
DB04027	MCULE-5108123240	D-arginine	ODKSFYDXXFIFQN-SCSAIBSYSA-N
DB04029	MCULE-2610261909	Phenylalanine Amide	OBSIQMZKFXFYLV-QMMMGPOBSA-N
DB04029	MCULE-7119612436	Phenylalanine Amide	OBSIQMZKFXFYLV-QMMMGPOBSA-N
DB04029	MCULE-9345667353	Phenylalanine Amide	OBSIQMZKFXFYLV-QMMMGPOBSA-N
DB04029	MCULE-9635114334	Phenylalanine Amide	OBSIQMZKFXFYLV-QMMMGPOBSA-N
DB04031	MCULE-9788063146	Serine vanadate	SYKYEBJDHHGBFL-PUAMRSTPSA-M
DB04037	MCULE-3577947109	N,N-Bis(4-Chlorobenzyl)-1h-1,2,3,4-Tetraazol-5-Amine	UOUXILZUBDIWQU-UHFFFAOYSA-N
DB04038	MCULE-3600015331	Ergosterol	DNVPQKQSNYMLRS-APGDWVJJSA-N
DB04038	MCULE-4740481453	Ergosterol	DNVPQKQSNYMLRS-APGDWVJJSA-N
DB04046	MCULE-2996950876	Methyl beta-galactoside	HOVAGTYPODGVJG-VOQCIKJUSA-N
DB04046	MCULE-4215248759	Methyl beta-galactoside	HOVAGTYPODGVJG-VOQCIKJUSA-N
DB04046	MCULE-9257991017	Methyl beta-galactoside	HOVAGTYPODGVJG-VOQCIKJUSA-N
DB04048	MCULE-7457936611	N-Carbamoyl-Alanine	LUSWEUMSEVLFEQ-UWTATZPHSA-N
DB04048	MCULE-7947685696	N-Carbamoyl-Alanine	LUSWEUMSEVLFEQ-UWTATZPHSA-N
DB04048	MCULE-9370944250	N-Carbamoyl-Alanine	LUSWEUMSEVLFEQ-UWTATZPHSA-N
DB04051	MCULE-5972199258	5-Phenylvaleric Acid	BYHDDXPKOZIZRV-UHFFFAOYSA-N
DB04052	MCULE-1568356481	3,4-Dimethylphenol	YCOXTKKNXUZSKD-UHFFFAOYSA-N
DB04058	MCULE-1920028250	D-[(Amino)Carbonyl]Phenylalanine	IPWQOZCSQLTKOI-QMMMGPOBSA-N
DB04058	MCULE-4234577728	D-[(Amino)Carbonyl]Phenylalanine	IPWQOZCSQLTKOI-QMMMGPOBSA-N
DB04058	MCULE-4938301418	D-[(Amino)Carbonyl]Phenylalanine	IPWQOZCSQLTKOI-QMMMGPOBSA-N
DB04058	MCULE-8566868807	D-[(Amino)Carbonyl]Phenylalanine	IPWQOZCSQLTKOI-QMMMGPOBSA-N
DB04062	MCULE-2639086971	Beta-D-Fucose	SHZGCJCMOBCMKK-FPRJBGLDSA-N
DB04062	MCULE-2813685693	Beta-D-Fucose	SHZGCJCMOBCMKK-FPRJBGLDSA-N
DB04062	MCULE-2970134024	Beta-D-Fucose	SHZGCJCMOBCMKK-FPRJBGLDSA-N
DB04062	MCULE-3786615821	Beta-D-Fucose	SHZGCJCMOBCMKK-FPRJBGLDSA-N
DB04062	MCULE-5232225691	Beta-D-Fucose	SHZGCJCMOBCMKK-FPRJBGLDSA-N
DB04062	MCULE-5873973591	Beta-D-Fucose	SHZGCJCMOBCMKK-FPRJBGLDSA-N
DB04062	MCULE-7773504154	Beta-D-Fucose	SHZGCJCMOBCMKK-FPRJBGLDSA-N
DB04062	MCULE-8022241440	Beta-D-Fucose	SHZGCJCMOBCMKK-FPRJBGLDSA-N
DB04062	MCULE-8713847175	Beta-D-Fucose	SHZGCJCMOBCMKK-FPRJBGLDSA-N
DB04062	MCULE-9086198168	Beta-D-Fucose	SHZGCJCMOBCMKK-FPRJBGLDSA-N
DB04063	MCULE-4257632982	2-Methylleucine	ARSWQPLPYROOBG-ZETCQYMHSA-N
DB04066	MCULE-2590309260	para-Coumaric Acid	NGSWKAQJJWESNS-ZZXKWVIFSA-N
DB04066	MCULE-9551292063	para-Coumaric Acid	NGSWKAQJJWESNS-ZZXKWVIFSA-N
DB04074	MCULE-9877767821	alpha-Ketoisovalerate	QHKABHOOEWYVLI-UHFFFAOYSA-N
DB04075	MCULE-4246221126	N-Acetyl-L-Glutamate	RFMMMVDNIPUKGG-YFKPBYRVSA-N
DB04075	MCULE-5623672193	N-Acetyl-L-Glutamate	RFMMMVDNIPUKGG-YFKPBYRVSA-N
DB04075	MCULE-6828522418	N-Acetyl-L-Glutamate	RFMMMVDNIPUKGG-YFKPBYRVSA-N
DB04075	MCULE-7234857249	N-Acetyl-L-Glutamate	RFMMMVDNIPUKGG-YFKPBYRVSA-N
DB04076	MCULE-8326019285	Hypoxanthine	FDGQSTZJBFJUBT-UHFFFAOYSA-N
DB04080	MCULE-3483592840	RU78191	WWYDYZMNFQIYPT-UHFFFAOYSA-N
DB04093	MCULE-2842613213	Undecanal	KMPQYAYAQWNLME-UHFFFAOYSA-N
DB04094	MCULE-6328537335	4-Hydroxy-2-Butanone	LVSQXDHWDCMMRJ-UHFFFAOYSA-N
DB04098	MCULE-9310625171	Balanol	XYUFCXJZFZPEJD-PGRDOPGGSA-N
DB04100	MCULE-2911225521	(1,10 Phenanthroline)-(Tri-Carbon Monoxide) Rhenium (I)	XCPVAMYUZCTTHM-UHFFFAOYSA-N
DB04101	MCULE-3324427926	N'-[4-(2,4-Dimethyl-1,3-thiazol-5-yl)-2-pyrimidinyl]-N-hydroxyimidoformamide	OVKZTPFHUYGZBI-UHFFFAOYSA-N
DB04104	MCULE-5086156902	3-Methyladenine	FSASIHFSFGAIJM-UHFFFAOYSA-N
DB04110	MCULE-4558023540	2-Nitro-P-Cresol	SYDNSSSQVSOXTN-UHFFFAOYSA-N
DB04115	MCULE-4892227388	Berberine	YBHILYKTIRIUTE-UHFFFAOYSA-N
DB04115	MCULE-7356741555	Berberine	YBHILYKTIRIUTE-UHFFFAOYSA-N
DB04115	MCULE-8261808830	Berberine	YBHILYKTIRIUTE-UHFFFAOYSA-N
DB04115	MCULE-9829996828	Berberine	YBHILYKTIRIUTE-UHFFFAOYSA-N
